ApplicationId,Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri
46718,2020,36.0,erkek,1999/04/09,ankara,izmir
46719,2020,61.0,erkek,1998/09/20,yozgat,ankara
46720,2020,46.0,erkek,2001/04/06,gaziantep,Null
46721,2020,48.0,erkek,2000/05/02,nigde,mersin
46722,2020,16.0,erkek,2000/06/19,gaziantep,nigde
46723,2020,46.0,erkek,1970/01/01,adana,gaziantep
46724,2020,38.0,erkek,1996/09/20,bursa,balikesir
46725,2020,31.0,erkek,2000/03/13,izmir,bursa
46726,2020,46.0,erkek,1996/03/15,mersin,izmir
46727,2020,46.0,erkek,2000/08/14,istanbul,mersin
46728,2020,23.0,erkek,2001/08/09,trabzon,antalya
46729,2020,31.0,erkek,1999/08/24,corum,trabzon
46730,2020,35.0,kadin,1998/12/20,bursa,ankara
46731,2020,10.0,kadin,1970/01/01,corum,eskisehir
46732,2020,43.0,kadin,1998/05/15,bitlis,balikesir
46733,2020,25.0,kadin,1970/01/01,konya,bitlis
46734,2020,28.0,kadin,1999/07/26,samsun,konya
46735,2020,28.0,kadin,1998/10/20,sanliurfa,bilecik
46736,2020,25.0,kadin,2000/02/15,mardin,sanliurfa
46737,2020,15.0,kadin,2000/08/14,aydin,istanbul
46738,2020,28.0,kadin,1970/01/01,mus,aydin
46739,2020,13.0,erkek,2000/10/08,gaziantep,istanbul
46740,2020,13.0,erkek,1999/01/20,adana,gaziantep
46741,2020,15.0,kadin,1999/09/15,duzce,adana
46742,2020,25.0,kadin,1970/01/01,sivas,duzce
46743,2020,26.0,kadin,1999/03/01,bilecik,sivas
46744,2020,38.0,kadin,2001/08/04,adana,izmir
46745,2020,40.0,kadin,1999/12/06,Null,istanbul
46746,2020,30.0,kadin,2001/07/19,ordu,Null
46747,2020,23.0,kadin,2000/10/08,rize,istanbul
46748,2020,51.0,erkek,1996/11/13,ankara,izmir
46749,2020,40.0,kadin,1970/01/01,istanbul,ankara
46750,2020,23.0,kadin,1998/10/10,canakkale,istanbul
46751,2020,10.0,kadin,1999/08/01,konya,istanbul
46752,2020,23.0,kadin,1998/01/07,amasya,konya
46753,2020,45.0,kadin,2001/03/01,adana,amasya
46754,2020,31.0,kadin,1996/11/22,bursa,adana
46755,2020,31.0,kadin,1999/10/25,Null,bursa
46756,2020,25.0,kadin,2000/07/07,van,istanbul
46757,2020,15.0,kadin,1970/01/01,agri,istanbul
46758,2020,28.0,kadin,1997/12/24,rize,agri
46759,2020,18.0,kadin,2000/04/15,ankara,istanbul
46760,2020,10.0,kadin,1999/07/22,aydin,ankara
46761,2020,23.0,kadin,2000/01/09,mersin,aydin
46762,2020,30.0,kadin,2000/02/24,corum,mersin
46763,2020,59.0,kadin,1998/04/14,manisa,istanbul
46764,2020,15.0,kadin,1970/01/01,mus,konya
46765,2020,23.0,kadin,2000/08/06,Null,istanbul
46766,2020,13.0,erkek,1999/01/01,sanliurfa,Null
46767,2020,8.0,erkek,1970/01/01,Null,sanliurfa
46768,2020,46.0,erkek,2000/02/10,agri,istanbul
46769,2020,20.0,erkek,1970/01/01,Null,agri
46770,2020,20.0,kadin,2000/07/19,istanbul,hatay
46771,2020,30.0,kadin,1998/01/19,trabzon,istanbul
46772,2020,54.0,kadin,1998/06/20,kayseri,trabzon
46773,2020,26.0,erkek,2001/11/08,van,Null
46774,2020,34.0,erkek,1970/01/01,sivas,van
46775,2020,34.0,erkek,1999/06/21,nigde,Null
46776,2020,39.0,erkek,1999/08/29,malatya,istanbul
46777,2020,57.0,erkek,1999/06/04,mersin,ankara
46778,2020,45.0,erkek,2000/03/20,kocaeli,eskisehir
46779,2020,64.0,erkek,2000/10/27,istanbul,kocaeli
46780,2020,41.0,erkek,1998/06/02,erzurum,istanbul
46781,2020,33.0,erkek,1970/01/01,bursa,ankara
46782,2020,8.0,erkek,2001/10/21,Null,istanbul
46783,2020,10.0,kadin,1996/05/27,diyarbakir,Null
46784,2020,38.0,kadin,1998/02/28,Null,diyarbakir
46785,2020,25.0,kadin,2001/01/05,bursa,istanbul
46786,2020,53.0,kadin,1970/01/01,gaziantep,kocaeli
46787,2020,30.0,kadin,1970/01/01,konya,izmir
46788,2020,20.0,kadin,1970/01/01,konya,konya
46789,2020,33.0,kadin,1999/10/20,Null,konya
46790,2020,55.0,kadin,1996/09/02,van,Null
46791,2020,20.0,kadin,1970/01/01,siirt,istanbul
46792,2020,20.0,kadin,2000/11/01,izmir,corum
46793,2020,35.0,kadin,2000/02/19,izmir,izmir
46794,2020,21.0,erkek,1970/01/01,sirnak,izmir
46795,2020,31.0,erkek,1999/01/01,batman,mardin
46796,2020,38.0,kadin,1999/04/23,mersin,istanbul
46797,2020,30.0,kadin,2000/08/22,malatya,mersin
46798,2020,18.0,Null,Null,Null,malatya
46799,2020,30.0,kadin,1999/11/01,van,manisa
46800,2020,20.0,kadin,Null,Null,adana
46801,2020,28.0,kadin,1997/11/19,nevsehir,Null
46802,2020,66.0,erkek,1997/09/19,mersin,istanbul
46803,2020,76.0,erkek,1998/06/05,osmaniye,mersin
46804,2020,28.0,erkek,2002/05/01,Null,aydin
46805,2020,43.0,erkek,2001/01/01,Null,Null
46806,2020,15.0,kadin,1970/01/01,manisa,Null
46807,2020,23.0,erkek,1970/01/01,erzurum,istanbul
46808,2020,40.0,kadin,2001/03/01,van,istanbul
46809,2020,20.0,kadin,1998/10/02,balikesir,van
46810,2020,20.0,kadin,1999/11/27,bursa,istanbul
46811,2020,30.0,kadin,2001/02/25,bursa,bursa
46812,2020,15.0,kadin,1970/01/01,afyonkarahisar,bursa
46813,2020,45.0,kadin,2000/07/28,tokat,afyonkarahisar
46814,2020,13.0,erkek,1999/08/28,artvin,tokat
46815,2020,26.0,erkek,1999/01/01,kayseri,artvin
46816,2020,28.0,erkek,1997/08/13,Null,istanbul
46817,2020,15.0,kadin,1970/01/01,kutahya,Null
46818,2020,38.0,kadin,1997/11/13,bursa,rize
46819,2020,25.0,kadin,1998/04/24,diyarbakir,eskisehir
46820,2020,15.0,kadin,1999/11/07,istanbul,nigde
46821,2020,40.0,kadin,1998/06/23,istanbul,istanbul
46822,2020,10.0,kadin,2001/01/22,kocaeli,istanbul
46823,2020,10.0,kadin,2001/03/28,bursa,istanbul
46824,2020,30.0,kadin,1997/07/01,Null,ankara
46825,2020,35.0,kadin,1996/08/08,istanbul,Null
46826,2020,84.0,kadin,2001/12/11,istanbul,istanbul
46827,2020,64.0,kadin,2000/07/17,istanbul,istanbul
46828,2020,23.0,kadin,2000/04/14,Null,ankara
46829,2020,20.0,kadin,1999/01/08,istanbul,Null
46830,2020,49.0,erkek,1996/04/08,kutahya,istanbul
46831,2020,36.0,erkek,1998/08/18,kahramanmaras,kutahya
46832,2020,41.0,erkek,2000/08/16,istanbul,istanbul
46833,2020,23.0,erkek,2000/11/16,izmir,izmir
46834,2020,62.0,erkek,2000/08/24,istanbul,izmir
46835,2020,28.0,erkek,1999/04/04,tokat,canakkale
46836,2020,44.0,erkek,1999/03/21,ankara,tokat
46837,2020,23.0,erkek,1999/07/02,mardin,malatya
46838,2020,26.0,erkek,1998/02/14,elazig,istanbul
46839,2020,61.0,kadin,2000/01/03,manisa,istanbul
46840,2020,10.0,kadin,1996/02/10,istanbul,ankara
46841,2020,15.0,kadin,1970/01/01,izmir,istanbul
46842,2020,31.0,kadin,2000/12/09,tekirdag,denizli
46843,2020,63.0,kadin,2000/03/14,izmir,tekirdag
46844,2020,63.0,kadin,2000/03/14,izmir,izmir
46845,2020,30.0,kadin,2001/01/25,istanbul,istanbul
46846,2020,50.0,kadin,1970/01/01,edirne,istanbul
46847,2020,40.0,kadin,1970/01/01,eskisehir,mersin
46848,2020,33.0,kadin,2001/04/20,istanbul,ankara
46849,2020,43.0,kadin,1997/08/08,amasya,ankara
46850,2020,38.0,kadin,2000/12/19,mus,Null
46851,2020,49.0,kadin,1998/04/19,giresun,istanbul
46852,2020,25.0,kadin,1970/01/01,edirne,kocaeli
46853,2020,10.0,kadin,1970/01/01,Null,edirne
46854,2020,25.0,kadin,1999/01/01,rize,Null
46855,2020,25.0,kadin,1970/01/01,kocaeli,trabzon
46856,2020,28.0,kadin,1999/04/08,yalova,istanbul
46857,2020,30.0,kadin,1998/07/30,adana,eskisehir
46858,2020,18.0,kadin,1970/01/01,Null,istanbul
46859,2020,23.0,erkek,1970/01/01,diyarbakir,Null
46860,2020,23.0,erkek,1999/05/04,mardin,istanbul
46861,2020,49.0,erkek,1999/02/01,kayseri,diyarbakir
46862,2020,15.0,kadin,2000/10/24,mersin,kayseri
46863,2020,25.0,kadin,1999/05/06,eskisehir,istanbul
46864,2020,28.0,kadin,2000/09/09,gaziantep,eskisehir
46865,2020,51.0,kadin,1997/07/27,antalya,gaziantep
46866,2020,25.0,kadin,1970/01/01,kars,istanbul
46867,2020,35.0,kadin,2001/02/09,hatay,ankara
46868,2020,43.0,kadin,1998/03/22,sanliurfa,hatay
46869,2020,38.0,kadin,1999/05/19,erzurum,istanbul
46870,2020,35.0,kadin,2000/10/31,tekirdag,erzurum
46871,2020,58.0,kadin,1998/01/01,Null,tekirdag
46872,2020,28.0,kadin,1999/01/20,bartin,Null
46873,2020,35.0,kadin,2000/01/05,malatya,bolu
46874,2020,28.0,kadin,1998/06/11,hatay,malatya
46875,2020,25.0,kadin,2001/10/30,diyarbakir,hatay
46876,2020,30.0,kadin,1970/01/01,istanbul,van
46877,2020,25.0,kadin,1970/01/01,adana,kirklareli
46878,2020,50.0,kadin,1970/01/01,corum,istanbul
46879,2020,10.0,kadin,1998/05/14,erzurum,corum
46880,2020,35.0,kadin,2000/09/05,sivas,istanbul
46881,2020,13.0,erkek,1970/01/01,kayseri,istanbul
46882,2020,48.0,erkek,2001/05/16,aydin,kayseri
46883,2020,18.0,erkek,2000/07/21,Null,istanbul
46884,2020,28.0,erkek,1998/12/22,istanbul,Null
46885,2020,49.0,erkek,1999/01/06,sivas,istanbul
46886,2020,15.0,kadin,1970/01/01,balikesir,sivas
46887,2020,28.0,kadin,2000/12/20,trabzon,balikesir
46888,2020,20.0,kadin,1997/07/01,bitlis,trabzon
46889,2020,15.0,kadin,1970/01/01,Null,bitlis
46890,2020,70.0,erkek,2000/06/18,sivas,Null
46891,2020,30.0,kadin,1999/08/27,adana,sivas
46892,2020,58.0,kadin,2000/08/20,tokat,adana
46893,2020,35.0,kadin,1998/06/14,Null,tekirdag
46894,2020,56.0,kadin,2000/09/17,istanbul,Null
46895,2020,40.0,kadin,2000/03/14,afyonkarahisar,istanbul
46896,2020,41.0,kadin,1970/01/01,diyarbakir,konya
46897,2020,48.0,kadin,2000/01/29,tekirdag,istanbul
46898,2020,23.0,kadin,1998/01/15,adana,antalya
46899,2020,25.0,kadin,1970/01/01,Null,adana
46900,2020,61.0,kadin,1998/03/25,istanbul,Null
46901,2020,63.0,kadin,2000/08/04,istanbul,kayseri
46902,2020,15.0,kadin,1999/06/11,eskisehir,istanbul
46903,2020,58.0,kadin,1998/12/03,bursa,istanbul
46904,2020,53.0,kadin,1999/07/13,malatya,istanbul
46905,2020,72.0,kadin,1996/10/15,istanbul,istanbul
46906,2020,23.0,kadin,1998/06/03,istanbul,istanbul
46907,2020,10.0,kadin,1998/04/04,Null,istanbul
46908,2020,38.0,kadin,1970/01/01,adana,Null
46909,2020,63.0,kadin,1997/03/28,kocaeli,konya
46910,2020,23.0,kadin,2000/07/24,mersin,istanbul
46911,2020,43.0,erkek,1970/01/01,mugla,mersin
46912,2020,23.0,kadin,1999/01/24,konya,istanbul
46913,2020,43.0,kadin,1998/05/23,trabzon,eskisehir
46914,2020,25.0,kadin,1970/01/01,istanbul,kocaeli
46915,2020,35.0,kadin,1999/09/16,sivas,istanbul
46916,2020,28.0,kadin,1998/11/20,bursa,sivas
46917,2020,50.0,kadin,2000/01/02,ankara,ankara
46918,2020,30.0,kadin,1970/01/01,Null,ankara
46919,2020,10.0,kadin,2000/10/25,Null,istanbul
46920,2020,35.0,kadin,2001/02/05,ankara,istanbul
46921,2020,25.0,kadin,1998/06/02,istanbul,balikesir
46922,2020,18.0,kadin,1997/03/15,Null,istanbul
46923,2020,57.0,belirtmek istemiyorum,1998/01/04,afyonkarahisar,Null
46924,2020,40.0,kadin,2000/02/23,Null,afyonkarahisar
46925,2020,48.0,kadin,2001/12/14,gumushane,Null
46926,2020,43.0,kadin,1998/06/09,izmir,ankara
46927,2020,35.0,kadin,2001/01/21,kocaeli,istanbul
46928,2020,30.0,kadin,1998/01/15,istanbul,kocaeli
46929,2020,15.0,kadin,2000/07/16,trabzon,istanbul
46930,2020,33.0,kadin,1998/06/12,istanbul,erzurum
46931,2020,64.0,kadin,2001/05/29,kocaeli,istanbul
46932,2020,20.0,kadin,1999/05/03,bursa,istanbul
46933,2020,10.0,kadin,1970/01/01,mersin,bursa
46934,2020,33.0,kadin,1998/11/06,Null,Null
46935,2020,15.0,kadin,2000/06/05,bitlis,Null
46936,2020,35.0,kadin,2000/07/21,ankara,bitlis
46937,2020,25.0,kadin,1970/01/01,ankara,ankara
46938,2020,15.0,kadin,1999/05/30,Null,ankara
46939,2020,25.0,kadin,1970/01/01,zonguldak,mersin
46940,2020,15.0,kadin,1999/02/12,istanbul,zonguldak
46941,2020,15.0,kadin,2000/01/21,istanbul,istanbul
46942,2020,15.0,kadin,1998/10/01,aydin,istanbul
46943,2020,26.0,erkek,1997/12/31,istanbul,Null
46944,2020,63.0,kadin,2000/03/22,istanbul,istanbul
46945,2020,13.0,erkek,1970/01/01,zonguldak,istanbul
46946,2020,15.0,kadin,1970/01/01,diyarbakir,istanbul
46947,2020,30.0,kadin,1970/01/01,van,diyarbakir
46948,2020,37.0,kadin,1999/08/18,kahramanmaras,istanbul
46949,2020,56.0,kadin,1999/05/12,istanbul,istanbul
46950,2020,49.0,kadin,1996/11/03,istanbul,istanbul
46951,2020,26.0,erkek,1970/01/01,bartin,istanbul
46952,2020,24.0,erkek,1998/06/11,kars,tokat
46953,2020,21.0,erkek,2000/06/20,elazig,sivas
46954,2020,37.0,erkek,1998/11/04,istanbul,kars
46955,2020,8.0,erkek,1999/09/01,Null,edirne
46956,2020,26.0,erkek,1998/09/25,sirnak,Null
46957,2020,53.0,erkek,1999/06/21,malatya,istanbul
46958,2020,26.0,erkek,1997/08/26,istanbul,istanbul
46959,2020,23.0,erkek,2000/08/25,batman,istanbul
46960,2020,44.0,erkek,1996/02/12,gumushane,batman
46961,2020,33.0,erkek,1970/01/01,diyarbakir,istanbul
46962,2020,13.0,erkek,1970/01/01,diyarbakir,diyarbakir
46963,2020,60.0,erkek,1998/01/21,konya,kayseri
46964,2020,43.0,erkek,2001/07/01,diyarbakir,ankara
46965,2020,41.0,kadin,1970/01/01,batman,ankara
46966,2020,20.0,kadin,2000/07/30,bursa,batman
46967,2020,25.0,kadin,2001/06/06,hatay,istanbul
46968,2020,54.0,erkek,1996/03/22,sivas,istanbul
46969,2020,57.0,erkek,1998/06/24,istanbul,ankara
46970,2020,47.0,erkek,1997/03/15,adana,istanbul
46971,2020,33.0,erkek,2001/04/20,izmir,adana
46972,2020,38.0,erkek,2001/06/25,mus,antalya
46973,2020,38.0,erkek,2000/10/31,osmaniye,antalya
46974,2020,18.0,erkek,2001/09/01,istanbul,adana
46975,2020,46.0,erkek,1999/12/29,ankara,istanbul
46976,2020,23.0,erkek,1999/03/02,diyarbakir,istanbul
46977,2020,41.0,erkek,2000/03/11,diyarbakir,Null
46978,2020,23.0,erkek,1996/09/16,adana,diyarbakir
46979,2020,8.0,erkek,1998/04/08,istanbul,adana
46980,2020,18.0,erkek,1970/01/01,mardin,izmir
46981,2020,31.0,erkek,1999/11/09,istanbul,mardin
46982,2020,18.0,erkek,2000/03/21,sanliurfa,istanbul
46983,2020,36.0,erkek,1998/10/02,hatay,istanbul
46984,2020,41.0,erkek,1999/01/13,istanbul,hatay
46985,2020,26.0,erkek,1996/06/25,hatay,istanbul
46986,2020,18.0,erkek,2001/01/13,denizli,izmir
46987,2020,21.0,erkek,1970/01/01,kayseri,istanbul
46988,2020,21.0,erkek,1970/01/01,sanliurfa,kayseri
46989,2020,44.0,erkek,2000/01/04,ankara,sanliurfa
46990,2020,20.0,kadin,1996/02/20,konya,bursa
46991,2020,31.0,kadin,2001/01/21,giresun,konya
46992,2020,41.0,kadin,1998/08/04,ankara,bilecik
46993,2020,38.0,kadin,1998/03/27,kayseri,ankara
46994,2020,33.0,kadin,2000/01/27,isparta,kayseri
46995,2020,59.0,kadin,1998/09/20,afyonkarahisar,istanbul
46996,2020,15.0,kadin,2001/10/22,istanbul,trabzon
46997,2020,30.0,kadin,1970/01/01,Null,ankara
46998,2020,35.0,kadin,1970/01/01,amasya,Null
46999,2020,31.0,erkek,1970/01/01,gaziantep,amasya
47000,2020,26.0,erkek,1998/02/10,manisa,gaziantep
47001,2020,33.0,erkek,1999/07/14,elazig,manisa
47002,2020,26.0,erkek,2000/05/23,Null,kastamonu
47003,2020,31.0,erkek,1999/11/10,konya,Null
47004,2020,24.0,erkek,1999/05/14,kocaeli,aksaray
47005,2020,38.0,erkek,2000/08/16,Null,istanbul
47006,2020,23.0,erkek,2000/01/29,ankara,Null
47007,2020,58.0,erkek,1999/04/26,trabzon,bolu
47008,2020,33.0,erkek,1998/06/06,kocaeli,trabzon
47009,2020,28.0,erkek,1970/01/01,kahramanmaras,kocaeli
47010,2020,23.0,erkek,1970/01/01,zonguldak,kahramanmaras
47011,2020,61.0,kadin,1998/02/24,istanbul,istanbul
47012,2020,41.0,kadin,1998/02/24,istanbul,isparta
47013,2020,15.0,kadin,2000/08/01,yozgat,isparta
47014,2020,58.0,kadin,1998/03/02,istanbul,tokat
47015,2020,43.0,kadin,2001/05/11,istanbul,istanbul
47016,2020,33.0,kadin,2000/04/22,istanbul,istanbul
47017,2020,46.0,erkek,1998/04/29,istanbul,istanbul
47018,2020,40.0,erkek,1997/02/17,batman,istanbul
47019,2020,38.0,erkek,2000/10/21,malatya,istanbul
47020,2020,13.0,erkek,1999/06/09,elazig,malatya
47021,2020,36.0,erkek,1999/05/03,istanbul,ankara
47022,2020,66.0,erkek,1998/07/30,istanbul,istanbul
47023,2020,13.0,erkek,1998/06/01,mus,istanbul
47024,2020,38.0,erkek,1999/07/01,Null,adana
47025,2020,18.0,erkek,1999/06/11,nevsehir,Null
47026,2020,15.0,kadin,1999/06/23,balikesir,adana
47027,2020,28.0,erkek,1970/01/01,denizli,balikesir
47028,2020,28.0,erkek,1998/01/01,siirt,denizli
47029,2020,38.0,kadin,2000/04/24,konya,siirt
47030,2020,23.0,kadin,2000/10/08,hatay,istanbul
47031,2020,52.0,kadin,1998/09/22,izmir,hatay
47032,2020,61.0,kadin,1998/11/20,izmir,yalova
47033,2020,10.0,kadin,1997/10/10,van,ankara
47034,2020,17.0,kadin,2000/08/02,agri,van
47035,2020,23.0,kadin,2000/01/01,van,kayseri
47036,2020,33.0,kadin,1999/02/18,sivas,van
47037,2020,58.0,kadin,1999/09/20,agri,istanbul
47038,2020,30.0,kadin,2000/02/20,Null,agri
47039,2020,20.0,kadin,1970/01/01,sirnak,Null
47040,2020,15.0,kadin,1998/12/11,sivas,batman
47041,2020,25.0,erkek,1998/06/18,kocaeli,malatya
47042,2020,45.0,kadin,2000/01/01,Null,balikesir
47043,2020,46.0,kadin,1999/08/14,istanbul,Null
47044,2020,15.0,kadin,2001/05/10,Null,istanbul
47045,2020,15.0,kadin,2000/01/08,istanbul,Null
47046,2020,25.0,kadin,1998/08/07,sakarya,bursa
47047,2020,28.0,kadin,2000/03/17,agri,duzce
47048,2020,15.0,kadin,1998/09/10,Null,agri
47049,2020,23.0,kadin,2000/02/15,adiyaman,Null
47050,2020,69.0,kadin,1997/07/13,istanbul,adiyaman
47051,2020,30.0,kadin,2000/02/14,eskisehir,istanbul
47052,2020,10.0,kadin,1970/01/01,sirnak,canakkale
47053,2020,50.0,kadin,1999/02/13,bursa,istanbul
47054,2020,23.0,kadin,2000/03/17,agri,istanbul
47055,2020,22.0,kadin,1997/03/15,hatay,agri
47056,2020,60.0,kadin,1999/05/22,istanbul,izmir
47057,2020,30.0,kadin,1970/01/01,ankara,istanbul
47058,2020,10.0,kadin,1998/10/27,ordu,balikesir
47059,2020,33.0,kadin,1999/09/08,kars,Null
47060,2020,45.0,kadin,2000/07/06,kars,istanbul
47061,2020,35.0,kadin,1999/07/26,mersin,istanbul
47062,2020,15.0,kadin,2000/02/14,ankara,mersin
47063,2020,23.0,kadin,2000/06/13,bursa,ankara
47064,2020,20.0,kadin,2000/10/06,Null,bursa
47065,2020,44.0,kadin,1998/01/11,izmir,Null
47066,2020,57.0,kadin,1999/04/16,istanbul,izmir
47067,2020,15.0,kadin,1996/03/22,hatay,istanbul
47068,2020,45.0,kadin,1997/09/26,edirne,hatay
47069,2020,20.0,kadin,1999/08/31,denizli,eskisehir
47070,2020,35.0,kadin,2000/05/10,gaziantep,denizli
47071,2020,33.0,kadin,2000/05/05,istanbul,gaziantep
47072,2020,10.0,kadin,2000/04/20,bursa,istanbul
47073,2020,43.0,kadin,1999/01/15,mardin,bursa
47074,2020,30.0,kadin,1970/01/01,ankara,mardin
47075,2020,15.0,kadin,2000/01/01,istanbul,tokat
47076,2020,66.0,kadin,1997/01/31,mersin,istanbul
47077,2020,26.0,kadin,1998/08/01,afyonkarahisar,istanbul
47078,2020,28.0,kadin,1999/04/01,agri,afyonkarahisar
47079,2020,20.0,kadin,1999/03/27,hatay,agri
47080,2020,57.0,kadin,1999/04/16,istanbul,hatay
47081,2020,30.0,kadin,2000/04/14,istanbul,izmir
47082,2020,20.0,kadin,2001/08/14,duzce,mugla
47083,2020,68.0,kadin,2000/03/23,ankara,kocaeli
47084,2020,74.0,kadin,1996/11/05,kayseri,izmir
47085,2020,38.0,kadin,2000/12/28,Null,kayseri
47086,2020,35.0,kadin,2000/04/28,Null,Null
47087,2020,45.0,kadin,2000/04/28,istanbul,Null
47088,2020,54.0,kadin,2000/01/19,istanbul,istanbul
47089,2020,10.0,kadin,1998/10/03,mersin,istanbul
47090,2020,43.0,kadin,1996/11/19,canakkale,gaziantep
47091,2020,25.0,kadin,1997/09/14,istanbul,ankara
47092,2020,40.0,kadin,2000/06/28,Null,canakkale
47093,2020,43.0,kadin,2001/04/24,diyarbakir,ankara
47094,2020,20.0,kadin,1970/01/01,Null,trabzon
47095,2020,15.0,kadin,1998/11/10,Null,Null
47096,2020,15.0,kadin,1998/10/16,bingol,manisa
47097,2020,45.0,kadin,1998/03/19,kastamonu,bingol
47098,2020,45.0,kadin,2000/04/10,izmir,izmir
47099,2020,25.0,kadin,2001/12/18,kocaeli,izmir
47100,2020,48.0,kadin,1996/08/15,istanbul,eskisehir
47101,2020,61.0,kadin,1999/03/22,aydin,istanbul
47102,2020,46.0,kadin,1996/11/21,manisa,aydin
47103,2020,15.0,kadin,1998/06/18,kirikkale,istanbul
47104,2020,23.0,kadin,1970/01/01,sanliurfa,kirikkale
47105,2020,63.0,kadin,1998/07/19,kirsehir,izmir
47106,2020,28.0,kadin,1998/07/02,diyarbakir,ankara
47107,2020,25.0,kadin,1999/10/26,giresun,diyarbakir
47108,2020,20.0,kadin,1999/07/11,sakarya,istanbul
47109,2020,30.0,kadin,1998/01/17,samsun,sakarya
47110,2020,18.0,erkek,1997/12/24,eskisehir,Null
47111,2020,23.0,erkek,1998/07/18,kayseri,eskisehir
47112,2020,31.0,erkek,1998/01/01,istanbul,kayseri
47113,2020,21.0,erkek,1998/07/05,konya,ankara
47114,2020,8.0,erkek,1998/07/20,Null,konya
47115,2020,18.0,erkek,1970/01/01,diyarbakir,Null
47116,2020,26.0,erkek,1970/01/01,siirt,diyarbakir
47117,2020,15.0,kadin,1970/01/01,samsun,izmir
47118,2020,20.0,kadin,2000/10/01,samsun,ankara
47119,2020,26.0,erkek,1970/01/01,mardin,samsun
47120,2020,19.0,erkek,Null,Null,mardin
47121,2020,57.0,erkek,2001/08/20,sanliurfa,Null
47122,2020,10.0,kadin,1999/08/17,samsun,sanliurfa
47123,2020,45.0,kadin,1970/01/01,nigde,samsun
47124,2020,50.0,kadin,2001/11/22,bitlis,istanbul
47125,2020,28.0,kadin,1970/01/01,zonguldak,bitlis
47126,2020,35.0,kadin,1999/01/15,malatya,zonguldak
47127,2020,27.0,kadin,1970/01/01,istanbul,kirikkale
47128,2020,38.0,kadin,1970/01/01,ankara,sakarya
47129,2020,20.0,kadin,2000/12/23,sakarya,istanbul
47130,2020,38.0,kadin,1998/06/03,elazig,istanbul
47131,2020,28.0,kadin,1970/01/01,samsun,kocaeli
47132,2020,43.0,kadin,1998/03/23,samsun,cankiri
47133,2020,35.0,kadin,2000/06/22,sivas,samsun
47134,2020,25.0,kadin,1998/02/21,denizli,kirikkale
47135,2020,31.0,kadin,1998/09/06,istanbul,denizli
47136,2020,38.0,kadin,1998/09/25,denizli,istanbul
47137,2020,23.0,kadin,1999/07/14,konya,istanbul
47138,2020,25.0,kadin,1970/01/01,giresun,hatay
47139,2020,23.0,kadin,2000/10/23,malatya,giresun
47140,2020,48.0,kadin,2001/04/04,diyarbakir,bursa
47141,2020,15.0,kadin,2001/05/20,rize,istanbul
47142,2020,23.0,kadin,1999/06/09,batman,rize
47143,2020,25.0,kadin,1997/10/03,bolu,batman
47144,2020,45.0,kadin,2001/05/02,duzce,istanbul
47145,2020,15.0,kadin,2000/02/21,ankara,duzce
47146,2020,25.0,kadin,1997/07/31,istanbul,ankara
47147,2020,48.0,kadin,1970/01/01,tokat,tekirdag
47148,2020,34.0,erkek,1998/01/12,manisa,istanbul
47149,2020,35.0,kadin,1999/04/17,izmir,istanbul
47150,2020,56.0,erkek,1998/07/05,antalya,istanbul
47151,2020,40.0,kadin,1999/09/29,istanbul,izmir
47152,2020,57.0,erkek,1997/05/25,istanbul,mugla
47153,2020,52.0,erkek,1998/10/04,bursa,antalya
47154,2020,44.0,erkek,1999/04/20,bingol,izmir
47155,2020,13.0,erkek,1997/11/22,Null,bingol
47156,2020,15.0,kadin,1998/09/10,mardin,sakarya
47157,2020,35.0,kadin,1996/08/24,bursa,giresun
47158,2020,38.0,kadin,1998/04/01,van,bursa
47159,2020,30.0,kadin,1996/09/15,elazig,van
47160,2020,20.0,kadin,1970/01/01,amasya,elazig
47161,2020,20.0,kadin,1999/04/03,sirnak,amasya
47162,2020,23.0,kadin,1999/08/08,hatay,sirnak
47163,2020,50.0,kadin,1999/09/12,Null,hatay
47164,2020,23.0,kadin,1999/02/04,mersin,Null
47165,2020,35.0,kadin,2001/01/14,mersin,Null
47166,2020,28.0,kadin,1996/08/25,adana,eskisehir
47167,2020,30.0,kadin,1998/05/15,izmir,adana
47168,2020,40.0,kadin,1999/11/23,diyarbakir,trabzon
47169,2020,40.0,kadin,2000/03/01,osmaniye,diyarbakir
47170,2020,20.0,kadin,1999/12/21,Null,denizli
47171,2020,10.0,kadin,1999/09/15,mardin,istanbul
47172,2020,23.0,kadin,1998/09/01,batman,gaziantep
47173,2020,20.0,kadin,2000/12/01,sanliurfa,batman
47174,2020,10.0,kadin,1970/01/01,Null,ankara
47175,2020,20.0,kadin,2000/03/24,istanbul,eskisehir
47176,2020,45.0,kadin,1999/09/29,istanbul,Null
47177,2020,15.0,kadin,1998/06/17,istanbul,istanbul
47178,2020,53.0,kadin,1998/01/11,malatya,Null
47179,2020,25.0,kadin,1970/01/01,edirne,malatya
47180,2020,41.0,kadin,1998/04/27,izmir,Null
47181,2020,53.0,kadin,1999/02/12,istanbul,izmir
47182,2020,60.0,kadin,1999/04/02,izmir,istanbul
47183,2020,40.0,kadin,1999/05/21,tekirdag,izmir
47184,2020,23.0,kadin,1996/07/28,Null,tekirdag
