ApplicantUniversityId,ApplicantId,UniversityId,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
58566,58566,58566,hukuk,3,3.00 - 3.50,,
58567,58567,58567,endustri muhendisligi,1,Hazirlik,,
58568,58568,58568,ingilizce ogretmenligi,4,3.50 - 4.00,,
58569,58569,58569,okul oncesi ogretmenligi,3,3.50 - 4.00,,
58570,58570,58570,bilgisayar muhendisligi,3,3.50 - 4.00,,
58571,58571,58571,iktisat,3,3.00 - 3.50,,
58572,58572,58572,veteriner,2,2.50 - 3.00,,
58573,58573,58573,endustri muhendisligi,3,2.50 - 3.00,,
58574,58574,58574,bilgisayar muhendisligi,3,3.50 - 4.00,,
58575,58575,58575,uluslararasi ticaret ve isletmecilik,2,2.50 - 3.00,,
58576,58576,58576,psikoloji,3,3.50 - 4.00,,
58577,58577,58577,endustri muhendisligi,3,0.00 - 2.50,,
58578,58578,58578,kimya muhendisligi,3,2.50 - 3.00,,
58579,58579,58579,isletme,4,2.50 - 3.00,,
58580,58580,58580,endustri muhendisligi,4,3.00 - 3.50,,
58581,58581,58581,endustri muhendisligi,3,3.00 - 3.50,,
58582,58582,58582,jeofizik muhendisligi,3,3.00 - 3.50,,
58583,58583,58583,siyaset bilimi ve uluslararasi iliskiler,4,3.50 - 4.00,,
58584,58584,58584,elektrik-elektronik muhendisligi,2,0.00 - 2.50,,
58585,58585,58585,uluslararasi ticaret ve isletmecilik,3,3.50 - 4.00,,
58586,58586,58586,eczacilik,5,3.00 - 3.50,,
58587,58587,58587,bilgisayar muhendisligi,2,2.50 - 3.00,,
58588,58588,58588,bilgisayar muhendisligi,4,2.50 - 3.00,,
58589,58589,58589,makine muhendisligi,2,2.50 - 3.00,,
58590,58590,58590,siyaset bilimi ve uluslararasi iliskiler,3,3.00 - 3.50,,
58591,58591,58591,tarimsal biyoteknoloji,4,2.50 - 3.00,,
58592,58592,58592,tip,3,2.50 - 3.00,,
58593,58593,58593,ingilizce mutercim ve tercumanlik,2,3.50 - 4.00,,
58594,58594,58594,mimarlik,4,3.00 - 3.50,,
58595,58595,58595,isletme muhendisligi,4,2.50 - 3.00,,
58596,58596,58596,elektrik-elektronik muhendisligi,1,Hazirlik,,
58597,58597,58597,mekatronik muhendisligi,3,3.00 - 3.50,,
58598,58598,58598,endustri muhendisligi,3,2.50 - 3.00,,
58599,58599,58599,bilgisayar bilimi ve muhendisligi,2,2.50 - 3.00,,
58600,58600,58600,yonetim bilisim sistemleri,4,3.00 - 3.50,,
58601,58601,58601,insaat muhendisligi,3,3.00 - 3.50,,
58602,58602,58602,elektronik ve haberlesme muhendisligi,2,0.00 - 2.50,,
58603,58603,58603,makine muhendisligi,2,0.00 - 2.50,,
58604,58604,58604,bilgisayar muhendisligi,3,3.00 - 3.50,,
58605,58605,58605,endustri muhendisligi,1,2.50 - 3.00,,
58606,58606,58606,bilgisayar muhendisligi,3,0.00 - 2.50,,
58607,58607,58607,mimarlik,4,3.00 - 3.50,,
58608,58608,58608,yazilim muhendisligi,1,Hazirlik,,
58609,58609,58609,endustri muhendisligi,4,3.00 - 3.50,,
58610,58610,58610,uluslararasi ticaret,4,3.50 - 4.00,,
58611,58611,58611,endustri muhendisligi,3,0.00 - 2.50,,
58612,58612,58612,ingilizce ogretmenligi,4,3.00 - 3.50,,
58613,58613,58613,isletme,4,2.50 - 3.00,,
58614,58614,58614,siyaset bilimi ve kamu yonetimi,3,2.50 - 3.00,,
58615,58615,58615,ekonomi,2,3.50 - 4.00,,
58616,58616,58616,eczacilik,4,3.00 - 3.50,,
58617,58617,58617,mimarlik,5,0.00 - 2.50,,
58618,58618,58618,endustri muhendisligi,1,Hazirlik,,
58619,58619,58619,uluslararasi ticaret ve finansman,4,3.00 - 3.50,,
58620,58620,58620,bilgisayar muhendisligi,3,2.50 - 3.00,,
58621,58621,58621,bilgisayar muhendisligi,1,Hazirlik,,
58622,58622,58622,mekatronik muhendisligi,3,3.00 - 3.50,,
58623,58623,58623,beden egitimi ve spor ogretmenligi,3,3.00 - 3.50,,
58624,58624,58624,isletme,4,3.00 - 3.50,,
58625,58625,58625,okul oncesi ogretmenligi,2,3.50 - 4.00,,
58626,58626,58626,ingiliz dili ve edebiyati,2,3.00 - 3.50,,
58627,58627,58627,sosyoloji,2,3.00 - 3.50,,
58628,58628,58628,turizm isletmeciligi,2,3.00 - 3.50,,
58629,58629,58629,iktisat,1,Hazirlik,,
58630,58630,58630,ergoterapi,3,3.00 - 3.50,,
58631,58631,58631,elektronik ve haberlesme muhendisligi,2,3.00 - 3.50,,
58632,58632,58632,diger,2,3.00 - 3.50,,
58633,58633,58633,islami ilimler,1,3.00 - 3.50,,
58634,58634,58634,eczacilik,4,3.00 - 3.50,,
58635,58635,58635,ekonomi,1,Hazirlik,,
58636,58636,58636,isletme,2,0.00 - 2.50,,
58637,58637,58637,mekatronik muhendisligi,2,3.50 - 4.00,,
58638,58638,58638,kimya muhendisligi,2,3.00 - 3.50,,
58639,58639,58639,elektrik-elektronik muhendisligi,2,2.50 - 3.00,,
58640,58640,58640,jeoloji muhendisligi,3,0.00 - 2.50,,
58641,58641,58641,diger,2,3.00 - 3.50,,
58642,58642,58642,uluslararasi iliskiler,3,3.00 - 3.50,,
58643,58643,58643,cografya,3,2.50 - 3.00,,
58644,58644,58644,iktisat,4,2.50 - 3.00,,
58645,58645,58645,hukuk,2,3.00 - 3.50,,
58646,58646,58646,tarih,4,2.50 - 3.00,,
58647,58647,58647,tip,4,3.00 - 3.50,,
58648,58648,58648,hukuk,3,2.50 - 3.00,,
58649,58649,58649,iktisat,4,3.00 - 3.50,,
58650,58650,58650,dis hekimligi,3,3.50 - 4.00,,
58651,58651,58651,uluslararasi iliskiler,3,3.00 - 3.50,,
58652,58652,58652,makine muhendisligi,3,0.00 - 2.50,,
58653,58653,58653,eczacilik,4,3.00 - 3.50,,
58654,58654,58654,saglik yonetimi,3,3.00 - 3.50,,
58655,58655,58655,elektrik-elektronik muhendisligi,3,2.50 - 3.00,,
58656,58656,58656,eczacilik,4,3.50 - 4.00,,
58657,58657,58657,isletme muhendisligi,4,3.00 - 3.50,,
58658,58658,58658,psikoloji,4,3.00 - 3.50,,
58659,58659,58659,istatistik,2,0.00 - 2.50,,
58660,58660,58660,bilgisayar muhendisligi,3,2.50 - 3.00,,
58661,58661,58661,almanca mutercim ve tercumanlik,3,3.00 - 3.50,,
58662,58662,58662,ingilizce ogretmenligi,3,3.00 - 3.50,,
58663,58663,58663,geomatik muhendisligi,3,0.00 - 2.50,,
58664,58664,58664,kimya muhendisligi,4,3.00 - 3.50,,
58665,58665,58665,beden egitimi ve spor ogretmenligi,3,3.00 - 3.50,,
58666,58666,58666,endustri muhendisligi,3,3.50 - 4.00,,
58667,58667,58667,elektrik-elektronik muhendisligi,4,2.50 - 3.00,,
58668,58668,58668,hukuk,1,Hazirlik,,
58669,58669,58669,istatistik,3,2.50 - 3.00,,
58670,58670,58670,biyoloji,2,3.00 - 3.50,,
58671,58671,58671,endustri muhendisligi,2,0.00 - 2.50,,
58672,58672,58672,iktisat,2,0.00 - 2.50,,
58673,58673,58673,hukuk,4,2.50 - 3.00,,
58674,58674,58674,acil yardim ve afet yonetimi,3,3.00 - 3.50,,
58675,58675,58675,bilgisayar bilimi ve muhendisligi,2,2.50 - 3.00,,
58676,58676,58676,kore dili ve edebiyati,2,2.50 - 3.00,,
58677,58677,58677,makine muhendisligi,3,0.00 - 2.50,,
58678,58678,58678,sigortacilik,4,0.00 - 2.50,,
58679,58679,58679,dil ve konusma terapisi,2,3.50 - 4.00,,
58680,58680,58680,ekonomi,4,3.50 - 4.00,,
58681,58681,58681,tip,4,3.00 - 3.50,,
58682,58682,58682,isletme,3,2.50 - 3.00,,
58683,58683,58683,bilgisayar muhendisligi,4,3.00 - 3.50,,
58684,58684,58684,makine muhendisligi,4,3.00 - 3.50,,
58685,58685,58685,hukuk,2,3.00 - 3.50,,
58686,58686,58686,reklamcilik,4,3.00 - 3.50,,
58687,58687,58687,isletme muhendisligi,2,2.50 - 3.00,,
58688,58688,58688,bilgisayar muhendisligi,2,3.50 - 4.00,,
58689,58689,58689,isletme,6,3.00 - 3.50,,
58690,58690,58690,molekuler biyoloji ve genetik,4,2.50 - 3.00,,
58691,58691,58691,ekonomi,1,0.00 - 2.50,,
58692,58692,58692,psikoloji,4,3.00 - 3.50,,
58693,58693,58693,tip,2,2.50 - 3.00,,
58694,58694,58694,tip,5,3.00 - 3.50,,
58695,58695,58695,bilgisayar muhendisligi,2,2.50 - 3.00,,
58696,58696,58696,kimya muhendisligi,3,0.00 - 2.50,,
58697,58697,58697,yonetim bilisim sistemleri,1,Hazirlik,,
58698,58698,58698,bilgisayar ve ogretim teknolojileri ogretmenligi,2,0.00 - 2.50,,
58699,58699,58699,tip,3,2.50 - 3.00,,
58700,58700,58700,isletme,2,3.50 - 4.00,,
58701,58701,58701,isletme,3,2.50 - 3.00,,
58702,58702,58702,molekuler biyoloji ve genetik,3,2.50 - 3.00,,
58703,58703,58703,psikoloji,3,3.00 - 3.50,,
58704,58704,58704,rehberlik ve psikolojik danismanlik,4,3.00 - 3.50,,
58705,58705,58705,mekatronik muhendisligi,4,2.50 - 3.00,,
58706,58706,58706,makine muhendisligi,3,3.00 - 3.50,,
58707,58707,58707,arapca mutercim ve tercumanlik,2,3.50 - 4.00,,
58708,58708,58708,kimya muhendisligi,4,0.00 - 2.50,,
58709,58709,58709,dis hekimligi,3,3.00 - 3.50,,
58710,58710,58710,gida muhendisligi,2,3.50 - 4.00,,
58711,58711,58711,endustri muhendisligi,4,3.50 - 4.00,,
58712,58712,58712,bilgisayar muhendisligi,2,2.50 - 3.00,,
58713,58713,58713,maden muhendisligi,1,0.00 - 2.50,,
58714,58714,58714,kontrol ve otomasyon muhendisligi,2,3.50 - 4.00,,
58715,58715,58715,ekonomi,4,0.00 - 2.50,,
58716,58716,58716,mimarlik,3,2.50 - 3.00,,
58717,58717,58717,endustri muhendisligi,4,3.00 - 3.50,,
58718,58718,58718,maden muhendisligi,4,2.50 - 3.00,,
58719,58719,58719,makine muhendisligi,4,3.00 - 3.50,,
58720,58720,58720,elektrik-elektronik muhendisligi,4,2.50 - 3.00,,
58721,58721,58721,psikoloji,4,3.00 - 3.50,,
58722,58722,58722,uluslararasi iliskiler,4,3.50 - 4.00,,
58723,58723,58723,fizik muhendisligi,3,0.00 - 2.50,,
58724,58724,58724,iktisat,1,Hazirlik,,
58725,58725,58725,matematik,4,2.50 - 3.00,,
58726,58726,58726,uluslararasi ticaret,2,3.00 - 3.50,,
58727,58727,58727,sosyoloji,6,3.00 - 3.50,,
58728,58728,58728,bilgisayar muhendisligi,4,2.50 - 3.00,,
58729,58729,58729,siyaset bilimi ve uluslararasi iliskiler,2,3.00 - 3.50,,
58730,58730,58730,bilgisayar muhendisligi,4,3.00 - 3.50,,
58731,58731,58731,endustri muhendisligi,2,3.00 - 3.50,,
58732,58732,58732,yonetim bilimleri,2,3.00 - 3.50,,
58733,58733,58733,ekonomi,3,3.50 - 4.00,,
58734,58734,58734,endustri muhendisligi,3,3.00 - 3.50,,
58735,58735,58735,gida muhendisligi,4,3.50 - 4.00,,
58736,58736,58736,matematik muhendisligi,4,2.50 - 3.00,,
58737,58737,58737,biyokimya,4,3.00 - 3.50,,
58738,58738,58738,endustri muhendisligi,3,0.00 - 2.50,,
58739,58739,58739,elektrik-elektronik muhendisligi,2,0.00 - 2.50,,
58740,58740,58740,okul oncesi ogretmenligi,4,3.00 - 3.50,,
58741,58741,58741,endustri muhendisligi,3,3.00 - 3.50,,
58742,58742,58742,endustri muhendisligi,2,3.00 - 3.50,,
58743,58743,58743,isletme,3,3.00 - 3.50,,
58744,58744,58744,ilahiyat,4,2.50 - 3.00,,
58745,58745,58745,ucak muhendisligi,1,Hazirlik,,
58746,58746,58746,muhasebe,2,2.50 - 3.00,,
58747,58747,58747,dis hekimligi,2,3.50 - 4.00,,
58748,58748,58748,mimarlik,2,2.50 - 3.00,,
58749,58749,58749,tip,2,3.00 - 3.50,,
58750,58750,58750,hukuk,2,3.00 - 3.50,,
58751,58751,58751,hemsirelik,3,3.00 - 3.50,,
58752,58752,58752,tip,2,3.50 - 4.00,,
58753,58753,58753,maliye,3,3.50 - 4.00,,
58754,58754,58754,okul oncesi ogretmenligi,4,3.00 - 3.50,,
58755,58755,58755,diger,2,2.50 - 3.00,,
58756,58756,58756,cografya,2,3.50 - 4.00,,
58757,58757,58757,biyosistem muhendisligi,4,3.00 - 3.50,,
58758,58758,58758,bankacilik ve sigortacilik,2,2.50 - 3.00,,
58759,58759,58759,ingiliz dili ve edebiyati,4,2.50 - 3.00,,
58760,58760,58760,ingilizce ogretmenligi,4,2.50 - 3.00,,
58761,58761,58761,gastronomi ve mutfak sanatlari,3,3.00 - 3.50,,
58762,58762,58762,elektrik-elektronik muhendisligi,4,3.00 - 3.50,,
58763,58763,58763,diger,3,3.50 - 4.00,,
58764,58764,58764,tip,3,3.00 - 3.50,,
58765,58765,58765,tip,5,3.00 - 3.50,,
58766,58766,58766,siyaset bilimi ve uluslararasi iliskiler,3,3.00 - 3.50,,
58767,58767,58767,uluslararasi iliskiler,5,3.00 - 3.50,,
58768,58768,58768,kontrol ve otomasyon muhendisligi,2,3.00 - 3.50,,
58769,58769,58769,siyaset bilimi ve uluslararasi iliskiler,2,3.50 - 4.00,,
58770,58770,58770,turizm isletmeciligi,4,2.50 - 3.00,,
58771,58771,58771,sinif ogretmenligi,2,3.00 - 3.50,,
58772,58772,58772,ingilizce ogretmenligi,3,3.00 - 3.50,,
58773,58773,58773,endustri muhendisligi,3,3.00 - 3.50,,
58774,58774,58774,mimarlik,4,3.00 - 3.50,,
58775,58775,58775,isletme,4,2.50 - 3.00,,
58776,58776,58776,eczacilik,3,2.50 - 3.00,,
58777,58777,58777,hukuk,3,3.00 - 3.50,,
58778,58778,58778,uluslararasi iliskiler,4,2.50 - 3.00,,
58779,58779,58779,tip,2,3.00 - 3.50,,
58780,58780,58780,psikoloji,3,3.50 - 4.00,,
58781,58781,58781,fen bilgisi ogretmenligi,2,0.00 - 2.50,,
58782,58782,58782,eczacilik,4,3.50 - 4.00,,
58783,58783,58783,tip,2,3.00 - 3.50,,
58784,58784,58784,ilkogretim matematik ogretmenligi,4,3.00 - 3.50,,
58785,58785,58785,bilgisayar muhendisligi,2,3.00 - 3.50,,
58786,58786,58786,diger,2,2.50 - 3.00,,
58787,58787,58787,havacilik yonetimi,3,0.00 - 2.50,,
58788,58788,58788,mimarlik,hazirlik,Hazirlik,,
58789,58789,58789,uluslararasi lojistik yonetimi,1,3.00 - 3.50,,
58790,58790,58790,diger,2,3.50 - 4.00,,
58791,58791,58791,resim,4,2.50 - 3.00,,
58792,58792,58792,iktisat,4,3.50 - 4.00,,
58793,58793,58793,harita muhendisligi,1,3.50 - 4.00,,
58794,58794,58794,yonetim bilisim sistemleri,4,3.00 - 3.50,,
58795,58795,58795,elektrik-elektronik muhendisligi,2,3.50 - 4.00,,
58796,58796,58796,endustriyel tasarim,3,3.00 - 3.50,,
58797,58797,58797,halkla iliskiler ve tanitim,4,3.50 - 4.00,,
58798,58798,58798,uluslararasi iliskiler,1,3.00 - 3.50,,
58799,58799,58799,elektrik-elektronik muhendisligi,3,3.00 - 3.50,,
58800,58800,58800,hukuk,4,3.00 - 3.50,,
58801,58801,58801,psikoloji,3,0.00 - 2.50,,
58802,58802,58802,gazetecilik,4,2.50 - 3.00,,
58803,58803,58803,ekonomi,4,2.50 - 3.00,,
58804,58804,58804,peyzaj mimarligi,4,2.50 - 3.00,,
58805,58805,58805,tip,5,3.00 - 3.50,,
58806,58806,58806,ingilizce ogretmenligi,3,3.00 - 3.50,,
58807,58807,58807,isletme,1,Hazirlik,,
58808,58808,58808,uluslararasi iliskiler,4,2.50 - 3.00,,
58809,58809,58809,isletme,1,Hazirlik,,
58810,58810,58810,psikoloji,5,3.50 - 4.00,,
58811,58811,58811,elektrik-elektronik muhendisligi,2,3.00 - 3.50,,
58812,58812,58812,matematik muhendisligi,3,3.00 - 3.50,,
58813,58813,58813,endustri muhendisligi,3,3.00 - 3.50,,
58814,58814,58814,psikoloji,4,3.50 - 4.00,,
58815,58815,58815,kontrol ve otomasyon muhendisligi,3,0.00 - 2.50,,
58816,58816,58816,elektrik-elektronik muhendisligi,3,0.00 - 2.50,,
58817,58817,58817,siyaset bilimi ve uluslararasi iliskiler,2,3.00 - 3.50,,
58818,58818,58818,isletme,3,3.00 - 3.50,,
58819,58819,58819,ilahiyat,2,3.50 - 4.00,,
58820,58820,58820,endustri muhendisligi,3,2.50 - 3.00,,
58821,58821,58821,endustri muhendisligi,3,2.50 - 3.00,,
58822,58822,58822,ekonometri,5,2.50 - 3.00,,
58823,58823,58823,bilgisayar muhendisligi,4,2.50 - 3.00,,
58824,58824,58824,isletme,4,2.50 - 3.00,,
58825,58825,58825,endustri muhendisligi,4,3.00 - 3.50,,
58826,58826,58826,yonetim bilisim sistemleri,3,3.00 - 3.50,,
58827,58827,58827,metalurji ve malzeme muhendisligi,1,Hazirlik,,
58828,58828,58828,metalurji ve malzeme muhendisligi,3,3.00 - 3.50,,
58829,58829,58829,endustri muhendisligi,5,3.50 - 4.00,,
58830,58830,58830,endustri muhendisligi,3,0.00 - 2.50,,
58831,58831,58831,endustri muhendisligi,4,0.00 - 2.50,,
58832,58832,58832,biyoloji,2,2.50 - 3.00,,
58833,58833,58833,eczacilik,2,3.50 - 4.00,,
58834,58834,58834,mimarlik,1,Hazirlik,,
58835,58835,58835,elektrik-elektronik muhendisligi,3,3.00 - 3.50,,
58836,58836,58836,endustri muhendisligi,4,0.00 - 2.50,,
58837,58837,58837,rehberlik ve psikolojik danismanlik,4,3.00 - 3.50,,
58838,58838,58838,metalurji ve malzeme muhendisligi,5,2.50 - 3.00,,
58839,58839,58839,biyomuhendislik,2,3.00 - 3.50,,
58840,58840,58840,bilgisayar bilimi ve muhendisligi,4,3.00 - 3.50,,
58841,58841,58841,yonetim bilisim sistemleri,3,3.50 - 4.00,,
58842,58842,58842,isletme,3,2.50 - 3.00,,
58843,58843,58843,bilgisayar muhendisligi,4,3.00 - 3.50,,
58844,58844,58844,bilgisayar muhendisligi,4,2.50 - 3.00,,
58845,58845,58845,ebelik,3,3.50 - 4.00,,
58846,58846,58846,molekuler biyoloji ve genetik,3,3.50 - 4.00,,
58847,58847,58847,kimya muhendisligi,5,3.00 - 3.50,,
58848,58848,58848,psikoloji,4,3.50 - 4.00,,
58849,58849,58849,isletme,4,2.50 - 3.00,,
58850,58850,58850,elektrik-elektronik muhendisligi,3,0.00 - 2.50,,
58851,58851,58851,geomatik muhendisligi,3,0.00 - 2.50,,
58852,58852,58852,tip,4,3.00 - 3.50,,
58853,58853,58853,bilgisayar muhendisligi,3,0.00 - 2.50,,
58854,58854,58854,sosyoloji,2,0.00 - 2.50,,
58855,58855,58855,yazilim gelistirme,2,3.00 - 3.50,,
58856,58856,58856,uluslararasi iliskiler,1,Hazirlik,,
58857,58857,58857,hukuk,4,2.50 - 3.00,,
58858,58858,58858,endustri muhendisligi,3,2.50 - 3.00,,
58859,58859,58859,psikoloji,3,3.50 - 4.00,,
58860,58860,58860,mekatronik muhendisligi,2,2.50 - 3.00,,
58861,58861,58861,siyaset bilimi ve kamu yonetimi,1,3.50 - 4.00,,
58862,58862,58862,insaat muhendisligi,3,0.00 - 2.50,,
58863,58863,58863,gida muhendisligi,4,2.50 - 3.00,,
58864,58864,58864,endustri muhendisligi,4,3.00 - 3.50,,
58865,58865,58865,turk dili ve edebiyati,3,2.50 - 3.00,,
58866,58866,58866,rehberlik ve psikolojik danismanlik,3,3.50 - 4.00,,
58867,58867,58867,kimya muhendisligi,3,3.00 - 3.50,,
58868,58868,58868,endustri muhendisligi,3,2.50 - 3.00,,
58869,58869,58869,yeni medya,4,3.00 - 3.50,,
58870,58870,58870,iktisat,4,2.50 - 3.00,,
58871,58871,58871,uluslararasi iliskiler,2,0.00 - 2.50,,
58872,58872,58872,halkla iliskiler ve tanitim,2,2.50 - 3.00,,
58873,58873,58873,yazilim muhendisligi,1,Hazirlik,,
58874,58874,58874,makine muhendisligi,3,0.00 - 2.50,,
58875,58875,58875,psikoloji,2,2.50 - 3.00,,
58876,58876,58876,endustri muhendisligi,2,3.00 - 3.50,,
58877,58877,58877,isletme,4,2.50 - 3.00,,
58878,58878,58878,bilgisayar muhendisligi,2,0.00 - 2.50,,
58879,58879,58879,elektrik-elektronik muhendisligi,3,0.00 - 2.50,,
58880,58880,58880,yazilim muhendisligi,3,2.50 - 3.00,,
58881,58881,58881,bilgisayar muhendisligi,5,2.50 - 3.00,,
58882,58882,58882,iktisat,2,2.50 - 3.00,,
58883,58883,58883,isletme,1,Hazirlik,,
58884,58884,58884,insaat muhendisligi,5,2.50 - 3.00,,
58885,58885,58885,psikoloji,3,2.50 - 3.00,,
58886,58886,58886,makine muhendisligi,4,2.50 - 3.00,,
58887,58887,58887,biyomedikal muhendisligi,3,2.50 - 3.00,,
58888,58888,58888,halkla iliskiler ve tanitim,4,2.50 - 3.00,,
58889,58889,58889,havacilik yonetimi,2,3.00 - 3.50,,
58890,58890,58890,okul oncesi ogretmenligi,3,3.50 - 4.00,,
58891,58891,58891,jeoloji muhendisligi,3,3.00 - 3.50,,
58892,58892,58892,isletme,2,3.00 - 3.50,,
58893,58893,58893,tarih,4,2.50 - 3.00,,
58894,58894,58894,ekonomi,4,3.50 - 4.00,,
58895,58895,58895,psikoloji,3,3.50 - 4.00,,
58896,58896,58896,rehberlik ve psikolojik danismanlik,3,2.50 - 3.00,,
58897,58897,58897,endustri muhendisligi,4,2.50 - 3.00,,
58898,58898,58898,endustriyel tasarim,3,3.50 - 4.00,,
58899,58899,58899,endustri muhendisligi,1,3.00 - 3.50,,
58900,58900,58900,psikoloji,4,3.00 - 3.50,,
58901,58901,58901,siyaset bilimi,2,2.50 - 3.00,,
58902,58902,58902,yonetim bilisim sistemleri,3,2.50 - 3.00,,
58903,58903,58903,endustri muhendisligi,4,3.50 - 4.00,,
58904,58904,58904,havacilik elektrik ve elektronigi,4,0.00 - 2.50,,
58905,58905,58905,peyzaj mimarligi,1,Hazirlik,,
58906,58906,58906,mimarlik,2,2.50 - 3.00,,
58907,58907,58907,muzik bilimleri,2,2.50 - 3.00,,
58908,58908,58908,iktisat,4,0.00 - 2.50,,
58909,58909,58909,turkce ogretmenligi,4,3.00 - 3.50,,
58910,58910,58910,turizm rehberligi,3,3.50 - 4.00,,
58911,58911,58911,endustri muhendisligi,1,Hazirlik,,
58912,58912,58912,diger,2,3.50 - 4.00,,
58913,58913,58913,beslenme ve diyetetik,2,3.50 - 4.00,,
58914,58914,58914,diger,2,2.50 - 3.00,,
58915,58915,58915,iletisim,2,3.00 - 3.50,,
58916,58916,58916,turkce ogretmenligi,2,3.00 - 3.50,,
58917,58917,58917,sinif ogretmenligi,3,2.50 - 3.00,,
58918,58918,58918,elektrik-elektronik muhendisligi,3,2.50 - 3.00,,
58919,58919,58919,makine muhendisligi,2,0.00 - 2.50,,
58920,58920,58920,endustri muhendisligi,1,Hazirlik,,
58921,58921,58921,matematik,2,0.00 - 2.50,,
58922,58922,58922,tip,3,3.00 - 3.50,,
58923,58923,58923,eczacilik,3,3.50 - 4.00,,
58924,58924,58924,sosyal bilgiler ogretmenligi,2,3.00 - 3.50,,
58925,58925,58925,uluslararasi iliskiler,3,3.50 - 4.00,,
58926,58926,58926,siyaset bilimi ve kamu yonetimi,4,2.50 - 3.00,,
58927,58927,58927,kimya,3,3.00 - 3.50,,
58928,58928,58928,denizcilik isletmeleri yonetimi,3,2.50 - 3.00,,
58929,58929,58929,makine muhendisligi,4,0.00 - 2.50,,
58930,58930,58930,yerel yonetimler,2,3.50 - 4.00,,
58931,58931,58931,psikoloji,4,3.50 - 4.00,,
58932,58932,58932,elektrik-elektronik muhendisligi,4,3.00 - 3.50,,
58933,58933,58933,diger,4,3.50 - 4.00,,
58934,58934,58934,halkla iliskiler ve reklamcilik,2,2.50 - 3.00,,
58935,58935,58935,mimarlik,2,2.50 - 3.00,,
58936,58936,58936,ilkogretim matematik ogretmenligi,2,3.00 - 3.50,,
58937,58937,58937,fizyoterapi ve rehabilitasyon,2,3.50 - 4.00,,
58938,58938,58938,tip,2,2.50 - 3.00,,
58939,58939,58939,kimya,3,2.50 - 3.00,,
58940,58940,58940,tip,4,3.00 - 3.50,,
58941,58941,58941,eczacilik,5,2.50 - 3.00,,
58942,58942,58942,kimya muhendisligi,4,2.50 - 3.00,,
58943,58943,58943,elektrik-elektronik muhendisligi,2,2.50 - 3.00,,
58944,58944,58944,tip,3,3.00 - 3.50,,
58945,58945,58945,cografya,2,2.50 - 3.00,,
58946,58946,58946,endustri muhendisligi,2,2.50 - 3.00,,
58947,58947,58947,uluslararasi iliskiler,5,2.50 - 3.00,,
58948,58948,58948,ingiliz dili ve edebiyati,4,2.50 - 3.00,,
58949,58949,58949,ilkogretim matematik ogretmenligi,3,2.50 - 3.00,,
58950,58950,58950,siyaset bilimi ve uluslararasi iliskiler,2,3.00 - 3.50,,
58951,58951,58951,endustri muhendisligi,2,3.00 - 3.50,,
58952,58952,58952,bankacilik ve sigortacilik,3,3.50 - 4.00,,
58953,58953,58953,metalurji ve malzeme muhendisligi,4,3.00 - 3.50,,
58954,58954,58954,endustri muhendisligi,1,Hazirlik,,
58955,58955,58955,psikoloji,3,3.00 - 3.50,,
58956,58956,58956,rehberlik ve psikolojik danismanlik,3,3.50 - 4.00,,
58957,58957,58957,iktisat,2,2.50 - 3.00,,
58958,58958,58958,diger,3,3.00 - 3.50,,
58959,58959,58959,tip,2,3.00 - 3.50,,
58960,58960,58960,isletme,3,3.00 - 3.50,,
58961,58961,58961,diger,hazirlik,Hazirlik,,
58962,58962,58962,endustri muhendisligi,4,3.00 - 3.50,,
58963,58963,58963,endustri muhendisligi,3,2.50 - 3.00,,
58964,58964,58964,endustri muhendisligi,2,3.50 - 4.00,,
58965,58965,58965,hukuk,3,0.00 - 2.50,,
58966,58966,58966,okul oncesi ogretmenligi,2,3.00 - 3.50,,
58967,58967,58967,bilgisayar muhendisligi,4,0.00 - 2.50,,
58968,58968,58968,psikoloji,2,3.00 - 3.50,,
58969,58969,58969,bilgisayar muhendisligi,2,0.00 - 2.50,,
58970,58970,58970,bilgisayar muhendisligi,3,2.50 - 3.00,,
58971,58971,58971,endustri ve sistem muhendisligi,2,2.50 - 3.00,,
58972,58972,58972,calisma ekonomisi ve endustri iliskileri,4,2.50 - 3.00,,
58973,58973,58973,mekatronik sistemler muhendisligi,3,2.50 - 3.00,,
58974,58974,58974,endustri muhendisligi,3,0.00 - 2.50,,
58975,58975,58975,dis hekimligi,5,3.00 - 3.50,,
58976,58976,58976,endustri muhendisligi,3,3.00 - 3.50,,
58977,58977,58977,psikoloji,3,3.00 - 3.50,,
58978,58978,58978,yazilim muhendisligi,3,3.50 - 4.00,,
58979,58979,58979,fizyoterapi ve rehabilitasyon,3,2.50 - 3.00,,
58980,58980,58980,bilgisayar muhendisligi,4,3.50 - 4.00,,
58981,58981,58981,dis hekimligi,2,2.50 - 3.00,,
58982,58982,58982,bahce bitkileri,2,2.50 - 3.00,,
58983,58983,58983,tip,3,3.00 - 3.50,,
58984,58984,58984,ebelik,4,2.50 - 3.00,,
58985,58985,58985,biyomuhendislik,4,2.50 - 3.00,,
58986,58986,58986,dis hekimligi,4,3.00 - 3.50,,
58987,58987,58987,isletme muhendisligi,4,2.50 - 3.00,,
58988,58988,58988,tip,4,3.50 - 4.00,,
