FamilyID,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi
48473,lise,,,universite,,,1.0
48474,ilkokul,,,ilkokul,,,3.0
48475,egitimi yok,,,egitimi yok,,diger,5.0
48476,ortaokul,,,ortaokul,,,3.0
48477,universite,,kamu,universite,,kamu,1.0
48478,ortaokul,,,lise,,,5.0
48479,ortaokul,,,ilkokul,,diger,3.0
48480,ilkokul,,,ilkokul,,ozel sektor,1.0
48481,lise,,,lise,,ozel sektor,1.0
48482,universite,,kamu,universite,,kamu,1.0
48483,lise,,,universite,,,2.0
48484,lise,,,lise,,ozel sektor,1.0
48485,ilkokul,,,ortaokul,,kamu,3.0
48486,egitimi yok,,,ilkokul,,kamu,3.0
48487,ilkokul,,ozel sektor,ilkokul,,,
48488,ilkokul,,,ilkokul,,,1.0
48489,lise,,,lise,,ozel sektor,1.0
48490,ortaokul,,,ortaokul,,diger,1.0
48491,lise,,kamu,ilkokul,,ozel sektor,1.0
48492,egitimi yok,,,ilkokul,,diger,0.0
48493,egitimi yok,,kamu,egitimi yok,,ozel sektor,4.0
48494,lise,,,ilkokul,,diger,2.0
48495,ilkokul,,,ilkokul,,,4.0
48496,universite,,kamu,lise,,ozel sektor,1.0
48497,ilkokul,,,ilkokul,,kamu,4.0
48498,lise,,,lise,,ozel sektor,1.0
48499,egitimi yok,,,ilkokul,,,1.0
48500,lise,,,ilkokul,,,1.0
48501,ilkokul,,,ilkokul,,diger,3.0
48502,lise,,,lise,,ozel sektor,1.0
48503,ilkokul,,kamu,universite,,kamu,3.0
48504,ilkokul,,,ortaokul,,ozel sektor,1.0
48505,ilkokul,,,lise,,,1.0
48506,ortaokul,,,universite,,ozel sektor,4.0
48507,ilkokul,,,ortaokul,,ozel sektor,1.0
48508,ilkokul,,ozel sektor,ortaokul,,ozel sektor,2.0
48509,egitimi yok,,,egitimi yok,,,0.0
48510,universite,,,universite,,,
48511,ilkokul,,,ilkokul,,,3.0
48512,ilkokul,,,ortaokul,,diger,3.0
48513,egitimi yok,,,ilkokul,,,0.0
48514,egitimi yok,,ozel sektor,egitimi yok,,,3.0
48515,egitimi yok,,,lise,,,0.0
48516,egitimi yok,,,ortaokul,,ozel sektor,3.0
48517,ortaokul,,ozel sektor,ortaokul,,ozel sektor,2.0
48518,ilkokul,,,ilkokul,,,2.0
48519,ilkokul,,,ortaokul,,,4.0
48520,ilkokul,,,ortaokul,,,2.0
48521,ilkokul,,,ilkokul,,,3.0
48522,ilkokul,,,ilkokul,,diger,1.0
48523,ilkokul,,,ilkokul,,,5.0
48524,ilkokul,,,ilkokul,,,4.0
48525,ortaokul,,,ilkokul,,ozel sektor,1.0
48526,lise,,,universite,,kamu,1.0
48527,lise,,,ilkokul,,ozel sektor,1.0
48528,ilkokul,,diger,ilkokul,,,1.0
48529,ilkokul,,,ilkokul,,ozel sektor,3.0
48530,,,,universite,,,2.0
48531,lise,,,ortaokul,,,1.0
48532,ortaokul,,,lise,,kamu,2.0
48533,egitimi yok,,,ilkokul,,,0.0
48534,ilkokul,,,ilkokul,,,2.0
48535,egitimi yok,,,ilkokul,,,5.0
48536,ilkokul,,,ilkokul,,,0.0
48537,lise,,ozel sektor,ilkokul,,ozel sektor,2.0
48538,lise,,,universite,,ozel sektor,3.0
48539,universite,,,universite,,,1.0
48540,egitimi yok,,,ilkokul,,,5.0
48541,ilkokul,,,ilkokul,,,5.0
48542,ilkokul,,,ilkokul,,diger,3.0
48543,ilkokul,,ozel sektor,ilkokul,,ozel sektor,1.0
48544,ortaokul,,,ortaokul,,,2.0
48545,ilkokul,,,lise,,diger,0.0
48546,ortaokul,,,ilkokul,,,2.0
48547,ilkokul,,,lise,,kamu,0.0
48548,lise,,,ortaokul,,,2.0
48549,,,,,,,
48550,lise,,,ilkokul,,diger,1.0
48551,egitimi yok,,,,,,
48552,,,,,,,0.0
48553,ilkokul,,diger,ilkokul,,diger,3.0
48554,lise,,ozel sektor,ilkokul,,ozel sektor,1.0
48555,ilkokul,,,ilkokul,,,4.0
48556,lise,,,ilkokul,,,2.0
48557,ortaokul,,kamu,lise,,ozel sektor,1.0
48558,egitimi yok,,,egitimi yok,,diger,5.0
48559,egitimi yok,,,egitimi yok,,,3.0
48560,ilkokul,,,ortaokul,,ozel sektor,5.0
48561,egitimi yok,,,ilkokul,,,5.0
48562,egitimi yok,,,lise,,,5.0
48563,egitimi yok,,,ilkokul,,diger,4.0
48564,ilkokul,,,,,,
48565,ilkokul,,,universite,,kamu,2.0
48566,egitimi yok,,,ilkokul,,diger,4.0
48567,egitimi yok,,,egitimi yok,,diger,5.0
48568,ortaokul,,,ilkokul,,diger,3.0
48569,egitimi yok,,,egitimi yok,,,5.0
48570,ilkokul,,,lise,,,2.0
48571,egitimi yok,,,ilkokul,,ozel sektor,3.0
48572,,,,,,ozel sektor,
48573,ilkokul,,,ilkokul,,diger,3.0
48574,ilkokul,,,ilkokul,,,0.0
48575,ilkokul,,,lise,,,2.0
48576,,,,,,ozel sektor,4.0
48577,egitimi yok,,,ilkokul,,,5.0
48578,ilkokul,,,ilkokul,,ozel sektor,3.0
48579,ilkokul,,,ilkokul,,ozel sektor,1.0
48580,egitimi yok,,,ilkokul,,,0.0
48581,lise,,,universite,,ozel sektor,1.0
48582,ilkokul,,,ortaokul,,,4.0
48583,ilkokul,,,ilkokul,,diger,2.0
48584,ilkokul,,,ilkokul,,ozel sektor,4.0
48585,egitimi yok,,,ilkokul,,diger,0.0
48586,ortaokul,,,ilkokul,,ozel sektor,2.0
48587,universite,,,universite,,,2.0
48588,egitimi yok,,,ilkokul,,,5.0
48589,egitimi yok,,,ilkokul,,,0.0
48590,egitimi yok,,,ilkokul,,kamu,0.0
48591,ortaokul,,,lise,,,3.0
48592,lise,,,universite,,,2.0
48593,egitimi yok,,,lise,,diger,5.0
48594,ilkokul,,,ortaokul,,,0.0
48595,ilkokul,,,,,ozel sektor,
48596,ilkokul,,,ilkokul,,diger,2.0
48597,ilkokul,,ozel sektor,,,ozel sektor,3.0
48598,ilkokul,,,ortaokul,,diger,5.0
48599,egitimi yok,,,ilkokul,,,0.0
48600,ilkokul,,,ortaokul,,,1.0
48601,lise,,,ortaokul,,,5.0
48602,lise,,,universite,,,2.0
48603,ortaokul,,,ortaokul,,,2.0
48604,lise,,,,,ozel sektor,1.0
48605,ilkokul,,,lise,,,4.0
48606,ilkokul,,ozel sektor,universite,,ozel sektor,2.0
48607,ilkokul,,,lise,,,0.0
48608,yuksek lisans,,,lise,,diger,3.0
48609,egitimi yok,,,egitimi yok,,diger,5.0
48610,ilkokul,,,ilkokul,,ozel sektor,2.0
48611,ilkokul,,,ortaokul,,,1.0
48612,ilkokul,,,ilkokul,,,3.0
48613,lise,,,ilkokul,,diger,4.0
48614,egitimi yok,,,ilkokul,,ozel sektor,3.0
48615,ilkokul,,,ortaokul,,,1.0
48616,ilkokul,,,ilkokul,,,2.0
48617,egitimi yok,,,ilkokul,,,0.0
48618,ilkokul,,,ilkokul,,,2.0
48619,ortaokul,,,ortaokul,,diger,4.0
48620,ilkokul,,,ilkokul,,,3.0
48621,ilkokul,,,universite,,kamu,2.0
48622,egitimi yok,,,egitimi yok,,ozel sektor,5.0
48623,ortaokul,,,ilkokul,,ozel sektor,4.0
48624,ilkokul,,,lise,,diger,3.0
48625,lise,,ozel sektor,ortaokul,,,1.0
48626,universite,,kamu,lise,,kamu,0.0
48627,lise,,,universite,,ozel sektor,2.0
48628,ilkokul,,,ortaokul,,ozel sektor,3.0
48629,ilkokul,,diger,ilkokul,,diger,1.0
48630,ilkokul,,,ilkokul,,diger,5.0
48631,lise,,,universite,,diger,1.0
48632,egitimi yok,,,ortaokul,,diger,0.0
48633,ilkokul,,,ilkokul,,kamu,4.0
48634,lise,,,ortaokul,,ozel sektor,2.0
48635,egitimi yok,,,ilkokul,,,4.0
48636,ilkokul,,,ilkokul,,,1.0
48637,ortaokul,,,ilkokul,,diger,2.0
48638,lise,,,ilkokul,,diger,2.0
48639,lise,,,universite,,ozel sektor,
48640,lise,,diger,ortaokul,,,2.0
48641,egitimi yok,,,ilkokul,,diger,5.0
48642,ortaokul,,,ilkokul,,,2.0
48643,egitimi yok,,,egitimi yok,,diger,4.0
48644,ilkokul,,,lise,,ozel sektor,1.0
48645,egitimi yok,,,egitimi yok,,,0.0
48646,egitimi yok,,,egitimi yok,,diger,5.0
48647,egitimi yok,,,lise,,ozel sektor,4.0
48648,lise,,,ortaokul,,diger,3.0
48649,egitimi yok,,,egitimi yok,,,0.0
48650,egitimi yok,,,ilkokul,,diger,0.0
48651,ilkokul,,,ortaokul,,ozel sektor,4.0
48652,lise,,,lise,,,3.0
48653,lise,,,ilkokul,,ozel sektor,1.0
48654,egitimi yok,,,ilkokul,,,0.0
48655,egitimi yok,,,ilkokul,,,3.0
48656,ilkokul,,,ilkokul,,diger,2.0
48657,egitimi yok,,,ilkokul,,diger,4.0
48658,egitimi yok,,,egitimi yok,,,5.0
48659,egitimi yok,,,ilkokul,,diger,5.0
48660,ilkokul,,ozel sektor,ilkokul,,,2.0
48661,lise,,ozel sektor,ilkokul,,kamu,4.0
48662,ilkokul,,,ilkokul,,diger,3.0
48663,ilkokul,,,ilkokul,,ozel sektor,1.0
48664,egitimi yok,,,ilkokul,,,0.0
48665,egitimi yok,,,lise,,,4.0
48666,ortaokul,,,ilkokul,,diger,4.0
48667,ilkokul,,,lise,,,1.0
48668,egitimi yok,,,ilkokul,,,4.0
48669,egitimi yok,,,ilkokul,,,2.0
48670,ilkokul,,,ilkokul,,,3.0
48671,ilkokul,,,lise,,ozel sektor,0.0
48672,ilkokul,,diger,lise,,,4.0
48673,ilkokul,,,ilkokul,,,5.0
48674,egitimi yok,,,ilkokul,,diger,0.0
48675,ilkokul,,,ilkokul,,diger,3.0
48676,lise,,,lise,,kamu,0.0
48677,ortaokul,,,lise,,,0.0
48678,ilkokul,,,ilkokul,,,5.0
48679,egitimi yok,,,ilkokul,,,4.0
48680,egitimi yok,,,egitimi yok,,,5.0
48681,doktora,,kamu,doktora,,kamu,0.0
48682,ortaokul,,,lise,,kamu,4.0
48683,ilkokul,,,ilkokul,,,3.0
48684,lise,,,ortaokul,,ozel sektor,2.0
48685,ilkokul,,kamu,ortaokul,,,1.0
48686,universite,,,universite,,kamu,1.0
48687,ilkokul,,,ilkokul,,,3.0
48688,ortaokul,,,ilkokul,,diger,4.0
48689,ilkokul,,,lise,,diger,2.0
48690,ilkokul,,ozel sektor,lise,,kamu,1.0
48691,ilkokul,,,lise,,kamu,2.0
48692,ilkokul,,,ilkokul,,,0.0
48693,egitimi yok,,,ortaokul,,,3.0
48694,ilkokul,,,ilkokul,,diger,2.0
48695,ilkokul,,,ilkokul,,,5.0
48696,ilkokul,,,ilkokul,,,5.0
48697,ilkokul,,,lise,,ozel sektor,3.0
48698,lise,,,lise,,,1.0
48699,ilkokul,,,ortaokul,,,1.0
48700,egitimi yok,,,ilkokul,,,0.0
48701,ortaokul,,,lise,,,1.0
48702,egitimi yok,,,egitimi yok,,,0.0
48703,ilkokul,,,ortaokul,,diger,4.0
48704,universite,,,universite,,,4.0
48705,egitimi yok,,,ilkokul,,diger,4.0
48706,ilkokul,,,ilkokul,,,1.0
48707,ortaokul,,kamu,universite,,,0.0
48708,ilkokul,,,lise,,ozel sektor,3.0
48709,lise,,,universite,,ozel sektor,2.0
48710,egitimi yok,,,ilkokul,,ozel sektor,5.0
48711,egitimi yok,,,ilkokul,,,4.0
48712,ortaokul,,,universite,,,1.0
48713,ilkokul,,,ortaokul,,,
48714,ilkokul,,,lise,,,4.0
48715,egitimi yok,,,ilkokul,,diger,0.0
48716,ilkokul,,,ilkokul,,,3.0
48717,lise,,,lise,,ozel sektor,1.0
48718,ilkokul,,,lise,,ozel sektor,0.0
48719,ilkokul,,ozel sektor,ilkokul,,,1.0
48720,ilkokul,,,ortaokul,,kamu,2.0
48721,lise,,,ilkokul,,diger,3.0
48722,egitimi yok,,,lise,,,4.0
48723,ilkokul,,,ilkokul,,,4.0
48724,lise,,ozel sektor,egitimi yok,,,1.0
48725,egitimi yok,,,ilkokul,,,0.0
48726,ortaokul,,,lise,,,1.0
48727,ilkokul,,,lise,,,3.0
48728,ilkokul,,,universite,,kamu,4.0
48729,lise,,,lise,,ozel sektor,2.0
48730,ilkokul,,,ilkokul,,,5.0
48731,egitimi yok,,,ilkokul,,,0.0
48732,egitimi yok,,,ilkokul,,diger,0.0
48733,egitimi yok,,,ortaokul,,,5.0
48734,ilkokul,,,ilkokul,,diger,2.0
48735,egitimi yok,,,ilkokul,,,5.0
48736,ilkokul,,,ortaokul,,diger,2.0
48737,ilkokul,,,lise,,diger,2.0
48738,ilkokul,,,ilkokul,,,1.0
48739,ilkokul,,,ilkokul,,,3.0
48740,ilkokul,,,universite,,,2.0
48741,egitimi yok,,,egitimi yok,,,0.0
48742,ilkokul,,,ilkokul,,diger,4.0
48743,egitimi yok,,,ilkokul,,diger,0.0
48744,ilkokul,,,ilkokul,,diger,4.0
48745,egitimi yok,,,ilkokul,,,0.0
48746,ilkokul,,,ilkokul,,diger,2.0
48747,egitimi yok,,,ilkokul,,diger,4.0
48748,ilkokul,,,ilkokul,,diger,3.0
48749,egitimi yok,,,ilkokul,,diger,0.0
48750,ilkokul,,,ortaokul,,,2.0
48751,ilkokul,,,ilkokul,,diger,5.0
48752,ilkokul,,,lise,,diger,3.0
48753,egitimi yok,,,ilkokul,,ozel sektor,0.0
48754,ilkokul,,,ilkokul,,,4.0
48755,ilkokul,,,ilkokul,,diger,3.0
48756,universite,,,universite,,,1.0
48757,egitimi yok,,,ilkokul,,,0.0
48758,egitimi yok,,,egitimi yok,,,0.0
48759,ilkokul,,,ilkokul,,,2.0
48760,ilkokul,,,ortaokul,,,2.0
48761,ilkokul,,,ilkokul,,diger,2.0
48762,egitimi yok,,,egitimi yok,,,0.0
48763,ilkokul,,,ortaokul,,kamu,2.0
48764,egitimi yok,,,ilkokul,,diger,0.0
48765,lise,,ozel sektor,lise,,,3.0
48766,lise,,,universite,,kamu,4.0
48767,universite,,,lise,,ozel sektor,
48768,,,,ortaokul,,,
48769,,,,,,,3.0
48770,ortaokul,,,ortaokul,,,1.0
48771,ilkokul,,,ilkokul,,ozel sektor,3.0
48772,ilkokul,,,ilkokul,,kamu,1.0
48773,ilkokul,,,lise,,,2.0
48774,ilkokul,,,ilkokul,,diger,2.0
48775,egitimi yok,,,ilkokul,,,0.0
48776,ilkokul,,,egitimi yok,,,
48777,universite,,,universite,,diger,1.0
48778,egitimi yok,,,ilkokul,,diger,4.0
48779,egitimi yok,,,ilkokul,,,0.0
48780,universite,,,lise,,,1.0
48781,ilkokul,,,ilkokul,,,2.0
48782,lise,,,ortaokul,,ozel sektor,1.0
48783,ilkokul,,,ilkokul,,diger,3.0
48784,ilkokul,,,lise,,,5.0
48785,ilkokul,,,universite,,diger,1.0
48786,ilkokul,,,ilkokul,,ozel sektor,1.0
48787,ortaokul,,,lise,,ozel sektor,1.0
48788,ilkokul,,diger,ilkokul,,diger,1.0
48789,lise,,ozel sektor,ortaokul,,ozel sektor,1.0
48790,ilkokul,,,ilkokul,,,4.0
48791,ortaokul,,ozel sektor,lise,,kamu,2.0
48792,,,,,,,
48793,lise,,,lise,,,1.0
48794,ilkokul,,,universite,,kamu,5.0
48795,ortaokul,,ozel sektor,ilkokul,,,1.0
48796,universite,,kamu,universite,,kamu,1.0
48797,egitimi yok,,,ilkokul,,,5.0
48798,egitimi yok,,,ilkokul,,,4.0
48799,egitimi yok,,ozel sektor,ortaokul,,ozel sektor,0.0
48800,ilkokul,,,ilkokul,,ozel sektor,2.0
48801,lise,,,universite,,kamu,2.0
48802,ilkokul,,,ilkokul,,,3.0
48803,ilkokul,,,ilkokul,,,3.0
48804,ilkokul,,,ortaokul,,diger,2.0
48805,ilkokul,,,ilkokul,,ozel sektor,2.0
48806,ilkokul,,diger,ilkokul,,diger,4.0
48807,universite,,,yuksek lisans,,diger,1.0
48808,ilkokul,,,lise,,,1.0
48809,lise,,,lise,,ozel sektor,2.0
48810,lise,,,universite,,ozel sektor,1.0
48811,ilkokul,,ozel sektor,lise,,ozel sektor,1.0
48812,ilkokul,,,ilkokul,,diger,3.0
48813,egitimi yok,,,egitimi yok,,,5.0
48814,ilkokul,,,ilkokul,,ozel sektor,3.0
48815,egitimi yok,,,ilkokul,,,2.0
48816,ilkokul,,,ilkokul,,ozel sektor,1.0
48817,universite,,ozel sektor,egitimi yok,,,1.0
48818,egitimi yok,,,ilkokul,,,2.0
48819,ilkokul,,,ilkokul,,ozel sektor,5.0
48820,ortaokul,,ozel sektor,lise,,ozel sektor,1.0
48821,egitimi yok,,,egitimi yok,,,5.0
48822,ortaokul,,,ortaokul,,,2.0
48823,lise,,,ilkokul,,ozel sektor,2.0
48824,egitimi yok,,,ilkokul,,ozel sektor,2.0
48825,ilkokul,,,lise,,diger,3.0
48826,universite,,kamu,universite,,kamu,1.0
48827,ortaokul,,,ilkokul,,,3.0
48828,ortaokul,,,ortaokul,,,3.0
48829,universite,,kamu,universite,,kamu,1.0
48830,lise,,,ortaokul,,,1.0
48831,ortaokul,,,universite,,kamu,4.0
48832,lise,,,lise,,ozel sektor,2.0
48833,lise,,,universite,,,2.0
48834,egitimi yok,,,ilkokul,,,4.0
48835,ilkokul,,,lise,,ozel sektor,3.0
48836,ilkokul,,,ortaokul,,,1.0
48837,ilkokul,,,ilkokul,,diger,2.0
48838,ilkokul,,,ilkokul,,diger,3.0
48839,ilkokul,,,lise,,,3.0
48840,egitimi yok,,,lise,,,0.0
48841,ilkokul,,,ilkokul,,,0.0
48842,ilkokul,,,lise,,,2.0
48843,universite,,diger,universite,,diger,3.0
48844,egitimi yok,,,ilkokul,,,0.0
48845,ilkokul,,,,,,3.0
48846,universite,,,universite,,diger,
48847,ortaokul,,ozel sektor,ilkokul,,,2.0
48848,egitimi yok,,,ilkokul,,diger,5.0
48849,egitimi yok,,,ilkokul,,,5.0
48850,ilkokul,,,ilkokul,,,3.0
48851,ilkokul,,,ilkokul,,kamu,2.0
48852,ilkokul,,,ilkokul,,ozel sektor,1.0
48853,ilkokul,,,ilkokul,,diger,2.0
48854,egitimi yok,,,egitimi yok,,,0.0
48855,egitimi yok,,,ilkokul,,,4.0
48856,ortaokul,,,doktora,,diger,3.0
48857,lise,,,lise,,ozel sektor,1.0
48858,ilkokul,,,universite,,,1.0
48859,lise,,,ortaokul,,diger,4.0
48860,lise,,diger,ortaokul,,,1.0
48861,universite,,kamu,universite,,,1.0
48862,ilkokul,,,ortaokul,,,3.0
48863,egitimi yok,,,ortaokul,,diger,2.0
48864,ilkokul,,,ilkokul,,,1.0
48865,universite,,,lise,,,1.0
48866,ilkokul,,,ilkokul,,ozel sektor,3.0
48867,ortaokul,,,ilkokul,,,1.0
48868,ilkokul,,diger,lise,,,2.0
48869,ilkokul,,,ilkokul,,,2.0
48870,egitimi yok,,,egitimi yok,,,1.0
48871,ortaokul,,,ilkokul,,diger,1.0
48872,ilkokul,,,ilkokul,,kamu,3.0
48873,egitimi yok,,,ortaokul,,diger,0.0
48874,egitimi yok,,,egitimi yok,,,0.0
48875,universite,,kamu,lise,,,1.0
48876,ilkokul,,,ilkokul,,ozel sektor,1.0
48877,ilkokul,,,ilkokul,,,4.0
48878,egitimi yok,,,lise,,diger,0.0
48879,egitimi yok,,,egitimi yok,,,4.0
48880,egitimi yok,,,ilkokul,,,2.0
48881,egitimi yok,,,egitimi yok,,,2.0
48882,egitimi yok,,,lise,,,1.0
48883,egitimi yok,,,ilkokul,,diger,4.0
48884,egitimi yok,,,ortaokul,,,3.0
48885,ilkokul,,,ilkokul,,,2.0
48886,lise,,,lise,,ozel sektor,1.0
48887,ilkokul,,,ilkokul,,ozel sektor,2.0
48888,ilkokul,,,ilkokul,,ozel sektor,4.0
48889,ilkokul,,,ilkokul,,,1.0
48890,ilkokul,,,ilkokul,,,3.0
48891,egitimi yok,,,egitimi yok,,diger,3.0
48892,ortaokul,,,lise,,,2.0
48893,ilkokul,,,ortaokul,,,3.0
48894,ilkokul,,,ilkokul,,,2.0
48895,egitimi yok,,,ilkokul,,diger,0.0
48896,ilkokul,,,ilkokul,,,1.0
48897,universite,,kamu,ortaokul,,,1.0
48898,lise,,,lise,,,0.0
48899,egitimi yok,,,ilkokul,,,1.0
48900,universite,,,ortaokul,,ozel sektor,2.0
48901,egitimi yok,,,lise,,kamu,5.0
48902,egitimi yok,,,egitimi yok,,ozel sektor,3.0
48903,ilkokul,,,ilkokul,,diger,2.0
48904,lise,,,lise,,,1.0
48905,ilkokul,,,egitimi yok,,,1.0
48906,ilkokul,,,lise,,ozel sektor,2.0
48907,egitimi yok,,,ilkokul,,,4.0
48908,ilkokul,,ozel sektor,ilkokul,,,1.0
48909,ilkokul,,,ilkokul,,,2.0
48910,egitimi yok,,,ilkokul,,,4.0
48911,ortaokul,,,lise,,,4.0
48912,egitimi yok,,,ortaokul,,kamu,2.0
48913,egitimi yok,,,egitimi yok,,,2.0
48914,ortaokul,,,lise,,ozel sektor,2.0
48915,egitimi yok,,,ortaokul,,,3.0
48916,ilkokul,,,ilkokul,,ozel sektor,2.0
48917,ilkokul,,,ortaokul,,,0.0
48918,egitimi yok,,,ilkokul,,kamu,4.0
48919,egitimi yok,,,ilkokul,,diger,2.0
48920,ilkokul,,kamu,lise,,,3.0
48921,ilkokul,,,ortaokul,,diger,2.0
48922,egitimi yok,,,ortaokul,,,5.0
48923,ilkokul,,,ilkokul,,diger,2.0
48924,egitimi yok,,,ilkokul,,,0.0
48925,ilkokul,,,lise,,,2.0
48926,ilkokul,,,ortaokul,,,2.0
48927,egitimi yok,,,egitimi yok,,,5.0
48928,ilkokul,,,ilkokul,,,1.0
48929,ortaokul,,,lise,,ozel sektor,3.0
48930,ilkokul,,,lise,,,1.0
48931,ilkokul,,,lise,,,0.0
48932,lise,,,ilkokul,,diger,2.0
48933,egitimi yok,,,ilkokul,,,4.0
48934,ilkokul,,,lise,,diger,3.0
48935,ilkokul,,,ilkokul,,,2.0
48936,ilkokul,,,ortaokul,,ozel sektor,5.0
48937,egitimi yok,,,ilkokul,,,0.0
48938,ilkokul,,,ilkokul,,,4.0
48939,lise,,,lise,,ozel sektor,0.0
48940,lise,,ozel sektor,ortaokul,,ozel sektor,2.0
48941,egitimi yok,,,ortaokul,,diger,0.0
48942,ilkokul,,,ilkokul,,,4.0
48943,egitimi yok,,,ilkokul,,,4.0
48944,egitimi yok,,,ilkokul,,ozel sektor,3.0
48945,egitimi yok,,,ilkokul,,,0.0
48946,ilkokul,,,ilkokul,,,4.0
48947,ilkokul,,,ilkokul,,,5.0
48948,ortaokul,,,universite,,kamu,3.0
48949,,,,,,,
48950,lise,,ozel sektor,ilkokul,,,1.0
48951,universite,,kamu,lise,,ozel sektor,2.0
48952,egitimi yok,,,ortaokul,,kamu,2.0
48953,ilkokul,,diger,ortaokul,,diger,3.0
48954,ilkokul,,,ortaokul,,,0.0
48955,ortaokul,,,ortaokul,,diger,2.0
48956,ilkokul,,,ortaokul,,diger,5.0
48957,ilkokul,,,ortaokul,,,1.0
48958,universite,,kamu,universite,,kamu,2.0
48959,ilkokul,,ozel sektor,ortaokul,,ozel sektor,1.0
48960,ilkokul,,,ilkokul,,,0.0
48961,ilkokul,,,lise,,kamu,3.0
48962,ilkokul,,,lise,,ozel sektor,1.0
48963,ortaokul,,,yuksek lisans,,kamu,3.0
48964,ilkokul,,,ilkokul,,,5.0
48965,ilkokul,,,lise,,kamu,2.0
48966,ortaokul,,,ortaokul,,diger,2.0
48967,ilkokul,,,ortaokul,,ozel sektor,1.0
48968,egitimi yok,,,ilkokul,,diger,0.0
48969,universite,,kamu,universite,,kamu,1.0
48970,ilkokul,,,lise,,kamu,3.0
48971,ilkokul,,,ilkokul,,,3.0
48972,ilkokul,,,ilkokul,,,2.0
48973,egitimi yok,,,ortaokul,,,0.0
48974,ilkokul,,,egitimi yok,,,5.0
48975,ortaokul,,,ortaokul,,,3.0
48976,ilkokul,,,ortaokul,,ozel sektor,3.0
48977,ilkokul,,,ilkokul,,,4.0
48978,lise,,,lise,,ozel sektor,1.0
48979,egitimi yok,,,ilkokul,,,0.0
48980,egitimi yok,,,ortaokul,,,3.0
48981,egitimi yok,,,ilkokul,,ozel sektor,0.0
48982,ilkokul,,,lise,,ozel sektor,1.0
48983,ilkokul,,,lise,,diger,2.0
48984,lise,,,universite,,kamu,1.0
48985,ilkokul,,,ilkokul,,,2.0
48986,ilkokul,,,ilkokul,,diger,1.0
48987,ilkokul,,,lise,,,2.0
48988,lise,,,ilkokul,,diger,1.0
48989,ilkokul,,,ilkokul,,,1.0
48990,ilkokul,,,ortaokul,,diger,4.0
48991,egitimi yok,,,ortaokul,,,2.0
48992,ilkokul,,,ilkokul,,,0.0
48993,egitimi yok,,,ilkokul,,diger,2.0
48994,ilkokul,,,ilkokul,,,3.0
48995,lise,,,ortaokul,,ozel sektor,1.0
48996,lise,,,lise,,ozel sektor,2.0
48997,egitimi yok,,,egitimi yok,,,0.0
48998,lise,,,lise,,,0.0
48999,egitimi yok,,,ilkokul,,,0.0
49000,ilkokul,,,ilkokul,,diger,3.0
49001,universite,,kamu,universite,,kamu,0.0
49002,egitimi yok,,,ilkokul,,,1.0
49003,ortaokul,,ozel sektor,ortaokul,,,3.0
49004,ortaokul,,ozel sektor,ortaokul,,ozel sektor,1.0
49005,lise,,,universite,,kamu,2.0
49006,ortaokul,,diger,lise,,,2.0
49007,ilkokul,,,ortaokul,,diger,3.0
49008,ilkokul,,,ilkokul,,diger,3.0
49009,egitimi yok,,,lise,,diger,2.0
49010,egitimi yok,,,ilkokul,,,4.0
49011,ilkokul,,,ilkokul,,diger,2.0
49012,ilkokul,,,ortaokul,,,2.0
49013,egitimi yok,,,egitimi yok,,,0.0
49014,lise,,diger,lise,,diger,1.0
49015,ilkokul,,,ilkokul,,,0.0
49016,ilkokul,,,ilkokul,,,3.0
49017,ilkokul,,,ilkokul,,,3.0
49018,ortaokul,,,lise,,ozel sektor,2.0
49019,ilkokul,,,ilkokul,,diger,2.0
49020,universite,,kamu,universite,,kamu,1.0
49021,egitimi yok,,,ilkokul,,,0.0
49022,universite,,,lise,,,0.0
49023,ortaokul,,,universite,,kamu,1.0
49024,lise,,,universite,,,1.0
49025,lise,,,universite,,kamu,3.0
49026,ilkokul,,,ortaokul,,kamu,3.0
49027,lise,,diger,lise,,,1.0
49028,ilkokul,,,lise,,,1.0
49029,egitimi yok,,,ortaokul,,kamu,1.0
49030,lise,,,universite,,ozel sektor,5.0
49031,ilkokul,,,ortaokul,,,0.0
49032,ilkokul,,,ilkokul,,,2.0
49033,ilkokul,,ozel sektor,ilkokul,,ozel sektor,1.0
49034,ilkokul,,,ilkokul,,kamu,0.0
49035,ilkokul,,,ilkokul,,,3.0
49036,ilkokul,,,ilkokul,,ozel sektor,4.0
49037,ilkokul,,,ortaokul,,,4.0
49038,egitimi yok,,,ortaokul,,,5.0
49039,ortaokul,,,ortaokul,,ozel sektor,2.0
49040,ilkokul,,,ilkokul,,,1.0
49041,ilkokul,,diger,,,,1.0
49042,egitimi yok,,,ilkokul,,,2.0
49043,egitimi yok,,,ilkokul,,ozel sektor,5.0
49044,egitimi yok,,,ilkokul,,,4.0
49045,ilkokul,,ozel sektor,ilkokul,,,2.0
49046,ilkokul,,,ilkokul,,ozel sektor,1.0
49047,egitimi yok,,diger,egitimi yok,,,5.0
49048,ilkokul,,,ilkokul,,,0.0
49049,ilkokul,,,ortaokul,,diger,3.0
49050,egitimi yok,,,ilkokul,,,4.0
