Burs Aliyor mu?,Burslu ise Burs Yuzdesi,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,1,"kyk, odtu gelistirme vakfi",1000
1,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,kyk,750
1,Null,1,kyk,1000
1,Null,1,kredi ve yurtlar kurumu (kyk bursu),750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,bir adim var vakfi,1000
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,develiler dernegi,250
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,1,"kyk bursu ve t3 vakfi egitim destegi bursu aliyorum. bu programa burs almak icin degil, girisimcilik ekosisteminin bir parcasi olmak icin basvuruyorum. bu sebeple 500 tl burs destegini almadan kabul alabilmek istiyorum.",1000
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,genclik spor bakanligi tarafindan burs aliyorum gonullu lider bursu,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,sadece kyk bursu aliyorum.,750
0,Null,1,"ibb bursu, son taksidi gecen ay yatmisti. bogazici'nden de 670 tl nakdi burs aliyorum ve onumuzdeki ay son taksidi yatacak.",750
0,Null,1,kyk,750
0,Null,1,kyk burs aliyorm,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,gsb,750
0,Null,0,kyk,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk kredi bursu,750
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk-burs,750
1,Null,0,Null,Null
0,Null,1,kyk kredi aliyorum,750
0,Null,1,kyk,750
0,Null,1,iktisat halkasi,250
0,Null,1,kyk,750
0,Null,1,genclik ve spor bakanligi,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,cagdas yasami destekleme dernegi,250
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,saban cengiz vakfi - ihtiyac bursu,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,turk universiteli kadinlar dernegi istanbul subesi,750
0,Null,1,devlet,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,tev,750
0,Null,1,sureyya agaoglu vakfi,750
0,Null,1,"kyk, buvak",1000
0,Null,0,Null,Null
0,Null,1,devlet,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kredi ve yurtlar genel mudurlugu,750
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,bilkent universitesi,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,zorlu holding,750
0,Null,0,Null,Null
0,Null,1,kmc group,250
0,Null,1,turkiye milli kultur vakfi,750
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,tev,750
0,Null,1,borus,250
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kredi yurtlar kurumu (kyk),750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,tev,1000
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,t3 vakfi,1000
1,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kredi yurtlar kurumu ogrenim bursu,750
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,toplum gonulluleri vakfi ve elidor isbirligi / kendi yolumuzda projesi,250
1,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,cydd,250
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,t3 vakfi,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,genclik ve spor bakanligi kyk bursu,750
0,Null,1,turkiye teknoloji takimi vakfi (4 yildir),1000
0,Null,1,kyk-burs,750
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,cagdas yasami destekleme dernegi,250
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,devlet,750
1,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,bahcesehir universitesi applybau ogrecisiyim. burs oranim %50.,250
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kredi yurtlar genel mudurlugu,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,tev'den.,750
0,Null,1,izmir buyuksehir belediyesinden basari bursu,250
0,Null,1,kamu,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,750
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,kyk,750
0,Null,1,tekfen vakfi,1000
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,kyk,Null
0,Null,1,afyon egitim vakfi,250
0,Null,1,kyk,750
0,Null,1,ahbap,750
0,Null,0,Null,Null
1,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,250
0,Null,1,genclik ve spor bakanligi,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,bursa buyuksehir belediyesi,750
1,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,1,kyk,750
0,Null,1,"kyk, tukd",750
0,Null,1,cevdet inci vakfi,750
0,Null,1,kyk-burs,750
0,Null,1,kyk ve aaal mezunlar dernegi,1000
0,Null,1,kyk,750
0,Null,1,kyk bursu aliyorum,750
0,Null,1,kyk burs,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,1,kyk kredi bursu,750
0,Null,1,kyk,750
1,Null,0,kredi ve yurtlar genel mudurlugu,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,devlet,1000
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk ve t3 vakfindan burs aliyorum.,1000
0,Null,0,kyk kredisi aliyorum,Null
0,Null,1,kyk,750
0,Null,1,sadece kyk bursu aliyorum.,750
0,Null,1,kyk,750
0,Null,0,kredi ve yurtlar kuru,750
0,Null,1,turgutlu kaymakamligi,250
0,Null,1,sivrihisarlilar dernegi,250
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,meb ogretmenlik bursu,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
1,Null,1,konya gida ve tarim universitesi,750
0,Null,0,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,750
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk ve cydd,1000
0,Null,0,Null,Null
1,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,ibb,250
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,cydd ve iyte,750
1,Null,0,Null,Null
0,Null,1,toplum gonulluleri vakfi,250
0,Null,1,cevdet inci egitim vakfi,750
1,Null,0,Null,Null
0,Null,1,odtu gelistirme vakfi,750
0,Null,0,kyk,750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
1,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,yuksek ogrenim kredi ve yurtlar kurumu,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,1,galatasaray egitim vakfi,750
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,sabanci vakfi,1000
1,Null,1,yuksek ogrenim kredi ve yurtlar kurumu bursu (kyk),750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,itu gelistirme vakfi,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kelesoglu vakfi,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,cydd,250
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,izmir buyuksehir belediyesi,250
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,caglayan vakfi,250
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk bursu ve tog vakfi kardelen bursu .,1000
0,Null,1,ibb,250
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,alkent,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet bursu(gsb),750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
1,Null,1,kyk,750
0,Null,1,kyk,750
1,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,genclik ve spor bakanligi,750
0,Null,0,Null,Null
1,Null,1,gulsan holding,250
0,Null,0,Null,Null
0,Null,1,devlet kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,isov,750
0,Null,1,kyk,750
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,1,"kyk, bogazici uni.",1000
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,odtu gelistirme vakfi,250
0,Null,0,Null,Null
0,Null,1,asitane vakfi,250
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,ozyegin universitesi,1000
0,Null,0,Null,Null
0,Null,1,pelit,250
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,1,kyk kredisi,750
0,Null,1,ensar vakfi,250
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,genclik ve spor bakanligi kredi ve yurtlar kurumu,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,toplum gonulluleri vakfi,250
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,1,kyk-kredi,750
0,Null,1,osym,1000
0,Null,0,Null,Null
1,Null,1,genclik ve spor bakanligi,750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,istanbul ticaret borsasi,250
1,Null,0,Null,Null
0,Null,1,kredi yurtlar kurum,750
1,Null,1,kyk,1000
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,tog elidor ve kyk,1000
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,1000
1,Null,0,Null,Null
1,Null,1,onder,250
0,Null,0,Null,Null
0,Null,1,huseyin akif terzioglu sefkat yuvasi vakfi,250
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk bursu aliyorum. genclik ve spor bakanligi bunyesinde,750
1,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,1,kyk-ozel kurum,1000
0,Null,0,Null,Null
1,Null,1,kredi ve yurtlar genel mudurlugu,750
0,Null,1,"kredi yurtlar kurumu, cagdas yasami destekleme dernegi",750
0,Null,1,gsb,750
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,istanbul ticaret odasi,750
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,t3 vakfi,750
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,kyk,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
1,Null,1,yuksek ogrenim ve kredi yurtlar kurumu,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,genclik ve spor bakanligi,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk kredisi aliyorum.,750
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,1,genclik ve spor bakanligi kyk bursu,750
1,Null,1,osym,750
0,Null,1,kyk,750
0,Null,1,genc,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,0,Null,Null
0,Null,1,devlet kyk (kredi degil burstur),750
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,750
0,Null,1,kyk,750
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,mulkiyeliler birligi 68 mezunlari dernegi,750
0,Null,0,Null,Null
0,Null,0,kyk,750
0,Null,1,kyk,750
0,Null,1,tev,750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,tobb et,Null
0,Null,1,cagdas yasami destekleme dernegi,250
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,1,tobb etu,750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,devlet,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,ozdilek holding,250
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,mercedes-benz turkiye,1000
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk kredi,750
0,Null,0,Null,Null
0,Null,1,turk egitim vakfi,750
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,mebiva,250
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,tc genclik ve spor bakanligi,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,1,kyk,750
1,Null,1,kredi ve yurtlar genel mudurlugu,750
1,Null,0,Null,Null
0,Null,1,tubitak,1000
0,Null,1,kyk,750
0,Null,1,kredi ve yurtlar genel mudurlugu - burs (850 tl) / ibb genc universiteli bursu (toplam 3200 tl-3 taksit),1000
0,Null,0,istanbul buyuksehir belediyesi,250
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
1,Null,1,tobb etu,750
1,Null,0,Null,Null
1,Null,1,koc universitesi bursunu aliyorum,1000
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,bahcesehir universitesi applybau ogrecisiyim. burs oranim %70. burs harici nakit yardimi almiyorum.,250
1,Null,1,universitemden basari bursu almaktayim.,1000
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,turk universiteli kadinlar dernegi,250
0,Null,0,Null,250
0,Null,0,Null,Null
0,Null,1,ibb,250
0,Null,0,Null,Null
0,Null,1,milli egitim bakanligi (meb bursu),750
1,Null,1,kredi yurtlar kurumu (kyk),750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,itu gelistirme vakfi,750
0,Null,1,kredi ve yurtlar genel mudurlugu,750
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,isov,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,tubitak,1000
0,Null,0,Null,Null
0,Null,1,kyk kredi,750
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
1,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,1,kyk v gev,1000
0,Null,1,kyk,750
0,Null,1,devlet bursu kyk,750
0,Null,1,devlet,750
0,Null,1,kyk genclik ve spor bakanligi,750
0,Null,1,kyk bursu aliyorum,750
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,1000
1,Null,0,Null,Null
0,Null,1,kyk,750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
