Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
tip,1,Null,Null,Null
iktisat,1,Null,Null,Null
siyaset bilimi ve uluslararasi iliskiler,4,Null,Null,Null
tip,3,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
bilgisayar muhendisligi,3,Null,Null,Null
bilgisayar muhendisligi,2,Null,Null,Null
elektrik elektronik muhendisligi,4,Null,Null,Null
gastronomi ve mutfak sanatlari,2,Null,Null,Null
sosyoloji,2,Null,Null,Null
tip fakultesi,3,3.5-4.0,Null,Null
endustri muhendisligi,1,Null,Null,Null
insaat muhendisligi,4,3.5-4.0,Null,Null
endustri muhendisligi,3,Null,Null,Null
otomotiv muhendisligi,2,Null,Null,Null
iktisat,1,Null,Null,Null
isletme,3,Null,Null,Null
isletme muhendisligi,2,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
matematik muhendisligi,4,Null,Null,Null
tekstil muhendisligi,4,Null,Null,Null
halkla iliskiler ve tanitim,2,Null,Null,Null
cevre muhendisligi,4,Null,Null,Null
gida muhendisligi,4,Null,Null,Null
sinif ogretmenligi,3,3.5-4.0,Null,Null
molekuler biyoloji ve genetik,4,Null,Null,Null
endustri muhendisligi,4,Null,Null,Null
hukuk,2,Null,Null,Null
endustriyel tasarim,3,Null,Null,Null
bilgisayar bilimleri,4,3.5-4.0,Null,Null
makine muhendisligi,3,Null,Null,Null
gida muhendisligi,2,Null,Null,Null
bilgisayar muhendisligi,2,3.5-4.0,Null,Null
calisma ekonomisi ve endustriyel iliskiler,4,Null,Null,Null
endus,3,Null,Null,Null
insaat muhendisligi,3,Null,Null,Null
iktisat (ekonomi),1,Null,Null,Null
isletme,2,Null,Null,Null
gida muhendislig,3,Null,Null,Null
sosyal hizmet,3,Null,Null,Null
isletme,4,Null,Null,Null
yonetim bilisim sistemleri,4,Null,Null,Null
isletme ve ekonomi (cift anadal),4,Null,Null,Null
siyaset bilimi ve kamu yonetimi,1,Null,Null,Null
elektrik muhendisligi,3,Null,Null,Null
elektrik muhendisligi,3,Null,Null,Null
isletme,3,Null,Null,Null
isletme,1,Null,Null,Null
fizik muhendisligi,3,Null,Null,Null
denizcilik isletmeleri yonetimi,3,Null,Null,Null
tarih,2,Null,Null,Null
makina muhendisligi,4,Null,Null,Null
psikoloji,2,Null,Null,Null
makine muhendisligi bolumu,2,Null,Null,Null
endustri muhendisligi,3,3.5-4.0,Null,Null
endustri muhendisligi,3,3.5-4.0,Null,Null
endustriyel tasarim,3,Null,Null,Null
sosyal hizmetler,2,Null,Null,Null
ingilizce dis hekimligi,4,Null,Null,Null
isletme(ingilizce),3,Null,Null,Null
saglik yonetimi,2,Null,Null,Null
makine muhendisligi,3,Null,Null,Null
eczacilik fakultesi,4,Null,Null,Null
sosyoloji - sosyal hizmet,4,3.5-4.0,Null,Null
iktisat,1,Null,Null,Null
elektrik elektronik muhendisligi,2,Null,Null,Null
elektrik elektronik muhendisligi,3,3.5-4.0,Null,Null
elektrik elektronik muhendisligi,4,Null,Null,Null
gida muhendi,Null,Null,Null,Null
elektrik-elektro,1,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
sehir ve bolge planlama,4,Null,Null,Null
saglik kurumlari isletmeciligi,2,Null,Null,Null
bilgisayar muhendisligi,4,Null,Null,Null
denizcilik isletmeleri ve yonetimi (ingilizce),3,Null,Null,Null
ilkogretim matematik ogretmenligi,4,Null,Null,Null
tip,2,Null,Null,Null
isletme,3,Null,Null,Null
isletme muhendisligi,3,Null,Null,Null
endustri muhendisligi,4,Null,Null,Null
ucak muhendisligi,3,Null,Null,Null
matematik,1,Null,Null,Null
halkla iliskiler ve reklamcilik,4,Null,Null,Null
elektrik elektronik muhendisligi(½30 ingilizce),4,Null,Null,Null
makine muhendisligi,3,Null,Null,Null
isletme muhendisligi,4,Null,Null,Null
dis hekimligi,3,Null,Null,Null
lojistik yonetimi,1,Null,Null,Null
bilgisayar,Null,Null,Null,Null
bilgisayar muhendisligi,3,Null,Null,Null
beslenme ve diyetetik,5,Null,Null,Null
bilgisayar muhendisligi,4,Null,Null,Null
isletme muhendisligi,3,Null,Null,Null
bilgisayar muhendisligi,3,Null,Null,Null
molekuler biyoloji ve genetik,4,Null,Null,Null
metalurji,1,Null,Null,Null
elektrik elektronik muh,2,Null,Null,Null
metalurji ve malzeme muhendislig,3,Null,Null,Null
uluslararasi iliskiler,3,Null,Null,Null
hukuk,2,Null,Null,Null
elektrik elektronik mu,2,Null,Null,Null
turkce ogretmenligi,4,Null,Null,Null
endustri muhendisligi,2,Null,Null,Null
uluslararasi ticaret ve lojistik,3,Null,Null,Null
tip,2,Null,Null,Null
matemati,6,Null,Null,Null
bilgisayar muhendisligi,1,Null,Null,Null
bilgisayar muhendisligi (ingilizce),1,Null,Null,Null
bilgisayar muhendislig,1,Null,Null,Null
icmimarlik ve biyoteknoloji ( iki bolum,2,3.5-4.0,Null,Null
hemsirelik,4,Null,Null,Null
turkce ogretmenligi,2,3.5-4.0,Null,Null
endustri muhendisligi,4,Null,Null,Null
psikoloji,4,3.5-4.0,Null,Null
kimya,3,Null,Null,Null
ingiliz dili ve edebiyati,4,Null,Null,Null
elektrik elektronik muhendisligi,2,Null,Null,Null
maliye,3,Null,Null,Null
metalurji ve malzeme muhendisligi,3,Null,Null,Null
siyaset bilimi ve uluslarasi iliskiler (ingilizce),2,3.5-4.0,Null,Null
cevre muhendisligi,3,Null,Null,Null
metalurji ve malzeme muhendisligi (ing),4,Null,Null,Null
iktisat pr.,2,Null,Null,Null
uluslararasi iliskiler,4,Null,Null,Null
is sagligi ve guvenligi teknikeri,2,Null,Null,Null
metalurji ve malzeme muhendisligi,4,Null,Null,Null
eczacilik fakultesi,3,Null,Null,Null
tibbi dokumantasyon ve sekreterlik,2,3.5-4.0,Null,Null
bilgisayar muhendisligi,1,Null,Null,Null
elektrik elektronik muhendisligi,2,Null,Null,Null
makine muhendisligi,3,Null,Null,Null
dis hekimligi,2,Null,Null,Null
siyaset bilimi ve kamu yonetimi,4,Null,Null,Null
eczacilik,5,Null,Null,Null
spor bilimleri fakultesi,2,3.5-4.0,Null,Null
siyaset bilimi ve uluslararasi iliskiler,2,3.5-4.0,Null,Null
almanca ogretmenligi,3,Null,Null,Null
bilgisayar muhendisligi,2,Null,Null,Null
tip fakultesi,2,3.5-4.0,Null,Null
siyaset bilimi ve kamu yonetimi,3,Null,Null,Null
matematik muhendisligi,4,Null,Null,Null
kontrol ve otomasyon muhendisligi,1,Null,Null,Null
ilahiyat,5,Null,Null,Null
insaat muhendisligi,3,Null,Null,Null
makine muhendisligi,1,Null,Null,Null
makine muhendisligi,4,Null,Null,Null
adalet,2,Null,Null,Null
molekuler biyoloji ve genetik,1,3.5-4.0,Null,Null
maliye,3,Null,Null,Null
tip fakultesi,3,Null,Null,Null
muhasebe ve vergi uygulamalari,2,Null,Null,Null
isletme bilgi yonetimi,4,Null,Null,Null
mutercim tercumanlik ( ingilizce ve fransizca),2,Null,Null,Null
hemsirelik,2,3.5-4.0,Null,Null
isletme,2,3.5-4.0,Null,Null
elektrik elektronik muhendisligi,4,Null,Null,Null
cukurova universitesi tip fakultesi,2,3.5-4.0,Null,Null
matematik muhendisligi,3,Null,Null,Null
makine resamligi,hazirlik,Null,Null,Null
kimya muhendisligi,4,Null,Null,Null
bilgisayar programciligi,1,Null,Null,Null
makine muhendisligi,3,Null,Null,Null
isletme,2,Null,Null,Null
endustriyel tasarim,4,Null,Null,Null
makine muhendisligi,1,Null,Null,Null
elektronik ve haberlesme muhendisligi,2,Null,Null,Null
tip fakultesi,2,3.5-4.0,Null,Null
makina muhendisligi,3,3.5-4.0,Null,Null
sehir ve bolge planlama,2,3.5-4.0,Null,Null
endustri muhendisligi,4,Null,Null,Null
elektrik elektronik muhendisligi,1,Null,Null,Null
endustri muhendisligi,2,Null,Null,Null
elektrik elektronik muhendisligi,2,Null,Null,Null
tip,5,Null,Null,Null
uluslararasi iliskiler,1,3.5-4.0,Null,Null
elektrik elektronik muhendisligi,2,3.5-4.0,Null,Null
tiyatro ana sanat dali (msgsu devlet konservatuvari),4,3.5-4.0,Null,Null
endustri muhendisligi,4,3.5-4.0,Null,Null
endustri muhendisligi,4,Null,Null,Null
ingilizce isletme,1,Null,Null,Null
tip fakultesi,2,3.5-4.0,Null,Null
bilgisayar muhendisligi,5,Null,Null,Null
beslenme ve diyetetik,2,3.5-4.0,Null,Null
beslenme ve diyetetik,2,3.5-4.0,Null,Null
Null,3,Null,Null,Null
radyoterapi,2,3.5-4.0,Null,Null
yerel yonetimler,2,Null,Null,Null
mekatronik muhendisligi,4,Null,Null,Null
tarih,2,Null,Null,Null
psikoloji,3,Null,Null,Null
dis hekimligi,4,3.5-4.0,Null,Null
dis hekimligi,3,3.5-4.0,Null,Null
makine muhendisligi,2,Null,Null,Null
maliye,3,Null,Null,Null
uluslararasi ticaret ve isletmecilik (ingilizce),3,Null,Null,Null
hemsirelik,4,3.5-4.0,Null,Null
ingiliz dili ve edebiyati,2,Null,Null,Null
ic mimarlik,2,Null,Null,Null
beslenme ve diyetetik,4,Null,Null,Null
bankacilik ve sigortacilik,1,Null,Null,Null
bilgisayar muhendisligi,2,Null,Null,Null
almanca mutercim tercumanlik,3,Null,Null,Null
ingilizce mutercim tercumanlik,2,Null,Null,Null
sigortacilik,2,Null,Null,Null
istatistik bolumu,2,3.5-4.0,Null,Null
maliye,2,Null,Null,Null
tarih,3,Null,Null,Null
dis hekimligi,4,3.5-4.0,Null,Null
maliye,2,Null,Null,Null
metalurji ve malzeme muhendisligi,4,Null,Null,Null
tarih(io),4,Null,Null,Null
iktisat,3,Null,Null,Null
halkla iliskiler ve reklamcilik,4,Null,Null,Null
aktuerya,4,Null,Null,Null
ozel egitim ogretmenligi,2,Null,Null,Null
elektrik-elektronik muhendisligi,3,Null,Null,Null
bilgisayar programciligi,2,Null,Null,Null
uluslararasi ticaret ve isletmecikik,2,Null,Null,Null
maliye,2,Null,Null,Null
kontrol otomasyon,2,3.5-4.0,Null,Null
turizm isletmeciligi,3,Null,Null,Null
cevre muhendisligi,4,Null,Null,Null
aktuerya,3,Null,Null,Null
dis hekimligi,3,3.5-4.0,Null,Null
makine muhendisligi,2,Null,Null,Null
istatistik,4,Null,Null,Null
kamu yonetimi,3,3.5-4.0,Null,Null
uluslararasi ticaret ve lojisti,4,Null,Null,Null
odyoloji,3,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
elektronik ve haberlesme muhendisligi,4,Null,Null,Null
uzay muhendisligi,2,Null,Null,Null
insaat muhendisligi,4,Null,Null,Null
metalurji ve malzeme muhendisligi,3,Null,Null,Null
radyo televizyon sinema,4,Null,Null,Null
eczacilik,2,Null,Null,Null
kimya muhendisligi,4,Null,Null,Null
makine muhendisligi,4,Null,Null,Null
uluslararasi,2,Null,Null,Null
isletme muhendisligi,3,3.5-4.0,Null,Null
yonetim bilisim sistemleri,3,Null,Null,Null
elektrik elektronik muhendisligi,4,Null,Null,Null
mimarlik bolumu,3,Null,Null,Null
tip fakultesi,4,3.5-4.0,Null,Null
felsefe,1,Null,Null,Null
biyoloji,4,Null,Null,Null
sosyal bilgiler ogretmenligi,4,Null,Null,Null
iktisat,3,Null,Null,Null
hukuk,3,Null,Null,Null
amerikan kultur ve edebiya,3,3.5-4.0,Null,Null
molekuler biyoloji ve genetik,4,3.5-4.0,Null,Null
elektrik elektronik muhendislig,4,Null,Null,Null
hukuk,2,Null,Null,Null
mimarli,4,Null,Null,Null
bilgisayar muhendisligi,3,Null,Null,Null
ebelik,3,Null,Null,Null
otomotiv muhendisligi,3,Null,Null,Null
isletme,4,Null,Null,Null
metalurji malzeme muhendisligi,2,Null,Null,Null
hukuk,3,Null,Null,Null
ingiliz dili ve edebiyati,4,Null,Null,Null
iktisa,3,3.5-4.0,Null,Null
psikoloji,3,Null,Null,Null
makine muhendisligi,2,Null,Null,Null
endu,3,Null,Null,Null
tip fakultesi,5,Null,Null,Null
turk dili ve edebiyati,4,Null,Null,Null
otomotiv muhendisli,3,Null,Null,Null
biyokimya,5,Null,Null,Null
hukuk,3,Null,Null,Null
uluslararasi,3,Null,Null,Null
elektrik elektronik muhendisligi,2,Null,Null,Null
tarih,3,Null,Null,Null
ingilizce ogretmenligi,3,3.5-4.0,Null,Null
tip fakultesi,3,Null,Null,Null
dis hekimligi,2,Null,Null,Null
gida muhendisligi,3,Null,Null,Null
makine muhendisligi (ingilizce),4,Null,Null,Null
mimarlik bolumu,4,3.5-4.0,Null,Null
bilisim sistemleri muhendisligi,2,3.5-4.0,Null,Null
siyaset bilimi ve uluslararasi iliskiler,2,Null,Null,Null
fizyoterapi ve rehabilitasyon,4,Null,Null,Null
"metalurji ve malzeme muhendisligi, ekonomi(cap)",3,3.5-4.0,Null,Null
hemsirel,2,Null,Null,Null
ascilik,hazirlik,Null,Null,Null
uluslararasi iliskiler,4,Null,Null,Null
insaat muhendisligi,3,Null,Null,Null
"turist rehberligi, turizm ve otel isletmeciligi",2,Null,Null,Null
metalurji ve malzeme muhendisligi,3,Null,Null,Null
siyaset bilimi ve uluslararasi iliskiler,2,Null,Null,Null
sosyoloji,4,Null,Null,Null
jeoloji muhendisligi,4,Null,Null,Null
mimarlik,3,Null,Null,Null
biyomedikal muhendisligi,3,3.5-4.0,Null,Null
sosyal hizmet,4,Null,Null,Null
isletme,3,Null,Null,Null
bilgisayar muhendisligi,3,Null,Null,Null
elektrik-elektronik muhendisligi,4,Null,Null,Null
psikoloji,1,Null,Null,Null
psikolojik danismanlik ve rehber,3,3.5-4.0,Null,Null
resim-is ogretmenligi,3,Null,Null,Null
endustri muhendisli,3,Null,Null,Null
biyomedikal muhendisligi,4,Null,Null,Null
ingiliz dili ve edebiyati,3,Null,Null,Null
tip fakultesi,3,3.5-4.0,Null,Null
metalurji ve malzeme muhendisligi,3,Null,Null,Null
ilahiyat fakultesi,3,Null,Null,Null
ucak muhendisligi,3,Null,Null,Null
molekuler biyoloji ve genetik,4,Null,Null,Null
tip fakultesi,3,3.5-4.0,Null,Null
yonetim bilisim sistemleri,3,Null,Null,Null
fars dili ve edebiyati,4,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
radyo televizyon ve sinema,2,Null,Null,Null
elektrik elektronik muhendisligi,2,3.5-4.0,Null,Null
ingilizce mutercim tercumanlik,2,3.5-4.0,Null,Null
gida teknolojisi,2,Null,Null,Null
bilgisayar muhendislig,1,Null,Null,Null
mimarlik,4,Null,Null,Null
Null,2,Null,Null,Null
saglik yonetimi,3,Null,Null,Null
isletme,2,Null,Null,Null
uluslararasi iliskiler (ingilizce),4,Null,Null,Null
hukuk,4,Null,Null,Null
makine muhendisligi,4,Null,Null,Null
gida muhendisligi,1,Null,Null,Null
seramik,4,3.5-4.0,Null,Null
tip fakultesi,2,3.5-4.0,Null,Null
Null,Null,3.5-4.0,Null,Null
Null,4,Null,Null,Null
tip fakultesi,2,Null,Null,Null
ingiliz dili ve edebiyati,4,Null,Null,Null
iktisat,3,Null,Null,Null
kimya muhendilsig,2,Null,Null,Null
psikolojik danismanlik ve rehberli,3,3.5-4.0,Null,Null
endustri muhendisligi,2,Null,Null,Null
radyo televizyon sinema,4,Null,Null,Null
hemsirelik,3,Null,Null,Null
aktuerya bilimi,3,Null,Null,Null
muhasebe ve vergi uygulamalari,2,Null,Null,Null
hukuk,3,Null,Null,Null
fizyoterapi ve rehabilitasyon,4,Null,Null,Null
psikoloji,2,3.5-4.0,Null,Null
bilgisayar programciligi,1,Null,Null,Null
tip,4,Null,Null,Null
makine muhendisligi,4,Null,Null,Null
enerji sistemleri muhendisligi,2,Null,Null,Null
gemi insaati ve gemi makineleri muhendisligi,2,Null,Null,Null
odiyometer,2,3.5-4.0,Null,Null
uluslararasi iliskiler,5,Null,Null,Null
turizm rehberligi,3,Null,Null,Null
Null,5,Null,Null,Null
mimarlik,3,Null,Null,Null
insaat muhendisli,4,3.5-4.0,Null,Null
bankacilik ve sigortacilik,2,3.5-4.0,Null,Null
biyomuhendislik,2,Null,Null,Null
bilgisayar muhendisligi,2,Null,Null,Null
isletme(ingilizce),3,Null,Null,Null
molekuler biyoloji ve genetik,1,Null,Null,Null
biyoloji,2,Null,Null,Null
elektrik elektronik muhendisligi (ingilizce),3,Null,Null,Null
uluslararasi ticaret,3,Null,Null,Null
tip,4,Null,Null,Null
psikoloji,2,Null,Null,Null
mimarlik,2,Null,Null,Null
hukuk,1,Null,Null,Null
muzik ogretmenligi 2. sinif,3,Null,Null,Null
hemsirelik,4,Null,Null,Null
is sagligi ve guvenligi,3,Null,Null,Null
mimari restorasyon,2,Null,Null,Null
siyaset bilimi ve uluslararasi iliskiler,4,Null,Null,Null
siyaset bilimi ve uluslararasi iliskiler,4,Null,Null,Null
molekuler biyoloji ve genetik,2,3.5-4.0,Null,Null
hukuk,2,Null,Null,Null
insaat muhendisligi,4,Null,Null,Null
sinif ogretmenligi,4,Null,Null,Null
insaat muhendisligi,1,Null,Null,Null
makine muhendisli,2,3.5-4.0,Null,Null
isletme muhendisligi(ingilizce),3,Null,Null,Null
makine muhendisligi,3,Null,Null,Null
Null,6,Null,Null,Null
bilgisayar muhendisligi,2,3.5-4.0,Null,Null
insaat muhendisligi,4,Null,Null,Null
bilgisayar muhendisligi,1,Null,Null,Null
yazilim muhendisligi,3,Null,Null,Null
mimari restorasyon,2,Null,Null,Null
sosyoloji,4,Null,Null,Null
gastronomi,hazirlik,Null,Null,Null
bilgisayar ve ogretim teknolojileri egitimi,1,Null,Null,Null
turizm ve otelcilik,1,Null,Null,Null
Null,4,3.5-4.0,Null,Null
turk dili ve edebiyati,3,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
uluslararasi iliskiler,3,Null,Null,Null
hukuk,4,Null,Null,Null
biyomedikal muhendisligi,1,Null,Null,Null
elektrik elektronik muhendisligi,3,Null,Null,Null
kimya,2,Null,Null,Null
physics engineering,4,Null,Null,Null
maliye,4,Null,Null,Null
Null,3,Null,Null,Null
ilahiyat,4,Null,Null,Null
bilgisayar muhendisligi,4,Null,Null,Null
saglik yonetimi,2,3.5-4.0,Null,Null
turk dili ve edebiyati,5,Null,Null,Null
ingiliz dili ve edebiyati,4,Null,Null,Null
grafik tasarim,2,Null,Null,Null
islami ilimler,3,Null,Null,Null
tip,2,Null,Null,Null
gazetecilik,2,Null,Null,Null
eczacilik,4,3.5-4.0,Null,Null
radyo ve televizyon programciligi,2,3.5-4.0,Null,Null
eczane hizmetleri,2,Null,Null,Null
insaat muhendis,2,3.5-4.0,Null,Null
moda tasarim,2,3.5-4.0,Null,Null
sosyal hizmet,2,Null,Null,Null
tip,2,Null,Null,Null
ingilizce bilgisayar muhendisligi,hazirlik,Null,Null,Null
tip fakultesi,2,3.5-4.0,Null,Null
tibbi dokumantasyon ve,2,3.5-4.0,Null,Null
hukuk,2,Null,Null,Null
dis hekimligi,2,Null,Null,Null
grafik tasarimi,2,Null,Null,Null
eczacilik fakultesi,2,3.5-4.0,Null,Null
sinif ogretmenligi,3,Null,Null,Null
gazetecilik,2,Null,Null,Null
hukuk,4,Null,Null,Null
optisyenlik,1,3.5-4.0,Null,Null
felsefe,4,Null,Null,Null
lojistik,2,Null,Null,Null
matematik ogretmenligi,2,Null,Null,Null
ekonomi ve finans,3,Null,Null,Null
saglik yonetimi,2,3.5-4.0,Null,Null
hukuk,3,Null,Null,Null
biyloj,3,3.5-4.0,Null,Null
birden fazla bolum okumuyo,2,3.5-4.0,Null,Null
turk dili ve edebiyati,2,Null,Null,Null
siyaset bilimi ve kamu yonetimi,2,3.5-4.0,Null,Null
endustri muhendisligi,4,Null,Null,Null
psikoloji,1,Null,Null,Null
cografya,2,Null,Null,Null
hemsirelik,2,3.5-4.0,Null,Null
ebelik,3,3.5-4.0,Null,Null
yuzde sifir,1,Null,Null,Null
tip,2,Null,Null,Null
kimya muhendisligi,1,Null,Null,Null
biyoteknoloji,2,3.5-4.0,Null,Null
hukuk,2,3.5-4.0,Null,Null
mekatronik muhendisligi,2,Null,Null,Null
hemsirelik,2,Null,Null,Null
cografya,1,Null,Null,Null
radyoterapi,2,Null,Null,Null
tip fakultesi,2,Null,Null,Null
ic mimarlik ve cevre tasarimi,2,Null,Null,Null
hukuk,3,Null,Null,Null
radyo televizyon ve sinema,2,Null,Null,Null
tip,2,Null,Null,Null
pazarlama ve reklam,2,Null,Null,Null
ortez ve protez,2,Null,Null,Null
odyoloji,2,3.5-4.0,Null,Null
tarih ogretmenligi,3,Null,Null,Null
makine muhendisligi,1,Null,Null,Null
tarih,2,3.5-4.0,Null,Null
turkce ogretmenligi,2,Null,Null,Null
siyaset bilimi ve uluslararasi iliskiler,3,Null,Null,Null
ic mimarlik,3,Null,Null,Null
hukuk,4,Null,Null,Null
sigortacilik ve sosayl guvenlik,2,Null,Null,Null
tip fakultesi,3,3.5-4.0,Null,Null
tip fakultesi,3,3.5-4.0,Null,Null
yonetim bilisim sisitemler,2,Null,Null,Null
hemsirelik fakultesi,2,3.5-4.0,Null,Null
matematik,3,Null,Null,Null
saglik bilgi sistemi teknikerligi,2,Null,Null,Null
istatistik,2,Null,Null,Null
insaat muhendisligi,2,Null,Null,Null
fizyoterapi ve rehabilitasyon,3,Null,Null,Null
antrenorluk,2,Null,Null,Null
cocuk gelisimi,2,3.5-4.0,Null,Null
acil yardim ve afet yonetim,3,Null,Null,Null
is sagligi ve guvenligi,2,Null,Null,Null
sosyal bilgiler ogretmenligi,1,3.5-4.0,Null,Null
bilgisayar programciligi,2,Null,Null,Null
kimya,2,3.5-4.0,Null,Null
pdr ve psikikoji,3,3.5-4.0,Null,Null
cagri merkezi bolumu,2,Null,Null,Null
isletme,1,Null,Null,Null
siyaset bilimi ve kamu yonetimi,3,3.5-4.0,Null,Null
uluslararasi iliskiler,1,Null,Null,Null
elektrik elektronik muhendisligi,2,Null,Null,Null
uluslararasi iliskiler,2,Null,Null,Null
ingilizce ogretmenligi,2,Null,Null,Null
ilahiyat,4,Null,Null,Null
ilk ve acil yardim,2,Null,Null,Null
siyaset bilimi ve kamu yonetimi,2,Null,Null,Null
uluslararasi ticaret,2,Null,Null,Null
endustri muhendisligi,2,Null,Null,Null
sinif ogretmenligi,3,Null,Null,Null
bilgisayar muhendisligi,2,Null,Null,Null
turkce ogretmenligi pr.,4,Null,Null,Null
ilahiyat,2,Null,Null,Null
calisma ekonomisi ve endustri iliskileri,3,Null,Null,Null
uluslararasi iliskiler,1,Null,Null,Null
fizyoterapi ve rehabilitasyon,5,Null,Null,Null
psikoloji (%100 ingilizce),4,Null,Null,Null
elektrik-elektronik muhendislig,3,Null,Null,Null
saglik yonetimi,3,Null,Null,Null
ilkogretim matematik ogretmenligi,2,Null,Null,Null
dis hekimligi,3,Null,Null,Null
yonetim bilisim sistemleri,2,3.5-4.0,Null,Null
sivil hava,2,Null,Null,Null
tip,2,3.5-4.0,Null,Null
hukuk fakultesi,2,Null,Null,Null
tip fakultesi,5,Null,Null,Null
beslenme ve diyetetik,4,Null,Null,Null
bilgisayar muhendisligi,2,Null,Null,Null
felsefe,hazirlik,Null,Null,Null
bilgisayar muhendisligi,Null,Null,Null,Null
psikolojik danismanlik ve rehberlik,3,Null,Null,Null
saglik yonetimi,2,3.5-4.0,Null,Null
kontrol ve otomasyon teknolojileri,2,Null,Null,Null
kimya muhendisligi,2,Null,Null,Null
hukuk fakultesi,2,Null,Null,Null
hukuk,2,3.5-4.0,Null,Null
isletme,4,Null,Null,Null
metalurji ve malzeme muhendisligi,3,Null,Null,Null
yonetim bilisim sistemleri,2,Null,Null,Null
meyve ve sebze isleme teknolojisi,2,Null,Null,Null
matematik,4,Null,Null,Null
calisma ekonomisi ve endustri iliskiler,2,3.5-4.0,Null,Null
biyokimya,4,Null,Null,Null
matematik bilgisayar,3,Null,Null,Null
tibbi dokumantasyon ve sekreterlik,2,Null,Null,Null
tip fakulte,2,Null,Null,Null
bilgisayar destekli tasarim ve animasyon,2,Null,Null,Null
isletme,4,3.5-4.0,Null,Null
siyaset bilimi ve uluslarasi iliskiler(ingilizce),2,Null,Null,Null
fizyoterapi,2,Null,Null,Null
odyoloji,3,3.5-4.0,Null,Null
makina muhendisligi,3,3.5-4.0,Null,Null
ilahiyat,1,Null,Null,Null
tarih normal ogretim,3,Null,Null,Null
havacilik ve uzay muhendisligi,3,Null,Null,Null
iktisat(almanca),1,Null,Null,Null
elektrik elektronik muhendisligi,1,3.5-4.0,Null,Null
yok,1,Null,Null,Null
yonetim bilisim sistemleri,3,Null,Null,Null
bilgisayar muhendisligi,1,Null,Null,Null
sosyal hizmet,2,Null,Null,Null
hemsirelik,2,3.5-4.0,Null,Null
ebelik,2,3.5-4.0,Null,Null
couraf,3,Null,Null,Null
besyo/antrenorluk,2,Null,Null,Null
besyo/antrenorluk,2,Null,Null,Null
mimarlik,3,Null,Null,Null
ekonomi ve finans,3,3.5-4.0,Null,Null
halkla iliskiler ve tanitim,4,Null,Null,Null
gerontoloji,4,Null,Null,Null
psikolojik danismanlik ve rehberlik,3,Null,Null,Null
elektrik ve elektronik muhendisligi,3,Null,Null,Null
elektrik-elektronik muhendisligi,3,Null,Null,Null
isletme,4,Null,Null,Null
psikoloji,4,Null,Null,Null
tip fakultesi,3,Null,Null,Null
uluslararasi ticaret,3,3.5-4.0,Null,Null
matematik,1,Null,Null,Null
mimari restorasyon,2,Null,Null,Null
mekatronik muhendisligi,2,Null,Null,Null
makine muhendisligi,3,Null,Null,Null
tip fakultesi,2,Null,Null,Null
ilahiyat fakultesi,3,Null,Null,Null
ic mimarlik,2,3.5-4.0,Null,Null
siyaset bilimi ve kamu yonetimi,2,Null,Null,Null
tip fakultesi,2,Null,Null,Null
elektronik ve haberlesme muhendisligi,4,Null,Null,Null
isletme muhendisligi,3,Null,Null,Null
elektrik,2,Null,Null,Null
elektrik elektronik muhendislig,4,Null,Null,Null
dis hekimligi,2,Null,Null,Null
sinif ogretmenlig,4,Null,Null,Null
mutercim tercumanlik (ingilizce),2,Null,Null,Null
elektrik,2,Null,Null,Null
uluslararasi ticaret ve isletmecilik tezli yl,2,Null,Null,Null
beden egitimi ve spor yuksekokulu,hazirlik,Null,Null,Null
endustri muhendisligi,5,Null,Null,Null
bilisim ve ogretim tekolojileri ogretmenligi,4,Null,Null,Null
fransizca ogretmenligi,2,Null,Null,Null
fransizca ogretmenligi,2,Null,Null,Null
elektronik&haberlesme muh,5,3.5-4.0,Null,Null
otomotiv teknolojisi,2,Null,Null,Null
biyomuhendislik,4,Null,Null,Null
makine muhendisligi (%30 ingilizce),1,Null,Null,Null
harita muhendisligi,4,Null,Null,Null
elektrik elektronik muhendisligi,4,Null,Null,Null
isletme,1,Null,Null,Null
sosyoloji,4,3.5-4.0,Null,Null
foreign language education,4,3.5-4.0,Null,Null
bilgisayar muhendisligi,3,3.5-4.0,Null,Null
isletme,2,3.5-4.0,Null,Null
tip fakultesi,2,Null,Null,Null
sosyal bilgiler ogretmenligi,2,Null,Null,Null
hukuk fakultesi,4,Null,Null,Null
psikoloji,3,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
isletme yonetimi,2,Null,Null,Null
beslenme ve diyetetik,2,Null,Null,Null
mimarlik,4,Null,Null,Null
cocuk gelisim,3,3.5-4.0,Null,Null
hemsirelik,2,3.5-4.0,Null,Null
bilgisayar muhendisligi,3,Null,Null,Null
fizik ogretmenligi,2,Null,Null,Null
bilgisayar muhendisligi,1,Null,Null,Null
elektrik ve elektronik muhendisligi,4,Null,Null,Null
mimarlik,5,Null,Null,Null
maliye,2,Null,Null,Null
