Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi
ortaokul,Null,Null,lise,Null,kamu,4
yuksek lisans,Null,kamu,universite,Null,kamu,0
ilkokul,Null,ozel sektor,ortaokul,Null,ozel sektor,2
universite,Null,Null,universite,Null,ozel sektor,1
egitimi yok,Null,Null,universite,Null,kamu,1
ilkokul,Null,Null,lise,Null,ozel sektor,1
ortaokul,Null,Null,universite,Null,kamu,3
lise,Null,Null,lise,Null,ozel sektor,3
lise,Null,diger,universite,Null,Null,1
universite,Null,Null,universite,Null,diger,1
ortaokul,Null,Null,ortaokul,Null,ozel sektor,1
ilkokul,Null,Null,ilkokul,Null,Null,0
universite,Null,ozel sektor,universite,Null,Null,1
ilkokul,Null,ozel sektor,ortaokul,Null,ozel sektor,1
ilkokul,Null,Null,ilkokul,Null,Null,5
lise,Null,Null,ortaokul,Null,ozel sektor,1
ilkokul,Null,ozel sektor,ortaokul,Null,diger,2
egitimi yok,Null,Null,ilkokul,Null,Null,5
universite,Null,kamu,universite,Null,kamu,2
ilkokul,Null,Null,universite,Null,Null,2
egitimi yok,Null,Null,ortaokul,Null,ozel sektor,2
egitimi yok,Null,Null,lise,Null,Null,3
egitimi yok,Null,Null,ilkokul,Null,Null,0
universite,Null,Null,universite,Null,ozel sektor,0
ilkokul,Null,ozel sektor,ortaokul,Null,ozel sektor,2
lise,Null,Null,universite,Null,kamu,2
egitimi yok,Null,Null,ortaokul,Null,Null,3
ilkokul,Null,ozel sektor,lise,Null,Null,1
lise,Null,Null,ortaokul,Null,ozel sektor,1
ilkokul,Null,Null,ortaokul,Null,Null,2
ortaokul,Null,Null,ortaokul,Null,ozel sektor,2
ilkokul,Null,Null,ilkokul,Null,Null,4
lise,Null,ozel sektor,ilkokul,Null,Null,1
ilkokul,Null,Null,ilkokul,Null,ozel sektor,2
lise,Null,ozel sektor,yuksek lisans,Null,ozel sektor,1
ilkokul,Null,Null,ilkokul,Null,ozel sektor,1
lise,Null,Null,universite,Null,ozel sektor,3
ilkokul,Null,Null,ilkokul,Null,Null,0
egitimi yok,Null,Null,egitimi yok,Null,Null,0
ortaokul,Null,Null,lise,Null,Null,2
lise,Null,Null,universite,Null,Null,2
lise,Null,Null,lise,Null,ozel sektor,0
ilkokul,Null,Null,lise,Null,diger,2
yuksek lisans,Null,kamu,universite,Null,kamu,2
ortaokul,Null,Null,universite,Null,Null,4
universite,Null,kamu,lise,Null,kamu,2
ilkokul,Null,Null,ilkokul,Null,ozel sektor,2
ilkokul,Null,Null,ilkokul,Null,ozel sektor,2
universite,Null,Null,universite,Null,ozel sektor,2
egitimi yok,Null,Null,ilkokul,Null,diger,2
lise,Null,ozel sektor,universite,Null,Null,1
lise,Null,Null,universite,Null,ozel sektor,1
ilkokul,Null,Null,ilkokul,Null,ozel sektor,2
ortaokul,Null,Null,lise,Null,Null,1
universite,Null,kamu,universite,Null,ozel sektor,1
ilkokul,Null,Null,lise,Null,ozel sektor,3
lise,Null,ozel sektor,lise,Null,diger,1
lise,Null,kamu,egitimi yok,Null,Null,0
ortaokul,Null,Null,lise,Null,Null,1
lise,Null,Null,universite,Null,kamu,2
ortaokul,Null,Null,lise,Null,Null,0
ilkokul,Null,Null,ortaokul,Null,ozel sektor,3
ortaokul,Null,Null,ilkokul,Null,diger,3
lise,Null,Null,ilkokul,Null,ozel sektor,1
ilkokul,Null,Null,lise,Null,Null,3
ilkokul,Null,Null,ortaokul,Null,ozel sektor,1
egitimi yok,Null,Null,egitimi yok,Null,Null,0
ortaokul,Null,Null,lise,Null,ozel sektor,1
ortaokul,Null,Null,lise,Null,diger,1
ilkokul,Null,Null,ilkokul,Null,diger,1
ilkokul,Null,Null,ortaokul,Null,diger,3
ortaokul,Null,Null,lise,Null,ozel sektor,3
ortaokul,Null,Null,ortaokul,Null,Null,1
lise,Null,Null,lise,Null,ozel sektor,3
universite,Null,Null,lise,Null,Null,1
egitimi yok,Null,Null,ortaokul,Null,Null,3
universite,Null,kamu,universite,Null,Null,2
egitimi yok,Null,Null,ilkokul,Null,Null,0
ilkokul,Null,Null,ilkokul,Null,Null,2
lise,Null,Null,lise,Null,Null,2
lise,Null,Null,universite,Null,kamu,1
universite,Null,kamu,lise,Null,kamu,2
ortaokul,Null,Null,lise,Null,Null,3
ilkokul,Null,Null,ilkokul,Null,Null,Null
lise,Null,Null,lise,Null,Null,0
universite,Null,diger,yuksek lisans,Null,diger,1
lise,Null,Null,universite,Null,kamu,1
universite,Null,ozel sektor,universite,Null,kamu,1
ilkokul,Null,Null,ilkokul,Null,ozel sektor,1
ilkokul,Null,Null,ilkokul,Null,diger,3
ilkokul,Null,Null,lise,Null,ozel sektor,1
ilkokul,Null,Null,ortaokul,Null,Null,1
ilkokul,Null,Null,universite,Null,Null,2
ortaokul,Null,diger,ilkokul,Null,ozel sektor,1
universite,Null,kamu,universite,Null,Null,2
ortaokul,Null,Null,lise,Null,ozel sektor,1
egitimi yok,Null,Null,ilkokul,Null,Null,2
ortaokul,Null,Null,lise,Null,diger,1
ortaokul,Null,ozel sektor,ortaokul,Null,ozel sektor,2
yuksek lisans,Null,diger,universite,Null,ozel sektor,1
lise,Null,Null,lise,Null,ozel sektor,4
yuksek lisans,Null,kamu,yuksek lisans,Null,Null,1
ilkokul,Null,Null,ilkokul,Null,Null,5
ilkokul,Null,ozel sektor,ortaokul,Null,Null,2
lise,Null,ozel sektor,universite,Null,ozel sektor,1
egitimi yok,Null,Null,lise,Null,kamu,0
ortaokul,Null,Null,ilkokul,Null,ozel sektor,1
ilkokul,Null,diger,ortaokul,Null,diger,1
ilkokul,Null,Null,lise,Null,Null,3
universite,Null,kamu,universite,Null,kamu,1
ilkokul,Null,Null,lise,Null,Null,4
egitimi yok,Null,Null,ilkokul,Null,Null,3
lise,Null,Null,lise,Null,Null,3
ilkokul,Null,Null,universite,Null,Null,0
ilkokul,Null,Null,ilkokul,Null,diger,2
lise,Null,kamu,universite,Null,kamu,1
lise,Null,kamu,lise,Null,ozel sektor,0
lise,Null,Null,lise,Null,Null,2
lise,Null,Null,universite,Null,ozel sektor,1
universite,Null,kamu,universite,Null,kamu,1
ilkokul,Null,Null,ilkokul,Null,Null,1
lise,Null,Null,universite,Null,kamu,2
egitimi yok,Null,Null,ilkokul,Null,kamu,2
ilkokul,Null,Null,ortaokul,Null,Null,2
ilkokul,Null,Null,ilkokul,Null,ozel sektor,2
ortaokul,Null,Null,ortaokul,Null,ozel sektor,2
universite,Null,kamu,universite,Null,kamu,1
egitimi yok,Null,Null,ilkokul,Null,Null,0
ortaokul,Null,kamu,ortaokul,Null,diger,2
ilkokul,Null,Null,ilkokul,Null,ozel sektor,0
egitimi yok,Null,Null,ortaokul,Null,Null,0
ilkokul,Null,Null,ilkokul,Null,Null,5
universite,Null,Null,lise,Null,Null,3
ilkokul,Null,diger,ortaokul,Null,Null,2
egitimi yok,Null,Null,egitimi yok,Null,Null,0
lise,Null,Null,ilkokul,Null,ozel sektor,2
ilkokul,Null,Null,ilkokul,Null,diger,3
ilkokul,Null,Null,ilkokul,Null,ozel sektor,4
egitimi yok,Null,Null,egitimi yok,Null,Null,0
ortaokul,Null,Null,ortaokul,Null,Null,2
ilkokul,Null,Null,ortaokul,Null,Null,1
lise,Null,Null,lise,Null,ozel sektor,2
universite,Null,Null,universite,Null,Null,1
lise,Null,Null,lise,Null,diger,2
ilkokul,Null,Null,ilkokul,Null,Null,4
ortaokul,Null,ozel sektor,lise,Null,ozel sektor,2
ortaokul,Null,ozel sektor,lise,Null,Null,2
ortaokul,Null,Null,universite,Null,kamu,1
lise,Null,Null,lise,Null,Null,1
egitimi yok,Null,Null,ilkokul,Null,Null,3
ilkokul,Null,kamu,ilkokul,Null,ozel sektor,2
universite,Null,Null,universite,Null,Null,1
ilkokul,Null,Null,lise,Null,diger,3
ilkokul,Null,Null,lise,Null,ozel sektor,2
ilkokul,Null,Null,ilkokul,Null,diger,0
ilkokul,Null,ozel sektor,lise,Null,ozel sektor,1
ilkokul,Null,Null,ortaokul,Null,ozel sektor,1
universite,Null,Null,doktora,Null,Null,1
lise,Null,Null,ilkokul,Null,Null,2
ortaokul,Null,ozel sektor,ilkokul,Null,ozel sektor,5
ilkokul,Null,Null,ilkokul,Null,ozel sektor,4
universite,Null,ozel sektor,lise,Null,ozel sektor,1
ortaokul,Null,Null,universite,Null,Null,1
lise,Null,Null,lise,Null,diger,3
ilkokul,Null,Null,ilkokul,Null,ozel sektor,1
ilkokul,Null,Null,lise,Null,Null,5
ortaokul,Null,Null,lise,Null,Null,2
lise,Null,Null,lise,Null,Null,2
Null,Null,Null,Null,Null,Null,1
ilkokul,Null,Null,ilkokul,Null,Null,3
egitimi yok,Null,Null,lise,Null,Null,2
egitimi yok,Null,Null,egitimi yok,Null,ozel sektor,0
egitimi yok,Null,Null,ilkokul,Null,Null,2
ilkokul,Null,Null,ilkokul,Null,diger,2
ilkokul,Null,Null,ilkokul,Null,diger,4
ilkokul,Null,Null,ortaokul,Null,Null,1
universite,Null,Null,egitimi yok,Null,Null,2
ilkokul,Null,Null,ilkokul,Null,Null,0
egitimi yok,Null,Null,ilkokul,Null,Null,0
egitimi yok,Null,Null,ilkokul,Null,diger,3
lise,Null,Null,lise,Null,Null,1
lise,Null,Null,lise,Null,diger,3
Null,Null,Null,Null,Null,Null,Null
ilkokul,Null,ozel sektor,ortaokul,Null,ozel sektor,2
ilkokul,Null,Null,ilkokul,Null,diger,2
ortaokul,Null,Null,lise,Null,Null,2
universite,Null,kamu,universite,Null,diger,1
Null,Null,Null,ortaokul,Null,Null,0
ilkokul,Null,Null,ilkokul,Null,diger,4
egitimi yok,Null,Null,egitimi yok,Null,Null,0
lise,Null,Null,ortaokul,Null,Null,2
ilkokul,Null,Null,lise,Null,ozel sektor,2
lise,Null,Null,ilkokul,Null,diger,2
ortaokul,Null,Null,ortaokul,Null,Null,1
egitimi yok,Null,Null,Null,Null,Null,Null
ilkokul,Null,Null,ilkokul,Null,ozel sektor,1
universite,Null,Null,universite,Null,diger,2
ilkokul,Null,Null,ortaokul,Null,diger,2
ilkokul,Null,Null,ortaokul,Null,diger,0
egitimi yok,Null,Null,egitimi yok,Null,Null,0
ortaokul,Null,Null,ortaokul,Null,kamu,3
lise,Null,Null,lise,Null,diger,3
lise,Null,Null,lise,Null,Null,1
ilkokul,Null,Null,ilkokul,Null,Null,3
lise,Null,ozel sektor,lise,Null,ozel sektor,1
ilkokul,Null,Null,Null,Null,Null,5
egitimi yok,Null,Null,Null,Null,Null,0
ilkokul,Null,Null,lise,Null,Null,2
lise,Null,ozel sektor,ortaokul,Null,Null,1
lise,Null,Null,lise,Null,Null,2
universite,Null,Null,universite,Null,kamu,0
ilkokul,Null,Null,ilkokul,Null,Null,2
ortaokul,Null,Null,ilkokul,Null,diger,1
ilkokul,Null,Null,universite,Null,kamu,3
ilkokul,Null,ozel sektor,ilkokul,Null,Null,2
lise,Null,Null,ilkokul,Null,Null,0
ortaokul,Null,Null,universite,Null,Null,4
ilkokul,Null,Null,lise,Null,Null,5
ilkokul,Null,Null,ilkokul,Null,Null,0
lise,Null,Null,universite,Null,kamu,1
ilkokul,Null,ozel sektor,Null,Null,ozel sektor,1
lise,Null,Null,universite,Null,kamu,3
ortaokul,Null,Null,ilkokul,Null,Null,2
egitimi yok,Null,Null,ilkokul,Null,Null,0
ilkokul,Null,Null,ilkokul,Null,Null,1
lise,Null,Null,lise,Null,ozel sektor,1
lise,Null,Null,universite,Null,diger,1
ilkokul,Null,Null,ilkokul,Null,ozel sektor,2
ilkokul,Null,Null,ilkokul,Null,diger,2
ilkokul,Null,Null,ilkokul,Null,Null,4
ortaokul,Null,Null,ortaokul,Null,Null,Null
ilkokul,Null,Null,lise,Null,kamu,1
ilkokul,Null,ozel sektor,ortaokul,Null,ozel sektor,2
egitimi yok,Null,ozel sektor,egitimi yok,Null,Null,1
ilkokul,Null,Null,lise,Null,ozel sektor,0
egitimi yok,Null,Null,ilkokul,Null,Null,4
egitimi yok,Null,Null,lise,Null,Null,5
ilkokul,Null,Null,lise,Null,Null,2
lise,Null,Null,ortaokul,Null,Null,0
egitimi yok,Null,Null,egitimi yok,Null,Null,4
ortaokul,Null,Null,universite,Null,kamu,3
egitimi yok,Null,Null,ilkokul,Null,Null,4
ilkokul,Null,Null,universite,Null,kamu,2
ilkokul,Null,Null,ilkokul,Null,ozel sektor,1
ilkokul,Null,Null,ilkokul,Null,diger,1
lise,Null,Null,lise,Null,diger,1
ilkokul,Null,Null,lise,Null,diger,1
ilkokul,Null,Null,ilkokul,Null,diger,2
lise,Null,diger,universite,Null,ozel sektor,2
ortaokul,Null,Null,ilkokul,Null,diger,1
egitimi yok,Null,Null,egitimi yok,Null,Null,0
ilkokul,Null,Null,ortaokul,Null,diger,4
lise,Null,diger,universite,Null,kamu,1
ilkokul,Null,Null,universite,Null,kamu,2
universite,Null,Null,lise,Null,diger,1
lise,Null,Null,universite,Null,kamu,2
ilkokul,Null,Null,ilkokul,Null,Null,0
lise,Null,Null,universite,Null,kamu,1
egitimi yok,Null,Null,egitimi yok,Null,diger,0
ilkokul,Null,Null,ilkokul,Null,ozel sektor,1
ilkokul,Null,Null,ortaokul,Null,ozel sektor,1
ilkokul,Null,Null,ortaokul,Null,diger,5
egitimi yok,Null,Null,ortaokul,Null,Null,0
egitimi yok,Null,Null,ortaokul,Null,Null,0
lise,Null,Null,ilkokul,Null,diger,2
ilkokul,Null,Null,ortaokul,Null,Null,2
ortaokul,Null,ozel sektor,lise,Null,ozel sektor,3
ilkokul,Null,Null,lise,Null,Null,3
universite,Null,diger,universite,Null,Null,1
ortaokul,Null,ozel sektor,lise,Null,Null,2
ilkokul,Null,ozel sektor,ortaokul,Null,Null,2
ortaokul,Null,Null,ilkokul,Null,ozel sektor,1
lise,Null,Null,universite,Null,kamu,1
lise,Null,ozel sektor,universite,Null,kamu,1
ilkokul,Null,Null,ilkokul,Null,Null,2
universite,Null,kamu,lise,Null,ozel sektor,1
ilkokul,Null,Null,yuksek lisans,Null,Null,2
ilkokul,Null,Null,ilkokul,Null,ozel sektor,2
lise,Null,Null,universite,Null,kamu,2
ilkokul,Null,Null,ortaokul,Null,Null,2
lise,Null,ozel sektor,ilkokul,Null,ozel sektor,3
ortaokul,Null,Null,universite,Null,kamu,2
egitimi yok,Null,Null,ortaokul,Null,Null,4
universite,Null,Null,universite,Null,diger,1
egitimi yok,Null,Null,ilkokul,Null,Null,0
ortaokul,Null,Null,lise,Null,ozel sektor,2
ortaokul,Null,Null,ortaokul,Null,Null,Null
lise,Null,ozel sektor,lise,Null,ozel sektor,0
ilkokul,Null,Null,ilkokul,Null,Null,3
ilkokul,Null,Null,ilkokul,Null,Null,3
lise,Null,Null,lise,Null,diger,0
lise,Null,Null,lise,Null,ozel sektor,2
ortaokul,Null,Null,ilkokul,Null,diger,1
ilkokul,Null,Null,ilkokul,Null,Null,2
universite,Null,Null,lise,Null,ozel sektor,1
ilkokul,Null,Null,ilkokul,Null,Null,4
ilkokul,Null,Null,lise,Null,Null,1
ilkokul,Null,Null,ilkokul,Null,Null,1
ilkokul,Null,Null,ilkokul,Null,Null,1
ilkokul,Null,Null,ortaokul,Null,diger,2
lise,Null,Null,lise,Null,Null,1
egitimi yok,Null,Null,ilkokul,Null,Null,2
ilkokul,Null,Null,ortaokul,Null,Null,3
lise,Null,Null,lise,Null,Null,1
ilkokul,Null,Null,ilkokul,Null,Null,5
egitimi yok,Null,Null,egitimi yok,Null,Null,0
universite,Null,Null,universite,Null,ozel sektor,3
egitimi yok,Null,Null,ilkokul,Null,Null,5
ilkokul,Null,Null,egitimi yok,Null,Null,4
universite,Null,Null,universite,Null,kamu,1
ilkokul,Null,Null,ortaokul,Null,Null,4
lise,Null,Null,ortaokul,Null,Null,2
ilkokul,Null,Null,ilkokul,Null,Null,4
ilkokul,Null,Null,ilkokul,Null,Null,4
ilkokul,Null,Null,ilkokul,Null,Null,0
ortaokul,Null,Null,ilkokul,Null,ozel sektor,0
ortaokul,Null,ozel sektor,ilkokul,Null,Null,1
ilkokul,Null,Null,ilkokul,Null,ozel sektor,2
lise,Null,Null,universite,Null,kamu,3
egitimi yok,Null,Null,ilkokul,Null,diger,5
egitimi yok,Null,Null,egitimi yok,Null,Null,3
egitimi yok,Null,Null,ortaokul,Null,Null,2
ilkokul,Null,Null,ilkokul,Null,diger,2
ilkokul,Null,Null,ortaokul,Null,diger,2
ilkokul,Null,Null,ortaokul,Null,diger,3
ilkokul,Null,Null,lise,Null,Null,2
lise,Null,Null,lise,Null,Null,0
ilkokul,Null,Null,lise,Null,ozel sektor,3
doktora,Null,kamu,doktora,Null,kamu,1
egitimi yok,Null,Null,ilkokul,Null,Null,4
ilkokul,Null,Null,ilkokul,Null,Null,2
ilkokul,Null,ozel sektor,ortaokul,Null,ozel sektor,2
egitimi yok,Null,Null,egitimi yok,Null,Null,1
universite,Null,Null,ortaokul,Null,ozel sektor,3
lise,Null,ozel sektor,universite,Null,Null,1
universite,Null,Null,universite,Null,Null,2
ortaokul,Null,Null,ilkokul,Null,ozel sektor,2
ilkokul,Null,Null,lise,Null,Null,2
ilkokul,Null,Null,lise,Null,kamu,1
lise,Null,Null,lise,Null,ozel sektor,4
ilkokul,Null,Null,ilkokul,Null,diger,0
ilkokul,Null,Null,ilkokul,Null,Null,5
ortaokul,Null,diger,ortaokul,Null,Null,1
ilkokul,Null,ozel sektor,ilkokul,Null,Null,2
ortaokul,Null,Null,ortaokul,Null,diger,2
lise,Null,Null,lise,Null,Null,1
lise,Null,Null,lise,Null,ozel sektor,2
lise,Null,Null,lise,Null,ozel sektor,3
egitimi yok,Null,Null,ilkokul,Null,Null,3
ilkokul,Null,Null,ilkokul,Null,Null,0
ilkokul,Null,Null,lise,Null,diger,2
ilkokul,Null,Null,ilkokul,Null,Null,4
egitimi yok,Null,Null,ilkokul,Null,Null,2
egitimi yok,Null,Null,ilkokul,Null,Null,1
ilkokul,Null,Null,ilkokul,Null,diger,5
ilkokul,Null,Null,ilkokul,Null,ozel sektor,2
ilkokul,Null,Null,ilkokul,Null,Null,1
ilkokul,Null,ozel sektor,ilkokul,Null,ozel sektor,2
ilkokul,Null,Null,ilkokul,Null,diger,2
lise,Null,Null,universite,Null,Null,2
ilkokul,Null,Null,lise,Null,Null,2
universite,Null,kamu,universite,Null,ozel sektor,2
ilkokul,Null,ozel sektor,ortaokul,Null,ozel sektor,1
lise,Null,Null,universite,Null,Null,1
ortaokul,Null,Null,ilkokul,Null,ozel sektor,1
ilkokul,Null,Null,lise,Null,Null,4
egitimi yok,Null,Null,egitimi yok,Null,Null,0
Null,Null,Null,Null,Null,Null,Null
ilkokul,Null,Null,lise,Null,Null,2
ilkokul,Null,Null,ortaokul,Null,kamu,2
ilkokul,Null,Null,ilkokul,Null,Null,1
universite,Null,ozel sektor,lise,Null,diger,1
ilkokul,Null,Null,lise,Null,diger,1
ortaokul,Null,Null,ortaokul,Null,Null,2
ilkokul,Null,Null,ilkokul,Null,Null,3
ilkokul,Null,Null,ilkokul,Null,ozel sektor,3
ilkokul,Null,diger,ortaokul,Null,diger,1
ilkokul,Null,Null,universite,Null,kamu,2
lise,Null,Null,egitimi yok,Null,Null,1
egitimi yok,Null,Null,ilkokul,Null,diger,2
ortaokul,Null,ozel sektor,ortaokul,Null,ozel sektor,1
ortaokul,Null,Null,ilkokul,Null,diger,2
ilkokul,Null,Null,lise,Null,diger,0
egitimi yok,Null,Null,egitimi yok,Null,Null,5
ilkokul,Null,Null,lise,Null,ozel sektor,1
lise,Null,Null,lise,Null,Null,1
ilkokul,Null,Null,ilkokul,Null,kamu,0
lise,Null,Null,lise,Null,diger,0
lise,Null,Null,lise,Null,Null,0
ortaokul,Null,Null,universite,Null,ozel sektor,0
egitimi yok,Null,Null,ilkokul,Null,Null,4
ilkokul,Null,Null,ilkokul,Null,diger,2
ortaokul,Null,Null,lise,Null,Null,1
ilkokul,Null,Null,lise,Null,Null,2
ilkokul,Null,Null,ortaokul,Null,Null,1
ilkokul,Null,Null,lise,Null,kamu,1
ilkokul,Null,Null,ortaokul,Null,Null,2
universite,Null,kamu,universite,Null,kamu,0
lise,Null,Null,lise,Null,Null,1
lise,Null,kamu,universite,Null,kamu,1
ortaokul,Null,Null,lise,Null,diger,2
ilkokul,Null,Null,ilkokul,Null,kamu,2
yuksek lisans,Null,kamu,universite,Null,kamu,1
ilkokul,Null,Null,lise,Null,kamu,1
ilkokul,Null,Null,lise,Null,diger,4
egitimi yok,Null,Null,universite,Null,kamu,4
ortaokul,Null,ozel sektor,lise,Null,ozel sektor,1
ortaokul,Null,Null,lise,Null,ozel sektor,2
lise,Null,Null,ortaokul,Null,Null,2
ilkokul,Null,Null,universite,Null,kamu,1
lise,Null,ozel sektor,universite,Null,Null,2
ilkokul,Null,Null,universite,Null,Null,2
egitimi yok,Null,Null,ilkokul,Null,diger,0
lise,Null,Null,lise,Null,Null,1
ortaokul,Null,Null,ilkokul,Null,Null,3
ilkokul,Null,Null,ilkokul,Null,Null,1
universite,Null,kamu,lise,Null,Null,0
lise,Null,Null,universite,Null,Null,3
lise,Null,Null,universite,Null,ozel sektor,3
yuksek lisans,Null,kamu,universite,Null,Null,1
ilkokul,Null,Null,universite,Null,kamu,2
ortaokul,Null,Null,yuksek lisans,Null,Null,2
egitimi yok,Null,Null,ilkokul,Null,Null,5
ortaokul,Null,Null,lise,Null,Null,5
egitimi yok,Null,Null,ilkokul,Null,Null,2
egitimi yok,Null,Null,ilkokul,Null,Null,5
universite,Null,Null,lise,Null,Null,2
ilkokul,Null,Null,ortaokul,Null,Null,2
universite,Null,kamu,universite,Null,kamu,2
ilkokul,Null,Null,ilkokul,Null,Null,2
ortaokul,Null,Null,ilkokul,Null,Null,2
ilkokul,Null,Null,ilkokul,Null,Null,2
ortaokul,Null,Null,lise,Null,ozel sektor,1
lise,Null,kamu,universite,Null,kamu,1
egitimi yok,Null,Null,ilkokul,Null,Null,3
lise,Null,Null,ilkokul,Null,diger,1
ilkokul,Null,Null,lise,Null,ozel sektor,2
universite,Null,ozel sektor,ilkokul,Null,Null,1
lise,Null,Null,ortaokul,Null,ozel sektor,1
ilkokul,Null,Null,ortaokul,Null,ozel sektor,4
universite,Null,kamu,universite,Null,kamu,1
ilkokul,Null,Null,universite,Null,Null,1
ortaokul,Null,Null,ortaokul,Null,ozel sektor,2
egitimi yok,Null,Null,lise,Null,ozel sektor,0
lise,Null,Null,lise,Null,Null,1
ortaokul,Null,Null,lise,Null,Null,3
ilkokul,Null,Null,ilkokul,Null,ozel sektor,3
ilkokul,Null,Null,lise,Null,kamu,3
egitimi yok,Null,Null,ilkokul,Null,diger,0
ilkokul,Null,Null,ilkokul,Null,Null,4
universite,Null,kamu,universite,Null,kamu,0
lise,Null,Null,universite,Null,kamu,4
universite,Null,ozel sektor,universite,Null,ozel sektor,0
ortaokul,Null,Null,lise,Null,ozel sektor,4
ilkokul,Null,Null,ilkokul,Null,ozel sektor,2
lise,Null,Null,lise,Null,kamu,1
universite,Null,kamu,universite,Null,kamu,1
ilkokul,Null,Null,ilkokul,Null,kamu,4
ilkokul,Null,Null,ortaokul,Null,diger,1
ortaokul,Null,Null,lise,Null,ozel sektor,2
lise,Null,Null,ilkokul,Null,diger,3
egitimi yok,Null,Null,ilkokul,Null,Null,0
ortaokul,Null,Null,ilkokul,Null,diger,2
ilkokul,Null,Null,egitimi yok,Null,Null,0
lise,Null,kamu,lise,Null,Null,1
ilkokul,Null,Null,egitimi yok,Null,ozel sektor,2
egitimi yok,Null,Null,lise,Null,Null,3
lise,Null,Null,ilkokul,Null,kamu,4
ilkokul,Null,Null,universite,Null,Null,1
egitimi yok,Null,Null,egitimi yok,Null,Null,0
ilkokul,Null,Null,ilkokul,Null,Null,1
ilkokul,Null,Null,ortaokul,Null,ozel sektor,1
ilkokul,Null,Null,ilkokul,Null,kamu,3
universite,Null,kamu,universite,Null,Null,1
egitimi yok,Null,Null,ilkokul,Null,Null,2
ilkokul,Null,Null,ilkokul,Null,Null,3
egitimi yok,Null,Null,egitimi yok,Null,Null,0
ilkokul,Null,Null,ortaokul,Null,diger,3
ilkokul,Null,Null,ilkokul,Null,Null,1
lise,Null,ozel sektor,ortaokul,Null,ozel sektor,1
ortaokul,Null,ozel sektor,ilkokul,Null,ozel sektor,1
universite,Null,Null,universite,Null,Null,1
ilkokul,Null,diger,ortaokul,Null,Null,3
ilkokul,Null,ozel sektor,ilkokul,Null,ozel sektor,1
ilkokul,Null,Null,ilkokul,Null,Null,1
ortaokul,Null,Null,ortaokul,Null,diger,2
ilkokul,Null,Null,ilkokul,Null,Null,2
universite,Null,kamu,universite,Null,kamu,2
egitimi yok,Null,Null,egitimi yok,Null,Null,0
ilkokul,Null,Null,ortaokul,Null,diger,2
ilkokul,Null,diger,ortaokul,Null,Null,2
ilkokul,Null,Null,lise,Null,kamu,2
ortaokul,Null,Null,ilkokul,Null,ozel sektor,1
ilkokul,Null,Null,ilkokul,Null,ozel sektor,1
ortaokul,Null,Null,universite,Null,ozel sektor,2
ilkokul,Null,Null,ilkokul,Null,Null,1
lise,Null,ozel sektor,universite,Null,ozel sektor,1
ilkokul,Null,Null,ortaokul,Null,Null,2
lise,Null,Null,universite,Null,ozel sektor,1
lise,Null,Null,ilkokul,Null,diger,5
ilkokul,Null,Null,lise,Null,ozel sektor,5
ilkokul,Null,Null,lise,Null,ozel sektor,1
ilkokul,Null,Null,lise,Null,diger,4
lise,Null,Null,ortaokul,Null,Null,1
ilkokul,Null,Null,lise,Null,ozel sektor,2
ortaokul,Null,Null,ortaokul,Null,diger,2
ilkokul,Null,ozel sektor,lise,Null,ozel sektor,3
egitimi yok,Null,Null,ortaokul,Null,Null,1
universite,Null,Null,universite,Null,kamu,0
lise,Null,kamu,universite,Null,ozel sektor,1
ortaokul,Null,Null,ortaokul,Null,Null,2
ilkokul,Null,Null,ilkokul,Null,diger,3
ilkokul,Null,Null,ilkokul,Null,diger,1
ilkokul,Null,Null,ilkokul,Null,ozel sektor,1
ilkokul,Null,Null,ilkokul,Null,Null,2
ilkokul,Null,Null,ilkokul,Null,diger,2
lise,Null,Null,universite,Null,kamu,1
ilkokul,Null,Null,lise,Null,kamu,1
egitimi yok,Null,Null,egitimi yok,Null,Null,0
ilkokul,Null,Null,ilkokul,Null,Null,4
ilkokul,Null,Null,ortaokul,Null,Null,2
lise,Null,Null,lise,Null,Null,0
egitimi yok,Null,Null,ilkokul,Null,Null,0
egitimi yok,Null,Null,egitimi yok,Null,Null,0
ilkokul,Null,Null,lise,Null,ozel sektor,1
ilkokul,Null,Null,ilkokul,Null,ozel sektor,4
lise,Null,kamu,lise,Null,Null,2
egitimi yok,Null,Null,egitimi yok,Null,diger,5
egitimi yok,Null,Null,ilkokul,Null,diger,2
ilkokul,Null,Null,ilkokul,Null,ozel sektor,2
egitimi yok,Null,Null,egitimi yok,Null,Null,0
universite,Null,Null,universite,Null,kamu,1
ilkokul,Null,Null,ilkokul,Null,Null,4
universite,Null,diger,ortaokul,Null,Null,Null
ilkokul,Null,ozel sektor,lise,Null,ozel sektor,1
universite,Null,kamu,universite,Null,kamu,1
ilkokul,Null,Null,ilkokul,Null,Null,5
lise,Null,Null,lise,Null,ozel sektor,2
ilkokul,Null,Null,ilkokul,Null,diger,2
egitimi yok,Null,Null,egitimi yok,Null,Null,1
universite,Null,kamu,lise,Null,ozel sektor,1
lise,Null,ozel sektor,universite,Null,kamu,0
ilkokul,Null,Null,ortaokul,Null,diger,3
universite,Null,Null,ortaokul,Null,ozel sektor,1
lise,Null,diger,lise,Null,kamu,3
