Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri
kadin,2001/03/24,konya,adiyaman
erkek,2000/03/25,bursa,sivas
erkek,1999/01/01,aydin,bursa
kadin,1997/10/16,erzurum,aydin
kadin,1999/07/25,Null,erzurum
kadin,1997/04/28,adana,Null
kadin,1997/04/28,adana,istanbul
kadin,1999/02/09,kahramanmaras,istanbul
kadin,1997/11/14,gaziantep,kahramanmaras
kadin,1998/11/19,sivas,gaziantep
kadin,1997/04/20,batman,istanbul
kadin,1996/01/01,amasya,bursa
kadin,1970/01/01,manisa,ankara
kadin,1970/01/01,mersin,manisa
kadin,2000/06/15,istanbul,mersin
kadin,1998/05/15,isparta,cankiri
kadin,1999/12/13,balikesir,isparta
kadin,1999/03/28,istanbul,kayseri
kadin,1999/06/04,manisa,istanbul
kadin,1999/11/05,elazig,manisa
kadin,2001/08/22,manisa,istanbul
kadin,1997/01/04,hatay,manisa
kadin,1996/08/17,istanbul,istanbul
kadin,2001/01/01,istanbul,kocaeli
kadin,2000/01/01,Null,istanbul
kadin,1999/08/01,kahramanmaras,istanbul
kadin,1998/02/02,istanbul,gaziantep
kadin,1997/02/20,mardin,istanbul
kadin,1998/08/25,istanbul,ankara
kadin,2001/01/05,hakkari,istanbul
kadin,1998/08/01,rize,hakkari
kadin,1998/06/08,aksaray,rize
kadin,2000/08/23,hatay,afyonkarahisar
kadin,1970/01/01,osmaniye,istanbul
kadin,1999/08/20,aksaray,osmaniye
kadin,1998/10/19,manisa,kayseri
kadin,1997/05/15,kahramanmaras,canakkale
kadin,1999/10/07,bursa,kahramanmaras
kadin,1997/01/01,bursa,bursa
kadin,1998/06/05,izmir,sanliurfa
kadin,1999/11/15,istanbul,izmir
kadin,1998/10/01,samsun,istanbul
kadin,1970/01/01,kutahya,samsun
kadin,1996/08/29,diyarbakir,kutahya
kadin,2000/08/14,ankara,diyarbakir
kadin,1999/05/14,sanliurfa,kocaeli
kadin,1970/01/01,istanbul,sanliurfa
kadin,2001/07/09,istanbul,duzce
kadin,1997/11/20,hakkari,istanbul
kadin,2000/08/28,eskisehir,hakkari
kadin,2000/11/09,istanbul,samsun
erkek,1970/01/01,eskisehir,antalya
erkek,1999/04/25,bingol,tekirdag
erkek,1999/10/10,mardin,mersin
erkek,2002/01/01,erzurum,ankara
kadin,1998/10/07,erzincan,erzurum
kadin,1999/04/24,malatya,istanbul
kadin,1996/10/29,mersin,istanbul
kadin,1999/01/04,ankara,Null
kadin,2001/04/16,tekirdag,ankara
kadin,1996/11/18,konya,istanbul
kadin,1999/12/16,kirklareli,istanbul
erkek,1999/06/01,diyarbakir,eskisehir
erkek,2000/06/19,mersin,diyarbakir
kadin,1999/04/15,balikesir,antalya
kadin,1998/01/01,sirnak,balikesir
kadin,1970/01/01,mardin,sirnak
kadin,1999/05/08,van,sirnak
kadin,2000/01/17,mersin,van
kadin,1998/07/08,hatay,gaziantep
kadin,1999/08/04,mardin,hatay
kadin,2000/02/29,sirnak,mardin
kadin,2001/05/27,van,tunceli
kadin,1997/03/13,kahramanmaras,kocaeli
kadin,1999/12/10,hatay,istanbul
kadin,1999/12/10,hatay,istanbul
kadin,2000/11/21,sanliurfa,istanbul
kadin,1997/08/22,istanbul,sanliurfa
kadin,1999/03/03,mus,sakarya
kadin,1997/06/19,istanbul,mus
erkek,1999/09/06,diyarbakir,Null
erkek,1999/01/14,adiyaman,izmir
kadin,2001/08/25,agri,gaziantep
kadin,2000/12/12,Null,agri
kadin,2001/02/10,samsun,Null
erkek,1970/01/01,bursa,istanbul
erkek,1998/01/07,istanbul,bursa
erkek,1970/01/01,karabuk,istanbul
erkek,1999/09/24,nigde,eskisehir
erkek,1998/02/07,istanbul,istanbul
kadin,2000/02/09,Null,istanbul
kadin,1999/02/14,Null,istanbul
kadin,1999/08/22,istanbul,istanbul
kadin,2000/08/26,bursa,istanbul
kadin,2001/09/23,Null,bursa
kadin,1999/08/10,malatya,Null
kadin,1998/09/23,Null,ankara
kadin,2000/03/24,kirklareli,Null
kadin,1996/06/27,adana,istanbul
kadin,2000/10/07,sakarya,izmir
kadin,1996/01/03,samsun,ankara
kadin,1998/09/20,eskisehir,samsun
kadin,1970/01/01,ankara,ankara
kadin,1998/05/10,mus,ankara
kadin,2000/11/10,Null,van
Null,1970/01/01,ankara,Null
kadin,1999/02/05,konya,ankara
kadin,1999/08/30,malatya,istanbul
kadin,2000/01/18,istanbul,malatya
kadin,1998/10/12,kayseri,nigde
kadin,2000/12/10,samsun,aydin
kadin,1999/07/26,tekirdag,bartin
kadin,2000/01/08,ankara,ankara
kadin,1998/06/05,izmir,mersin
kadin,2000/04/01,manisa,istanbul
kadin,1970/01/01,adana,istanbul
kadin,1970/01/01,cankiri,adana
kadin,1996/02/07,Null,ankara
erkek,1999/05/04,malatya,Null
erkek,1970/01/01,antalya,malatya
erkek,2000/05/29,antalya,antalya
kadin,1970/01/01,Null,antalya
erkek,1999/02/24,Null,Null
erkek,1998/04/09,rize,Null
erkek,1970/01/01,mardin,rize
kadin,1996/10/16,kahramanmaras,mardin
kadin,2000/09/30,konya,gaziantep
kadin,1998/04/01,erzurum,antalya
kadin,1970/01/01,istanbul,mugla
kadin,2000/02/28,ordu,istanbul
kadin,1970/01/01,van,diyarbakir
kadin,1997/06/10,sirnak,van
kadin,1997/05/27,kirklareli,sirnak
kadin,1997/03/12,hatay,istanbul
kadin,1999/10/07,mus,izmir
kadin,1997/02/22,bursa,malatya
kadin,2000/06/15,elazig,Null
kadin,1999/05/19,canakkale,elazig
kadin,2001/10/19,samsun,canakkale
erkek,1970/01/01,aydin,istanbul
kadin,1999/02/05,kahramanmaras,aydin
kadin,1999/03/19,ankara,kahramanmaras
kadin,2000/11/02,antalya,ankara
kadin,1999/05/08,balikesir,antalya
kadin,2001/01/17,kayseri,balikesir
erkek,1999/09/04,diyarbakir,gaziantep
erkek,1996/11/27,elazig,diyarbakir
erkek,1999/09/19,diyarbakir,elazig
erkek,1998/07/19,Null,diyarbakir
erkek,1998/04/01,mardin,Null
erkek,1999/10/17,afyonkarahisar,diyarbakir
erkek,2000/04/21,ankara,kocaeli
erkek,1999/10/02,manisa,ankara
erkek,1970/01/01,erzurum,isparta
erkek,1998/03/03,mersin,istanbul
erkek,1970/01/01,agri,mersin
erkek,2000/10/18,nevsehir,izmir
erkek,1999/05/05,gaziantep,istanbul
erkek,2001/06/20,Null,gaziantep
erkek,1999/11/02,istanbul,Null
erkek,1997/01/06,ankara,sakarya
erkek,2001/09/13,malatya,ankara
erkek,2000/02/16,kayseri,istanbul
erkek,2000/01/10,balikesir,karaman
erkek,1998/01/07,ankara,izmir
erkek,1998/03/12,isparta,adana
erkek,1999/10/16,istanbul,isparta
erkek,1998/12/21,samsun,istanbul
erkek,1997/10/05,nigde,zonguldak
erkek,2001/02/28,Null,nigde
erkek,1998/02/11,tekirdag,Null
erkek,2000/09/02,sanliurfa,kocaeli
erkek,1999/09/29,isparta,izmir
erkek,1998/02/05,siirt,istanbul
kadin,1996/01/18,adana,siirt
kadin,1998/08/12,trabzon,adana
erkek,1999/04/20,gaziantep,istanbul
erkek,1997/06/20,sanliurfa,istanbul
erkek,1998/10/20,Null,sanliurfa
erkek,1998/07/07,sivas,Null
erkek,1997/09/13,konya,nigde
erkek,1997/07/01,hakkari,antalya
erkek,1997/11/01,agri,hakkari
erkek,1970/01/01,diyarbakir,agri
erkek,1999/12/25,sirnak,istanbul
erkek,2001/09/05,istanbul,sirnak
erkek,2000/04/22,erzincan,istanbul
erkek,2001/09/26,konya,samsun
erkek,2000/08/12,tokat,konya
erkek,2000/01/23,izmir,bursa
erkek,1998/09/22,diyarbakir,izmir
erkek,1997/02/01,corum,erzincan
erkek,1999/10/29,agri,corum
erkek,1970/01/01,agri,agri
erkek,2001/04/23,mersin,bursa
erkek,1999/09/09,diyarbakir,mersin
erkek,1996/05/08,kutahya,diyarbakir
erkek,1970/01/01,siirt,elazig
erkek,1997/03/08,gaziantep,mardin
erkek,2001/03/09,Null,izmir
erkek,1999/01/21,izmir,Null
erkek,2000/01/01,afyonkarahisar,nevsehir
erkek,1970/01/01,nevsehir,afyonkarahisar
erkek,1998/08/15,kocaeli,istanbul
erkek,1970/01/01,sanliurfa,batman
erkek,1970/01/01,gaziantep,sanliurfa
erkek,1997/11/15,mardin,gaziantep
erkek,2000/10/29,adiyaman,sanliurfa
erkek,1998/03/27,afyonkarahisar,istanbul
erkek,1999/11/23,kayseri,afyonkarahisar
erkek,1999/08/17,isparta,aksaray
erkek,1998/07/20,malatya,antalya
erkek,1999/09/01,istanbul,malatya
erkek,1970/01/01,malatya,istanbul
erkek,1970/01/01,sanliurfa,istanbul
erkek,2001/03/21,denizli,istanbul
erkek,2000/06/05,konya,denizli
erkek,1998/11/15,istanbul,konya
erkek,1999/05/31,diyarbakir,istanbul
erkek,2000/03/04,gumushane,istanbul
erkek,2000/08/21,adana,istanbul
erkek,2000/02/05,adana,ankara
erkek,1970/01/01,Null,ankara
erkek,1970/01/01,agri,hatay
erkek,1998/11/21,samsun,agri
erkek,2000/04/04,istanbul,tekirdag
erkek,1998/08/28,sakarya,istanbul
kadin,1998/09/26,Null,balikesir
kadin,1999/01/23,Null,Null
kadin,2000/01/01,antalya,samsun
kadin,1998/06/06,adana,istanbul
kadin,1999/01/11,izmir,istanbul
kadin,1999/06/12,tekirdag,ankara
kadin,1996/01/24,adana,istanbul
kadin,2000/01/19,istanbul,istanbul
erkek,1998/04/16,ankara,yalova
erkek,1970/01/01,kutahya,ankara
erkek,1970/01/01,ankara,istanbul
erkek,1996/03/15,Null,kayseri
kadin,1999/09/12,kayseri,gaziantep
kadin,2000/03/11,mersin,kayseri
kadin,2000/09/28,ankara,istanbul
kadin,2001/01/18,trabzon,ankara
kadin,2000/09/25,aydin,trabzon
kadin,1998/04/18,bursa,ankara
kadin,1970/01/01,kahramanmaras,bursa
kadin,1999/03/24,izmir,kahramanmaras
kadin,1999/04/29,elazig,ankara
kadin,1970/01/01,aydin,elazig
kadin,2000/06/21,istanbul,aydin
kadin,1998/08/04,mugla,istanbul
kadin,2000/02/05,mus,istanbul
kadin,2000/06/06,konya,izmir
kadin,2002/01/04,tekirdag,istanbul
kadin,2000/07/23,kirikkale,istanbul
kadin,2000/08/16,mersin,aksaray
kadin,1997/05/26,Null,mersin
Null,Null,ankara,istanbul
kadin,1999/07/20,istanbul,izmir
kadin,1999/07/18,aydin,istanbul
kadin,1999/01/01,eskisehir,aydin
kadin,2000/01/01,gaziantep,eskisehir
kadin,2000/09/12,aydin,gaziantep
kadin,1997/05/26,trabzon,eskisehir
Null,Null,Null,istanbul
kadin,1998/11/16,bursa,Null
kadin,1997/01/08,mersin,istanbul
kadin,2000/05/12,nigde,mersin
kadin,2000/07/07,samsun,istanbul
kadin,1998/01/01,ankara,ankara
kadin,1997/06/09,istanbul,erzurum
erkek,1996/04/18,adana,ankara
kadin,2000/12/05,bingol,antalya
erkek,1999/10/13,Null,Null
kadin,1998/04/28,usak,Null
kadin,2001/09/01,Null,istanbul
erkek,1998/04/15,denizli,Null
kadin,1999/11/20,rize,denizli
erkek,1999/07/17,izmir,rize
erkek,1996/12/10,izmir,istanbul
erkek,1999/03/06,tokat,istanbul
kadin,1970/01/01,mersin,bilecik
kadin,1998/01/27,eskisehir,istanbul
kadin,1997/10/08,istanbul,denizli
kadin,1999/10/02,bursa,istanbul
kadin,1997/11/10,istanbul,bursa
kadin,1970/01/01,mersin,istanbul
kadin,Null,erzurum,mersin
kadin,1998/01/15,izmir,tokat
kadin,2000/01/08,izmir,istanbul
kadin,2000/10/13,denizli,izmir
kadin,1970/01/01,erzincan,denizli
erkek,1999/02/23,aydin,ankara
erkek,1999/11/01,van,istanbul
erkek,2001/12/27,agri,istanbul
erkek,2001/05/11,Null,agri
kadin,1996/07/19,ankara,Null
erkek,2001/01/01,osmaniye,ankara
kadin,1998/02/08,konya,osmaniye
kadin,1999/08/24,adana,konya
kadin,1999/01/01,batman,adana
kadin,1998/06/08,kayseri,batman
erkek,2001/04/14,agri,nigde
erkek,1998/01/04,bursa,agri
kadin,2002/01/01,bursa,istanbul
kadin,1998/01/17,istanbul,bursa
kadin,2001/01/30,kayseri,Null
kadin,1997/04/09,samsun,kayseri
kadin,1998/03/19,istanbul,samsun
kadin,2000/12/06,mugla,istanbul
kadin,1999/05/24,istanbul,mugla
kadin,1999/11/12,hatay,istanbul
kadin,1998/06/19,istanbul,istanbul
kadin,1997/01/01,mugla,istanbul
kadin,2000/03/02,canakkale,mugla
kadin,2000/03/01,sanliurfa,canakkale
kadin,1998/02/17,manisa,sanliurfa
kadin,1970/01/01,eskisehir,manisa
kadin,2000/02/09,istanbul,kayseri
kadin,1998/06/19,istanbul,istanbul
kadin,2000/01/01,aydin,istanbul
kadin,1998/02/19,izmir,aydin
kadin,2001/10/22,istanbul,izmir
kadin,1996/06/19,mersin,istanbul
kadin,1998/10/10,gaziantep,gaziantep
kadin,1997/10/11,kirklareli,gaziantep
kadin,1997/03/25,istanbul,istanbul
kadin,1999/10/01,istanbul,ankara
kadin,1999/02/18,malatya,istanbul
kadin,1998/07/04,kayseri,mugla
kadin,2000/05/17,mersin,kayseri
kadin,2000/04/26,balikesir,mersin
kadin,1998/11/20,istanbul,konya
kadin,2000/06/12,ankara,istanbul
kadin,2000/12/14,zonguldak,istanbul
kadin,1997/06/23,izmir,zonguldak
kadin,1997/08/12,osmaniye,antalya
kadin,1970/01/01,osmaniye,ankara
kadin,1970/01/01,denizli,istanbul
kadin,1999/08/17,bursa,eskisehir
kadin,2000/10/21,ankara,istanbul
kadin,1970/01/01,Null,istanbul
kadin,1999/05/10,izmir,Null
kadin,2000/11/24,ankara,kocaeli
kadin,2000/08/26,izmir,ankara
kadin,1997/05/20,izmir,izmir
kadin,1998/03/23,izmir,tekirdag
kadin,1998/08/04,kocaeli,izmir
kadin,1998/06/02,isparta,eskisehir
kadin,1970/01/01,izmir,istanbul
kadin,1970/01/01,izmir,izmir
kadin,1998/12/14,ankara,istanbul
kadin,1998/04/03,Null,istanbul
kadin,1997/07/20,istanbul,Null
kadin,1998/06/17,bilecik,istanbul
kadin,1998/01/31,kilis,istanbul
kadin,1970/01/01,kayseri,istanbul
kadin,1998/11/14,sakarya,mersin
kadin,1998/08/08,izmir,canakkale
kadin,1996/12/05,afyonkarahisar,istanbul
kadin,1970/01/01,istanbul,izmir
kadin,1996/11/04,duzce,istanbul
kadin,2001/10/25,kayseri,ankara
kadin,1970/01/01,sivas,kayseri
kadin,1999/03/27,istanbul,istanbul
kadin,1998/11/02,gaziantep,kars
kadin,2000/03/31,istanbul,gaziantep
kadin,2000/10/17,izmir,izmir
kadin,1997/08/22,antalya,izmir
kadin,2000/04/24,sinop,antalya
kadin,1999/01/16,istanbul,samsun
kadin,1998/04/28,istanbul,tekirdag
kadin,2000/09/08,antalya,antalya
kadin,1970/01/01,hatay,antalya
kadin,1998/08/19,izmir,hatay
kadin,1997/03/25,yozgat,aydin
kadin,2000/07/19,elazig,sakarya
kadin,1999/06/16,bursa,istanbul
erkek,1999/01/01,ankara,antalya
erkek,1998/07/06,kayseri,ankara
erkek,1998/12/07,Null,istanbul
kadin,2001/01/08,istanbul,ankara
belirtmek istemiyorum,2020/03/05,istanbul,istanbul
kadin,1998/03/10,istanbul,istanbul
erkek,1999/09/07,ankara,istanbul
erkek,1996/02/02,sanliurfa,sirnak
erkek,2000/06/30,afyonkarahisar,istanbul
erkek,1997/08/19,erzincan,ankara
erkek,2001/09/01,adiyaman,istanbul
erkek,1970/01/01,van,istanbul
kadin,1998/04/20,istanbul,istanbul
kadin,1999/05/15,istanbul,istanbul
kadin,1998/11/25,trabzon,kocaeli
erkek,1998/02/05,van,ankara
erkek,1998/10/23,ordu,bursa
kadin,2000/10/07,gaziantep,ordu
erkek,2000/02/01,Null,bursa
erkek,1998/10/01,adana,Null
erkek,1996/12/10,kutahya,adana
erkek,2000/03/07,agri,izmir
erkek,1998/03/18,ankara,istanbul
erkek,1999/04/28,Null,ankara
erkek,1998/09/12,sanliurfa,Null
erkek,2000/09/10,gaziantep,hatay
erkek,1998/12/01,balikesir,gaziantep
erkek,1998/01/05,hatay,balikesir
erkek,1970/01/01,denizli,istanbul
erkek,1999/05/23,aksaray,balikesir
erkek,1970/01/01,izmir,aksaray
erkek,1998/08/03,izmir,istanbul
erkek,1998/07/26,ankara,izmir
erkek,1999/02/16,tekirdag,tekirdag
erkek,1998/03/19,izmir,bursa
erkek,2002/01/26,sanliurfa,istanbul
erkek,1970/01/01,konya,sanliurfa
erkek,2001/06/06,istanbul,konya
erkek,1999/02/01,istanbul,istanbul
erkek,1970/01/01,konya,tokat
erkek,1998/01/26,istanbul,konya
erkek,1999/08/01,yozgat,istanbul
erkek,1970/01/01,Null,istanbul
erkek,1999/09/22,karaman,siirt
erkek,1999/10/07,Null,istanbul
erkek,1998/07/14,istanbul,Null
erkek,1996/01/01,kutahya,istanbul
erkek,2000/08/02,samsun,bursa
erkek,2000/01/10,artvin,samsun
kadin,1999/08/24,adana,artvin
erkek,1998/05/15,mardin,istanbul
kadin,1998/10/29,adana,mardin
erkek,1998/09/20,mardin,istanbul
kadin,1970/01/01,diyarbakir,konya
kadin,1997/11/18,ankara,diyarbakir
belirtmek istemiyorum,1970/01/01,istanbul,hatay
erkek,2000/09/02,istanbul,kocaeli
erkek,2001/01/03,balikesir,Null
erkek,2000/04/16,bursa,istanbul
erkek,1998/06/03,tekirdag,istanbul
erkek,1970/01/01,izmir,antalya
erkek,1997/05/26,rize,izmir
erkek,2001/05/11,istanbul,istanbul
erkek,1999/08/02,adiyaman,istanbul
erkek,1998/06/13,istanbul,ankara
kadin,1996/09/28,hakkari,istanbul
kadin,1999/05/25,bitlis,antalya
kadin,1999/02/26,ardahan,bitlis
kadin,1999/12/03,Null,Null
kadin,1999/08/04,mersin,Null
kadin,1998/07/15,hatay,mersin
kadin,1999/04/15,Null,istanbul
kadin,2001/06/15,tekirdag,istanbul
kadin,1999/11/06,samsun,tekirdag
kadin,1996/01/28,yozgat,samsun
kadin,1970/01/01,Null,istanbul
kadin,1970/01/01,Null,Null
kadin,1970/01/01,bitlis,Null
kadin,1970/01/01,tokat,bitlis
erkek,1998/01/26,kocaeli,istanbul
erkek,2000/01/12,istanbul,malatya
erkek,1997/12/19,konya,bingol
erkek,1970/01/01,tokat,konya
erkek,1999/01/15,gaziantep,tokat
erkek,1996/08/15,istanbul,gaziantep
erkek,1996/02/16,tekirdag,kocaeli
erkek,1996/02/16,istanbul,istanbul
erkek,2000/01/04,van,istanbul
erkek,1999/01/13,adana,van
erkek,2000/12/22,istanbul,istanbul
erkek,2000/01/04,istanbul,istanbul
erkek,2001/01/01,hatay,istanbul
erkek,2001/09/14,ankara,istanbul
erkek,1997/01/01,istanbul,istanbul
belirtmek istemiyorum,1999/09/27,kahramanmaras,istanbul
erkek,2001/12/09,istanbul,istanbul
erkek,2000/01/01,istanbul,istanbul
kadin,1970/01/01,Null,istanbul
kadin,2000/10/15,diyarbakir,Null
kadin,2001/01/15,adiyaman,diyarbakir
kadin,2000/05/18,izmir,istanbul
erkek,1997/02/15,eskisehir,istanbul
erkek,2001/04/16,kirsehir,izmir
erkek,1996/01/04,aydin,giresun
kadin,1970/01/01,ankara,istanbul
erkek,2000/02/20,Null,ankara
erkek,2000/02/20,sirnak,Null
erkek,1996/06/26,mus,hakkari
erkek,1996/07/04,Null,tekirdag
kadin,1998/10/19,mersin,adana
kadin,1998/08/25,malatya,mersin
kadin,2001/01/14,mersin,elazig
kadin,2000/09/05,antalya,hatay
kadin,1970/01/01,nevsehir,istanbul
erkek,1999/10/21,hatay,nevsehir
erkek,1970/01/01,aksaray,hakkari
erkek,1997/01/30,kirklareli,adana
erkek,1970/01/01,ankara,istanbul
erkek,2000/01/16,trabzon,ankara
erkek,1998/10/05,izmir,istanbul
erkek,1998/07/18,mardin,izmir
erkek,1999/06/06,istanbul,mardin
erkek,1998/01/01,Null,istanbul
erkek,2001/01/05,istanbul,Null
erkek,1999/07/10,konya,istanbul
erkek,1996/06/12,kastamonu,konya
erkek,1970/01/01,nevsehir,kastamonu
erkek,2001/09/04,gaziantep,erzurum
erkek,1998/12/31,rize,antalya
erkek,1998/02/28,ankara,batman
erkek,1998/06/30,trabzon,istanbul
erkek,1998/09/16,Null,istanbul
erkek,1998/01/07,ankara,Null
erkek,1999/02/17,karabuk,bursa
erkek,2000/01/01,Null,istanbul
erkek,2000/04/25,ankara,Null
erkek,2001/02/08,aydin,ankara
erkek,2001/07/08,istanbul,ankara
erkek,1999/08/17,istanbul,istanbul
erkek,2001/03/22,diyarbakir,istanbul
Null,2001/05/01,Null,diyarbakir
erkek,1999/07/15,sakarya,Null
erkek,1999/04/16,adana,sakarya
erkek,1970/01/01,denizli,osmaniye
erkek,1997/05/20,istanbul,Null
erkek,1970/01/01,kastamonu,istanbul
erkek,2000/06/13,istanbul,kastamonu
erkek,2000/09/18,balikesir,istanbul
erkek,2001/02/18,antalya,istanbul
kadin,1996/01/18,samsun,antalya
kadin,2000/08/01,mardin,samsun
kadin,1970/01/01,eskisehir,mersin
kadin,1998/02/01,batman,eskisehir
kadin,2000/06/04,kilis,batman
kadin,1999/03/06,mersin,ankara
kadin,1997/04/01,hakkari,Null
kadin,1999/04/17,istanbul,Null
kadin,1999/11/20,hatay,istanbul
kadin,1999/03/01,kars,hatay
erkek,1998/06/24,Null,kars
kadin,2001/12/25,mardin,Null
kadin,1998/05/18,istanbul,istanbul
kadin,1999/09/07,mersin,ankara
erkek,1997/01/25,konya,corum
erkek,2001/07/02,ankara,ankara
erkek,1997/09/30,Null,ankara
erkek,1970/01/01,tokat,eskisehir
erkek,1998/01/14,Null,izmir
Null,1970/01/01,izmir,Null
erkek,1997/07/12,kocaeli,ankara
erkek,2000/05/30,kirsehir,ankara
erkek,1999/09/03,istanbul,kirsehir
kadin,1970/01/01,trabzon,istanbul
kadin,1998/01/07,adana,sakarya
kadin,2000/01/02,Null,izmir
kadin,1998/07/06,mersin,Null
kadin,1998/01/01,Null,istanbul
kadin,2000/04/11,kars,Null
kadin,1999/08/09,aksaray,manisa
kadin,1970/01/01,tekirdag,istanbul
kadin,1997/06/24,istanbul,Null
kadin,1998/01/19,Null,istanbul
kadin,1999/06/17,istanbul,Null
kadin,1998/07/03,balikesir,istanbul
kadin,1970/01/01,kirikkale,balikesir
kadin,1970/01/01,istanbul,giresun
kadin,2000/05/15,bolu,elazig
kadin,1970/01/01,batman,bolu
kadin,1996/02/08,kocaeli,antalya
kadin,2000/04/02,Null,istanbul
kadin,1999/08/16,agri,Null
kadin,1999/08/20,adana,agri
kadin,1996/07/02,nevsehir,mersin
kadin,1997/04/22,corum,istanbul
kadin,1998/07/13,ankara,kocaeli
kadin,1998/09/09,rize,istanbul
kadin,1999/04/20,mardin,istanbul
kadin,1998/07/22,bolu,istanbul
kadin,2001/01/02,istanbul,bolu
kadin,2000/07/29,Null,istanbul
kadin,1970/01/01,Null,Null
kadin,1998/12/01,hatay,Null
kadin,1997/08/27,istanbul,hatay
kadin,2000/10/26,gaziantep,bursa
kadin,1998/10/09,kirikkale,gaziantep
kadin,1998/06/17,aydin,kirikkale
kadin,2001/01/25,agri,istanbul
kadin,2000/10/04,adana,agri
kadin,1998/05/05,kars,adana
kadin,1997/02/19,mardin,istanbul
kadin,1970/01/01,tokat,batman
kadin,1997/10/11,istanbul,istanbul
kadin,1997/10/14,ankara,istanbul
kadin,1998/03/20,kahramanmaras,istanbul
erkek,2000/02/28,ardahan,zonguldak
erkek,2000/05/28,Null,ardahan
erkek,2001/10/24,Null,Null
erkek,1999/04/25,ankara,istanbul
erkek,1999/10/30,izmir,ankara
kadin,1996/06/04,istanbul,antalya
kadin,2001/07/31,antalya,istanbul
kadin,2001/02/07,hatay,antalya
kadin,1970/01/01,samsun,hatay
kadin,2000/08/28,izmir,ankara
erkek,1970/01/01,ankara,izmir
erkek,1997/02/05,gaziantep,ankara
kadin,1999/08/30,izmir,Null
kadin,1997/11/16,kirikkale,izmir
erkek,1999/06/06,denizli,istanbul
kadin,1996/06/16,batman,denizli
kadin,2001/03/09,istanbul,batman
erkek,1999/11/20,sirnak,izmir
erkek,1999/08/07,gaziantep,istanbul
erkek,2000/08/13,kahramanmaras,sakarya
erkek,2000/08/19,mersin,kahramanmaras
erkek,1998/05/05,denizli,istanbul
erkek,1998/10/11,mardin,denizli
erkek,1998/07/06,bursa,elazig
erkek,1970/01/01,tokat,istanbul
erkek,1998/10/19,mardin,tokat
erkek,1970/01/01,Null,mardin
erkek,1970/01/01,manisa,Null
erkek,1970/01/01,sanliurfa,manisa
erkek,1998/05/05,konya,sivas
erkek,1970/01/01,sanliurfa,kocaeli
erkek,1999/03/28,kahramanmaras,adana
erkek,2000/03/30,istanbul,istanbul
erkek,2000/09/04,ankara,istanbul
kadin,2000/07/01,hakkari,istanbul
erkek,1999/01/01,mardin,Null
erkek,1999/12/23,sanliurfa,adana
erkek,1970/01/01,diyarbakir,nevsehir
erkek,1970/01/01,van,van
kadin,1999/01/05,antalya,canakkale
kadin,1998/01/01,kahramanmaras,eskisehir
belirtmek istemiyorum,2002/02/14,erzurum,kahramanmaras
kadin,1996/05/24,erzurum,erzurum
erkek,2001/01/24,Null,istanbul
kadin,1970/01/01,yozgat,Null
erkek,2000/08/08,Null,istanbul
erkek,1997/07/04,diyarbakir,Null
erkek,1970/01/01,mardin,diyarbakir
erkek,1998/03/12,izmir,mardin
erkek,1970/01/01,mus,izmir
erkek,1998/08/04,diyarbakir,izmir
erkek,1997/08/31,ardahan,diyarbakir
kadin,1998/12/05,sakarya,eskisehir
erkek,1999/11/07,izmir,mardin
erkek,1996/04/15,sirnak,isparta
erkek,1970/01/01,antalya,sirnak
erkek,1999/08/02,istanbul,istanbul
erkek,2000/03/01,balikesir,izmir
erkek,1999/10/28,adiyaman,balikesir
erkek,1999/03/07,Null,adiyaman
erkek,1970/01/01,sanliurfa,Null
erkek,1999/10/29,Null,istanbul
erkek,1970/01/01,kirikkale,Null
erkek,1998/03/05,batman,corum
erkek,1998/05/01,mardin,ankara
erkek,1997/09/05,gaziantep,izmir
erkek,2001/07/16,istanbul,gaziantep
erkek,1999/04/17,kahramanmaras,afyonkarahisar
erkek,2001/05/22,mardin,mugla
erkek,2000/05/21,sanliurfa,mardin
erkek,2000/12/18,sanliurfa,ankara
erkek,1998/08/05,mersin,sanliurfa
erkek,1996/04/02,konya,istanbul
erkek,2001/01/22,hatay,konya
erkek,2000/02/09,Null,hatay
erkek,1998/01/20,denizli,istanbul
erkek,1997/06/17,Null,denizli
erkek,1970/01/01,adana,Null
erkek,1998/07/14,eskisehir,adana
erkek,2000/03/02,giresun,bilecik
erkek,1998/03/21,diyarbakir,Null
erkek,1997/10/16,sinop,istanbul
erkek,2001/07/05,mardin,sinop
erkek,1999/02/01,diyarbakir,istanbul
erkek,1970/01/01,sirnak,istanbul
erkek,1970/01/01,kahramanmaras,konya
erkek,2000/01/08,Null,istanbul
erkek,2001/12/19,mersin,Null
erkek,1998/07/28,agri,mersin
erkek,1970/01/01,diyarbakir,agri
erkek,1970/01/01,izmir,mus
erkek,1970/01/01,balikesir,istanbul
erkek,1997/09/09,gaziantep,balikesir
erkek,2001/01/18,izmir,gaziantep
erkek,1970/01/01,diyarbakir,aydin
Null,Null,Null,van
erkek,1999/07/22,hatay,Null
erkek,2000/02/28,istanbul,hatay
erkek,2000/04/27,denizli,ankara
erkek,2000/07/14,hatay,denizli
erkek,1996/08/21,Null,hatay
erkek,1996/03/04,manisa,istanbul
erkek,2000/09/03,kutahya,manisa
erkek,1999/01/29,kutahya,yalova
