Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?
1,turkiyenin tek tescilli ogrenci kulubu- bilkent marka kulubu,1,bireysel,1,losev,1,1,bir arkadasim ile beraber 4 ay once stajyer arayan ogrencilerle staj arayan firmalari bulusturan stajim.net isimli bir ilan platformu kurduk. stajim.neti kurmada amacimiz belli bir alanda ozellesmis olmasi nedeniyle ogrencilere kolaylik saglamak. sitemiz su an sirketlerden ilan alarak sistem olarak calisir durumda. gunde 2000den fazla tekil ziyaretci aliyor ve sosyal aglarda 30.000den fazla ogrenci siteyi takip ediyor. 2 kisi olarak hicbir reklam yapmadan ve yatirim almadan bu kadar ogrenciye ulasmayi basardik. ve bunu surdurulebilir olarak devam ettirerek; bu platformu staj alaninda en cok kullanilan platform haline getirmek istiyoruz.
1,girisimci gencler kulubu,1,kaptan,1,insan haklari dernegi,1,0,Null
1,"tawa, vkv koc ozel lisesi interact, adp, tedxsabanciuniversity, sudosk",1,bireysel,1,tema,1,0,Null
1,tobb etu endustri ve verimlilik toplulugu,1,bireysel,1,"losev, ilkyar",1,0,Null
1,ku gonulluleri,1,bireysel,1,aiesec,1,0,Null
1,"uluslararasi medya ve uyanis toplulugu baskan yardimciligi2013-2014, tarih ve kultur toplulugu baskani2014-halen,",1,kaptan,1,elsathe european law students association avrupali genc,1,1,"girisimcilige ilk olarak lisede basladigimi hatirliyorum.2010 yilinin yaz aylarinda japonca kursuna gitmekteydim.2010 yili japonyada turk yili olarak ilan edilmisti. japonya ile temasimizi guclendirmek ve dostane iliskileri gelistirmek adina aydinda bir avmde 5 gun boyunca japonyanin ankara buyukelciligi ile birlikte japon kultur gunleri duzenlenmesini sagladim.tum kurs ogrencileri ve turkiyedeki japonlarla, japon kulturune ait manga,zori,japonca dovmeler,kimono ve yukatalarin getirilmesi,temsili japonca ogrenimi gibi etkinlikler duzenledik. avrupada yilin en yaratici yarismasi odulunu alan asamali bir bicimde ilerleyen ozyegin universitesi hayatimin oyunu yarismasiyla yuzde yuz egitim bursuna hak kazandim.yarismanin juri uyeleri ozyegin universitesi mutevelli heyeti baskani husnu ozyegin olmak uzere, ozu kurucu rektoru prof. dr. erhan erkut, etohum kurucusu burak buyukdemir, 4129 ajans baskani alemsah ozturk, kth event agency sosyal medya departmani yoneticisi ve ozu bilgisayar muhendisligi ogrencisi begum tokuyucu ile girisim fabrikasi program sorumlusu murat tortopoglu idi. gecen yil vakfinizin essiz bir calismasi olan fellow programiniza basvurdum.fellow 100deydim.final sonrasi talihsiz bir bicimde elendigimin haberini aldim . fakat girisimci pes etmez prensibiyle tekrar sizinle beraberim :. sisli rotary ekinoks seri girisimcilik seminerine katildim. sina afra , hakan bas , nevzat aydin gibi degerli isimlerden ilham alma imkanina sahip oldum."
1,"uluslararasi medya ve uyanis toplulugubaskan yardimciligi2013-2014, tarih ve kultur toplulugu baskani2014- devam ediyor",1,kaptan,1,elsa-european law students association-akademik etkinlikler direktoru,1,1,"gecen yil girisimcilik vakfi fellow 100e secildim. bu yil tutkulu bir bicimde sizlerle olmak istiyorum : girisim savascisi programina kabul edildim. fakat secilmenin yalnizca odenen ucreti dusurdugunu ogrenince mali durumum elvermedigi icin o programa dahil olamadim. avrupada yilin en yaratici platform kullanimi ve en yaratici etkilesim tasarimi odulu sahibi girisimci bir yarisma olan hayatimin oyunu yarismasinda egitim bursu ve staj hakki kazandim.juriler arasinda :ozyegin universitesi mutevelli heyeti baskani husnu ozyegin,ozyegin universitesi kurucu rektoru erhan erkut,4129 dijital ajans kurucusu alemsah ozturk,etohum kurucusu burak buyukdemir,synopsis kurucusu selcuk kiper,ozyegin universitesi bilgisayar muhendisligi ogrencisi begum tokuyucu bulunmaktaydi. sisli rotarynin duzenledigi, konuklarin sina afra,hakan bas,nevzat aydin,aydonat atasever gibi isimlerin oldugu ekinoks seri girisimcilik seminerine katildim. ayrica turkiye inovasyon haftasinda katilimciydim. 2010 yilinda lise ogrencisiyken japonyanin ankara buyukelciligi ile goruserek aydin ilinde japonca kursunun acilmasina on ayak aldim. 3 aylik kurs sonunda temel duzeyde japonca ogrendik. 2010 yili japonyada turk yiliydi.dostane bir cevap olmasi icin aydinda japon buyukelciligi ile goruserek getirttigimiz materyallerle bir avmde iki gun boyunca japon arkadaslarimizin katilimiyla turk-japon dostlugu kultur gunleri duzenledik.insanlara japonca dovmeler yaptik,japon cizgiromani olan mangalari sattik. kimino ve yukata ile fotograf cekimi gerceklestirdik. temsili olarak 1 dakikada japon ogren projesini gerceklestirdik. japon kulturune ait aksesuarlari getirdik."
1,ozyegin girisimcilik,0,yok,1,yenibirlider dernegi,1,1,"bus 102-entrepreneurship kapsaminda bir donem boyunca, grubumla is fikri gelistirip, business plan yazarak juriye sunduk. ayrica, endeavor casecampus fellowu olarak business model kanvas uzerine egitimlere katildim. is modeli gelistirmek uzere toplantilara katildim."
1,yeditepe universitesi folklor klubu,0,yok,1,tema,1,1,lisede cok girisimci faliyetlerde bulundum
1,yahut yasar universitesi hukuk toplulugu,1,bireysel,1,"rotaract ,aegee,elsa",1,1,"benim ruhum girisimci gecen yil, bu kavrami buraya basvurup son 100e kaldiktan sonra elenince trajik bir sekilde ogrenmistim ama simdi kendime baktigimda , dusunme tarzim tamamen bunun uzerine. ama ozel okulda okuyan bir hukuk ogrencisi oldugum icin dersleri gecme kaygisi o kadar baskin oluyor ki bir kitabi okumaya basladigimda bir kisinin hayatini arastirmaya basliyorum, sonra yasadigi yerleri, sonra o yerin baska ozelliklerini, okulunun mimarisini falan ogreniyorum , ama bunlar maalesef not ortalamasina etki etmiyor :d hukuk kitaplarindaki adamlarin yaptigi yolculuklari biliyorum mesela, gecirdikleri hastaliklari... , bunu asip bir seyler uretmem icin size ihtiyacim var. sizin de bana ihtiyaciniz varbi deneyin derim :d ."
1,"bilkent association for computing machinery, bilkent inovatif internet toplulugu, gazetebilkent",1,kaptan,0,Null,1,1,"eger bir kulup kurmak veya hic yapilmamis etkinliklere baslayip onlarin her sene gerceklesen birer rituele donusmesi girisimcilik ise, bu konuda deneyimlerim var demektir. yukarida da bahsettigim gibi; iki toplulugun bilkente kazandirilmasinda rol aldim ayni zamanda da grisimcilik zirvesi, case inovatif ve medya zirvesi gibi devamlari getirilen ve gercekten sadece bilkent degil ankaradaki ogrencilere katkida bulunan etkinliklerin koordinatorlugunu ve gorevlerini ustlendim."
1,ieee ve tegv,1,kaptan,1,turkiye egitim gonulluleri vakfi tegv,1,0,Null
1,ginova,1,bireysel,1,seferihisar gonullu takimi,1,1,"-sosyal girisimcilik faaliyetleri, -uzun donem aile isletmesinde girimcilik faaliyetleri, -girisimlik kurs, egitim ve sertifika programlari."
1,bahcesehir universitesi isletme ve pazarlama kulubu,0,yok,1,young guru academy,1,0,Null
1,girisimci muhendis ve mimarlar klubu,1,kaptan,1,tema vakfi,1,1,kucukken sakiz satmistim. sanirim 7 8 yaslarindaydim. sakizlarin yarisini kendim cignedigim icin pek kar edememistim. ayrica 19 yasindayken amcamin yogurt fabrikasinda calistim.muhasebe ve gelir gider kontrolunu yapiyordum. ayrica yogurt uretim makinesini temizleme gorevi de bana aitti.
1,yeditepe universitesi isletme kulubu yumac yumactive member,1,bireysel,0,Null,1,0,Null
1,kadir has universitesi girisimci inovatif liderler toplulugu,1,kaptan,1,1907 unifeb,1,0,Null
1,beykent uni isletme klubu,1,bireysel,1,"losev, kadin cinayetlerini durduracagiz platformu, morcati",1,1,liderlik benim icin onemli bir nitelik liderlikle ilgilu sorumluluk bilincindeyim bir liderin her seyle ilgili bilgisinin olmasi gerekir iletisiminin kusursuz olmasi gerekir ogrendigi bilgileri paylasarak cogaltmalidir bir lider grup uyelerinin hedefini yoneterek herkesin ayni amac ugrunda toplanmasini saglar girisimcilik konusundan sosyal girisimcilik hedeflerim var kendim disindakilere de faydali olmak istiyorum tabulari kiracagim.
1,radyo etu,0,yok,0,losev,1,1,"ankara girisimcilik ekosisteminin biraraya gelmesini ve guclenmesini amaclayan ve bunun icin etkinlikler duzenleyen bir olusumda, organizasyonlarin duzenlenmesi ve sosyal medya hesaplarinin yonetilmesinde gorev aldim, almaktayim."
1,bahcesehir universitesi biyomedikal muhendisligi klubu,1,bireysel,0,Null,1,0,Null
1,"75. yil mehmet akif ersoy genclik ve spor kulubu , yasar universitesi bisiklet toplulugu , yasar universitesi halkoyunlari toplulugu , yasar universitesi endustri muhendisligi toplulugu",1,bireysel,0,Null,1,1,"2006 - 2012 yillari arasinda egitim hayatim devam ederken, halk oyunlari yarismalarina katilacak olan ekiplerde, kendi ekiplerimin disinda ve ayni kulvarda olmadiklarim ile, son duzeltmeler adi altinda toparlayici, danismanliklar yapmis bulunuyorum. lise egitimimin son yili olan, 2010 yilinda patates ekmek isimli turkiye?nin ilk yerel mizah dergisinin kurulumunu bir ortagimla birlikte gerceklestirdik. dusunuru, yazari ve karikaturisti olarak dergiyi kuran iki kisiden biri olmus olup, dergimizde hem calismis hem de ortagi olarak gorevlerini yerine getirmis bulunuyorum. ayni derginin uzerinden, cesitli kampanyalar ile, sosyal sorumluluk adina halk duyarliligini saglamis ve cesitli konser organizasyonlari ile hem dergiyi tanitip, hem yalova ilini tiyatro organizasyonlari bulusturmus bulunuyorum."
1,operational research,0,bireysel,1,toplumsal duyarlilik projeleri bilkent,1,0,Null
1,bau satranc kulubu,1,kaptan,0,Null,1,1,4 yil 800 den fazla organizasyon duzenleyip cevre edinip girisimcilik ruhu tasiyan bau kurumsal iletisim calisani
1,endustri muhendisligi operational research kulubu,0,kaptan,1,tegv,1,1,"genclere yonelik bir blog sitesi olan urbloggerit is your blogger,you are the blogger sitesi deneyimi yasadim. 1 ortagim ve 14 yazar arkadasimla giristigim bu is maddi yetersizlikler dolayisi ile kapanmak zorunda kaldi. amacim farkli konularda farkli potansiyellere sahip insanlari bir araya getirip, icerigi bol bir genclik sitesi idi."
1,halkla iliskiler ve reklamcilik kulubu,1,kaptan,0,Null,1,0,Null
1,"operational research kulubu,",0,yok,1,toplum gonulluleri vakfi,1,0,Null
1,hayvanlari koruma klubu,0,yok,1,"tog, yesilay",1,1,"kendi capimda ticari, sosyal, kulturel girisimlerim oldu."
1,"bilkent ieee, bilkent muhendislik toplulugu",1,bireysel,1,bilkent tdptoplumsal duyarlilik projeleri,1,1,"yaklasik olarak 1 senedir, internet uzerinden cesitli urunlerin ithalatlarini ve satisini yapiyorumdrop shipping. bunun yani sira sanal para birimi bitcoin ticareti ve foreksi ile de ilgileniyorum. son zamanlarda egitim ve eglence odakli iki farkli girisim daha yapmayi dusunuyorum."
1,genc girisimciler klubu,0,yok,0,Null,1,0,Null
1,tea talks with ceos,0,yok,1,tuzla gonul elleri carsisi,1,1,girisimcilik yandali yapmamin yani sira okulun da destegiyle kendime ait sosyal arastirma projelerimi yurutmekteyim. su an devam etmekte oldugum projem kadin liderler projesi. kadin liderlerle goruserek is hayatinda kadin liderlerin onundeki engeller ve yapilan ayrimcilikpozitif ya da negatif hakkinda bir seyler ogrenmeyi amacliyorum.
1,ozyegin universitesi tiyatro kulubu,1,bireysel,0,Null,1,1,bolumumde girisimcilik dersi aldim ve girisimcilik fabrikasi tarafindan yurutulen bir girisimcilik programina bir arkadasim ile hazirladigim is fikri ile basvuruda bulundum.
1,yeditepe bilgisayar muhendisligi kulubu,1,kaptan,0,Null,1,1,uc sene once yildiz teknik endustri muhendisliginden mezun bir yakinimla kase seklinde ekmek yaptirip icine corba koyduk.baslangicta dikkat cekmisti fakat o zamanlarda pazarlamasini yeteri kadar yapamadigimiz icin ara verdik. ayrica okulumun gunes enerjisi ile calisan araba yapma projesine bu sene dahil olacagim onunla ilgili planlarim var.
1,1-duyarli ozu 2-ozu oda tiyatrosu 3-ozu bisiklet kulubu,1,kaptan,1,duyarli ozu,1,1,girisim fabrikasi mulakatlarinda teknobardak projesiyle son sunuma kadar ilerledim. ozyegin universitesi ogrenci girisimi sunumlarinda kampus icerisinde yemekservisim projesiyle is kurma hakkina sahip oldum. bu projeyle alakali calismalarim kampus disinda surmektedir.
1,istanbul ticaret universitesi fotografcilik kulubu,1,kaptan,0,Null,1,1,"1-3 arkadasimla birlikte 2013 yilinda kurmus oldugumuz veya production isimli yapim sirketi. calismalari tv reklam ve tanitim videolari odakli olan; muzik video, kisa film ve fotograf cekimleri alanlarinda hizmet veren bir olusum. simdiye kadar calismis oldugumuz kurumlar arasinda koc universitesi ve denizli akca hazir beton sirketi yer aliyor. ekip uyelerinin hepsinin universite ogrencisi oldugunu hatirlatarak;karar verme asamalarinda profesyonel yardim almadan attigimiz adimlarin is kurma surecinin ilk donemleri ile ilgili bizlere cok onemli kazanimlar sagladigini dusunuyorum. 2-2013 mayis-eylul donemlerinde amerikanin rhode island eyalatine bagli olan block islandda worktravel programi dahilinde bir motorsiklet ve bisiklet kiralama acentasinda calistim. ilk basta sadece kendi isimle mesgulken, bulundugumuz adadaki gollerin kano kullanimina uygun olusundan esinlenerek isverenime verdigim fikirlerle kano kiralama isine de yogunlasmasina aracim oldum. daha sonrasinda kendi sirketi bunyesinde kurmus oldugu kano kiralama isini tek basima yuruttum. ayni gorevi 2014 haziran-eylul tarihleri arasinda birkez daha worktravel programi ile ayni yere giderek tekrarladim."
1,"ies, munazara, tea talks with ceos, international relations",0,yok,0,Null,1,0,Null
1,"tobb etu evt, fenerbahce sk dernegi",1,bireysel,0,Null,1,1,e.ticaret projeleri2 adet
1,"losev, tedxaiu, young ceo, eeri member / usa",1,bireysel,1,losev yuruyusleri,0,1,uluslararasi antalya universitesinde an idea can change the world projesi kapsaminda girisimcilik yarismasinda yarismaciydim.
1,sinefest,1,bireysel,0,Null,0,1,rentigoo.com bubirobotics.com kisa sure sonra piyasaya cikacak sistem ve urunlerimdir.
1,okan universitesi yesilay toplulugu kurucu uye,1,bireysel,0,Null,1,1,tubitak ve okan universitesi isbirligi ile olan fark yaratan girisimcilik sertifika programini basari ile tamamladim. ayni zamanda okan universitesinde girisimcilik dersi aldim.
1,toplumsal duyarlilik klubu ve japon ve turk kultur klubu,0,bireysel,1,turkiye psikoloji ogrencileri calisma grubu,1,0,Null
1,bahcesehir universitesi tarih ve medeniyet kulubu,0,yok,1,genc baris inisiyatifi dernegi,1,0,Null
1,"koc ieee, kufolk, kugonulluleri, kushot,",1,bireysel,1,losev,0,0,Null
1,fatih universitesi genc girisimciler kulubu,0,yok,1,greenpeace,1,0,Null
1,adana sualti sporlari ve yuzme kulubu yildiz dalgiclar adana genclik parlamentosu uyesi,1,kaptan,0,Null,0,0,Null
1,izmir ekonomi rotaract kulubu,0,yok,1,beyazay gorme engelliler izmir /izmir ekonomi rotaract,1,0,Null
1,ted universitesi girisimcilik ve isletme toplulugu,1,bireysel,0,Null,1,1,tobb etu garaj girisimcilik kulucka merkezinde kisa donem gonullu stajyerlik
1,endustri muhendisligi operational research kulubu,1,bireysel,0,Null,1,1,"4 yil once lisedeyken en cok rahatsiz oldugum noktalardan birisi lisemizdeki ogrencilerin okuldan sonra beraber vakit gecirecekleri bir ortamin olmamasiydi. bu yuzden bazi cafeler, sinemalar, tiyatrolar ile anlasip okulumuzdaki ogrencilere ozel indirim yapmasini istedim. indirimden dolayi arkadaslarimin cogu bizim anlastigimiz yerlere gitmeye basladi, ben de bu yerlerden aylik bir miktar bedel aldim musteri sagladigim icin. sonunda ise okulumuza ait yerler olmaya basladi. su anda projeye baktigimda anlasma yapilan yer sayisi yaklasik 40 civarinda ve proje cok daha buyumus durumda. bizim baslattigimiz bir projenin insanlar tarafindan sevilmesini, sahip cikilmasini ve sonrasinda ise daha guzel yerlere goturulmesini izlemek benim icin cok keyifliydi. her ne kadar tam olarak girisimcilik denemezse de, insanlarin bana aaalkarti yapmak cok zahmetli bunu yapamazsin demesi, indirim icin konustugum cogu yerin kabul etmemesi, benim yilmayip devam etmem ve sonucunda projeyi hayata gecirmemiz benim icin kucuk bir girisimcilik seruveniydi aslinda. anladim ki, en ufak seyde bile cok zorlanacagim bu seruvende bana inanmayanlar kesinlikle olacak. belki benim yilmak uzere oldugum noktalar olacak ama basardigimdaki mutluluk ve yeni bir seyler ortaya koydugumu bilme hissi benim icin paha bicilmez. bu yuzden belki kucuk belki buyuk olacak ama kimsenin cesaret edemedigi yeni bir seyi basarmayi gercekten cok istiyorum."
1,yeditepe universitesi isletme kulubu yumac,1,kaptan,0,Null,1,0,Null
1,patikoy gonulluleri okul birligi,1,bireysel,0,Null,1,1,lisede okul bazinda yuruttugumuz girisimcilik-modelleme toplantilarinda uzun sure aktif katilimci oldum ve daha sonra yine okul bazinda duzenledigimiz konferanslarda konusmaci oldum.
1,fsmvu sosyal politikalar kulubu / fsmvu girisimcilik kulubu,1,bireysel,1,taf network,1,0,Null
1,yusesyeditepe universitesi endustri muhendisligi kulubu,0,yok,1,genc futuristler,1,1,blogum var. hayalekspresi.com sitesinin yaraticisiyim. cok aktif olarak kullanamasam da benim kimligimi tasiyan bu siteyi gelistirmek icin elimden geleni yapiyorum.
1,gesos gediz uni. sosyal sorumluluk kulubu,0,yok,0,Null,1,1,"girisimcilik uzerine bir makale incelemesi, kosgep proje arastirmasi"
1,"gazetebilkent, bilkent l.i.f.e",0,yok,0,Null,1,0,Null
1,young ceo club-kurucu baskan / girisimcilik kulubu-kurucu baskan,0,bireysel,1,fetih anadolu lisesi mezunlar dernegi,1,1,okudugum universiteden bir arkadasim ve bogazici universitesinden bir arkadasimla beraber 2014 agustos ayinda tekstil sektoru uzerine calisma yapan bir sirket kurduk. mart 2015 de ise universitemiz icerisinde aiu store adini verdigimiz hediyelik esya ve promosyon urunleri satan bir magaza actik. bunlarin yaninda arkadaslarimla beraber kurdugum kulupleri de sosyal girisimcilik statusunde saydigim icin bunlari da girisimcilikle ilgili deneyim olarak gormekteyim. ayrica lise hayatimda da farkli tecrubeler tattigim girisimcilik faaliyetlerim oldu.
1,"ku women in business, ku business",0,yok,1,turkishwin,1,1,lala egitim teknolojileri uygulamasinda eray erdogan ile birlikte calismaktayim.
1,"genc girisimciler klubu, psikoloji klubumindsu, santranc klubu",0,kaptan,1,"sabanci universitesi civic involvement projects, toplum gonulluleri vakfi",1,1,"sabanci universitesi girisimcilik kurulunda kismi zamanli calisma bursu kapsaminda casliyorum. sucool teknoloji ve inovasyon bazli girisimleri destekleyen bir on kulucka merkezi, ben sucool un internet sitesinin ingilizce cevirisini yapmak, icerik eklemek, cesitli seminerlerde organizasyon bolumunde destek olmak, sucoolun sosyal medya hesaplarini yonetmek gibi sorumluklara sahibim buradan edindigim ilgi ve cikarimlarla sabanci universitesi bazli bir yardimlasma agi kurdum kullanilmayan esyalarin ihtiyaci olan kisilere yonlendirilmesini sagliyoruz."
1,uluslararasi medya ve uyanis toplulugu,0,yok,0,Null,1,1,sogla yga etik liderlik akademisine katildim.
1,psikoloji kulubu,0,yok,1,kanserli cocuklara umut vakfi,1,1,uskudar universitesi psikoloji kulubu baskaniyim.
1,istanbul bilim universitesi yesilay kulubu,0,yok,1,"turkiye yesilay cemiyeti , turk kizilayi",1,0,Null
1,meliksah universitesi ieee ogrenci kolu,1,bireysel,0,Null,1,1,lise yillarimda katildigim ab bakanligi destekli projeler ve tubitak ortaogretim ogrencileri proje yarismalarinda baslayan girisimcilik deneyimlerim gittikce kokleniyor. bu sene icerisinde iletken murekkepli kalem ve fpga uzerinden arac kontrol sistemleri uzerine iki proje uzerinde calisiyorum. su an iletken murekkepli kalem projem icin erciyes universitesi nanoteknoloji arastirma merkeziernam ile gorusmelerimiz devam etmektedir.
1,"ku women in business, tiyatro klubu organizasyon komitesi, kuart resim grubu",0,yok,1,oy ve otesi,1,1,"ogrenci kulubu kurmak, kultur-sanat olusumu olan film hafizasi sosyal medya ekibi uyesi olarak gonullu calismak , yardim projeleri icin sponsor bulmak, kiz cocuklari icin proje gelistirmek ve sponsor bulmak"
1,mersin buyuksehir spor klubu,1,bireysel,1,tmba,1,1,tmba dersleri aldim 4 yil boyunca.
1,"emsa,turkmsic,ywib,",0,yok,0,Null,1,1,"suanda okulumuzun tip kulubu baskan yardimcisiyim,okulumuzdaki tum tip ogrencilerini temsil ediyorum.turk kizilayiyla ortak projeler,cesitli kongreler duzenliyoruz.ayrica yine bu sene icerisinde emsa adli uluslararasi kulupte aktif olarak yer aldim.frankfurt ve varsovada okulumuzu temsil ettim."
1,insaat muhendisligi kulubu,0,yok,1,yga young guru academy,1,1,"yurt disinda organizasyon kurdum. irak ve almanya da ekip olusturarak bireysel gelisim ve web dunyasi uzerine bir sirketten destek alarak insanlara ulastim. el ele gelecek, deha yasam kompleksi, kulup baskanligi, gonullu calismak gibi bir cok seye atildim ve daha da atilacagim."
1,"doga sporlari klubu, genc fotografcilar klubu, sivil insiyatif klubu",0,yok,1,istanbul cankirili genclik dernegi,1,0,Null
1,ieee,1,bireysel,1,oy ve otesi,1,1,"ailemin hobi olarak atildigi ciftcilik mesleginde hobi ticarete donusunce, makinelesmis , bilincli ilac kullanimi olan, cevreci sulama sistemleriyle beslenen ufak bir ciftlik kurduk."
1,istanbul kemerburgaz universitesi girisimcilik kulubu,0,yok,1,ibb genclik meclisi,1,0,Null
1,"uluslararasi ticaret klubu, eestec",1,kaptan,1,atasehir otizm dernegi,1,1,"geriye donup baktigimda girisimcilige, girisimciligin ne oldugunu bilmedigim ilk okul yillarimda basladigimi fark ettim. nasil basladi bu girisimcilik diye sordugunuzu duyar gibiyim. soyle anlatayim. annemin istanbul seyahatinden getirdigi ataturk resimli stickerlar ve rozetlerin cok hosuma gitmesiyle basladi. okul defterimi kitabimi okul cantami susledigim bu stickerlar arkadaslarim tarafindan cok ilgi gordugunu ve herkesin bir tane bana da bir tane bana da demesiyle okulda bunlari gayri resmi bir sekilde pazarlamaya ve satmaya basladim. bu durum benim daha da istahimi kabartinca kirtasiyeleri gezip ilginc ilginc yapistirma ve rozetler aramaya basladim. buldugum her farkli urunu okulda sattim. bunlari yaparken aldigim haz tarif edilemezdi. kendimi bulmaya baslamisim megerse. 2008 oks de kaydirma yaptim ve hayal kirikligiyla basladigim okulda dersler yerine daha cok sosyallesmeye onem verdim. kar yagmayan adanada bir cok okulda yonetim tarafindan duzenlenen kar gezileri bizim okulda duzenlenmeyisini firsat bilip dayimin da adanada tasimacilik yapiyor olmasinin avantajiyla kendi arkadas cevremi toplayip 20 kisilik sucuk ekmekli bir kar gezisi duzenledim. sadece eglence amacliydi ve maliyetine onden para toplamistim gun sonunda cebimden hic para harcamayarak bir gezide bulunup eglendigimi fark ettim. bunun uzerine bir sonraki yil icin kafamda fikirler olusmaya basladi. ben bunun daha buyugunu yaparim. daha genis kitleye ulasarak networkumu genisletirim dedim. kendime 2 kisi sectim yakin cevremden bir nevi takim olduk. o donemde liseli ogrencilerin gunduz partileri revacta olusu iste bu fark yaratmak olur dedim. ilk olarak bilet rakamini belirlemek icin kisi basi maliyet hesabina basladim. bunun icin kasaplardan sucuk fiyatlari aldim indirim yaptirdim. sonra firina gidip fiyat aldim. icecekler icin metro marketten en ucuz alacagimi bildigim icin internetten fiyatlarina baktim ve notumu aldim son olarak dayimi arayip benden arac basi alacagi ucreti sordum. bunlari bir cizelgeye dokup kisi basi maliyeti cikardim. sonucunda bilet fiyatini olusturdum. bu olusturdugum bilet rakami iki kisinin maliyetine esitti. tarihide belirledikten sonra boyle bir organizasyon icin bilet tasarladim ve bastirdim. yalniz tarihi secerken de sunlara dikkat ettim hem sinavlar bitmis olacak hem karne alinmamis olacak hem de hafta sonuna olmaliydi. biletleri yaklasik bir bucuk ay onceden bastirip paralari onden toplamam gerektigini cunku gerekli malzemeleri ona gore temin etmeliydim. bunlarin hepsinden once kendimize bir hedef koyduk kac kisi goturebiliriz diye. 100 kiside karar kildik. fakat ben her ihtimale karsi 180 tane bilet bastirmistim. geziye 20 gun kala 80-85 tane bilet satilmisti. bu bana acaba citayi daha da arttirmalimiyiz sorusunu sordurdu. gezi gununden bir gun once satilan bilet sayisi 100e ulasmisti. fakat gezi sabahi gelip bilet alarak katilmak isteyecekler olacagini dusunerek malzemeleri 130 kisiye gore tamamladim. sabah servislerin kalkacagi yere geldigimde ise gordugum manzara hem beni mutlu etti hem de zorlanacagimizi hissettim. cunku yaklasik 150 kisi olmustuk. dayimi arayip 2 servis daha istedim. ve yola cikmadan eksik malzemeleri tamamladim. gun sonunda cok yorulmus olsak da degmisti. amaclarima ulasmistim. daha genis kitleye ulasarak potansiyelimin farkina vardim. kalan net kari ise daha once anlasmis oldugum 2 kisiye kisi basi bilet satisi olarak komisyon verdim. bana kalan paranin bir kismi ile ingilizce kursuna yazildim. diger kalan kismi ile de ailemden harclik almadan gecirdigim 4-5 ayda bitirdim. bir sonraki yil ise acik lisenin normal lise duzeyine gelmis olmasiyla sinav oncesi okulda zaman kaybi yasamamak adina acik liseye gectim. bu zamani sadece derslerle degilde disarida gelistirmek adina bir sigorta acentesinde calismaya basladim. burada calisirken segem belgesi aldim. bir sonraki yil ise avea vodafone turkcell bayiligi olan ve bayilik altinda sahada hat satis yapan bir ekibe katildim. oncelikle asil katilmamin amaci aileme yuk olmadan ygs-lys sinavina hazirlanirken aldigim ozel derslerin ucretlerini karsilamakti. planimda 3 ay calisip ardindan tamamen sinava odaklanmak vardi. baslarken aylik anlasip garanti param olsun dusuncesindeydim. prim olarak cok fazla kazanabilecegimi dusunmedigim icin. basladigim ilk hafta yapmis oldugum satislarin primi ayligimin ustune cikinca patronla konusup prim usulu devam etmek istedigimi ilettim. prim olarak devam ettigim surecte alacagim ayligin 2 katini kazandim. patronla olan iliskilerim daha da gelisti ve beni ekip sefi yapti. 3 ay sonrasinda patron digiturk bayiligi alinca hat satis ekibini kapatti. yaklasik 30 kisilik ekibin 25 i isten ayrilmak durumunda kaldi. patron sen biyere gidemezsin seninle daha cok isimiz var deyince hem mutlu oldum hem de daha zor bir doneme girdim. cunku sinav yaklasiyordu. yeni ise alimlar basladi gelenlere is ogreten ben oldum. ilerleryen donemde patron bayiye araba kiralamaya basladi. o donem arabamiz yoktu fakat babam yeni emekli oldugu icin bankada ikramiyesi vardi. dusununce araba alip patrona kiralayayim kiraladigim aracida ben kullanayim dedim. hemen patrona bunu ilettim. hosuna gitti ve kabul etti. sonrasinda babami ikna ettim. ancak alacagim arabadan zarar etmemem gerekiyordu. arabalara olan ilgim ve piyasaya hakim olusumdan dolayi. 1 hafta gibi bir surede bir araba buldum. bir sey alirken her zaman uyguladigim bir kriter vardir. bu kriter bir mali alirken kar edeceksin satarken degil. bu kriter dogrultusunda buldugum arac sahibi ile gectigim iletisim sonucu sikismis oldugunun farkina vardim. 46 bin lira yazdigi arabayi 44 bin e aldim. 2 ay kiralik olarak para kazandigim aracin ustune. aracin eskiyen lastikleri, muayenesi ve bakim doneminin yaklasmasindan dolayi araci satiliga cikardim. 2 hafta gibi bir surede 50 bin istedigim araci 48 bin 500 e sattim. ustunden sadece 500 lirasini alarak babama verdim. bu durum hem beni babami mutlu etti. ardindan universite kazanip geldigim istanbulda hemen arastirmalara basladim. joy grup adi altinda universiteli ogrencilere yonelik eglenceler duzenleyen ekibe okul temsilcisi olarak katildim. bilet satislarindan komisyon elde ettim ve buna devam ediyorum. bir diger temsilciligi ise educon firmasinin kariyer zirveleri adi altinda gerceklestirdigi seminerlerin tanitimi ve satisi icin istanbul temsilciligi ekibine katildim."
