index2,Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Kardes Sayisi
44564,2020,59.0,erkek,1970/01/01,Null,istanbul,2
44565,2020,28.0,erkek,1999/02/10,kahramanmaras,Null,2
44566,2020,54.0,erkek,1970/01/01,siirt,kahramanmaras,0
44567,2020,43.0,erkek,2003/04/01,hakkari,van,0
44568,2020,36.0,erkek,1997/07/26,mersin,hakkari,2
44569,2020,13.0,erkek,1998/04/25,isparta,ankara,2
44570,2020,33.0,erkek,2000/11/18,ankara,istanbul,5
44571,2020,43.0,erkek,1999/10/12,bitlis,ankara,3
44572,2020,13.0,erkek,1999/05/25,tokat,bitlis,3
44573,2020,53.0,erkek,1998/05/28,ankara,malatya,2
44574,2020,13.0,erkek,1970/01/01,Null,antalya,2
44575,2020,39.0,erkek,1999/09/15,giresun,istanbul,1
44576,2020,18.0,erkek,2000/10/01,ankara,bursa,1
44577,2020,43.0,erkek,1999/12/02,mardin,izmir,5
44578,2020,23.0,erkek,2001/09/23,Null,ordu,3
44579,2020,59.0,erkek,2000/08/25,antalya,Null,3
44580,2020,21.0,erkek,1970/01/01,gaziantep,antalya,3
44581,2020,43.0,erkek,1997/02/08,corum,gaziantep,2
44582,2020,16.0,erkek,1998/03/25,Null,istanbul,4
44583,2020,26.0,erkek,1999/11/13,sivas,Null,1
44584,2020,36.0,erkek,1998/09/19,diyarbakir,istanbul,4
44585,2020,18.0,erkek,2000/07/31,manisa,istanbul,1
44586,2020,57.0,erkek,2000/02/22,aydin,mugla,2
44587,2020,28.0,erkek,1993/09/18,diyarbakir,trabzon,3
44588,2020,43.0,erkek,1998/08/13,bolu,izmir,1
44589,2020,66.0,erkek,2000/03/21,istanbul,istanbul,4
44590,2020,13.0,erkek,1970/01/01,hatay,istanbul,0
44591,2020,16.0,erkek,1997/09/10,Null,hatay,Null
44592,2020,26.0,erkek,1970/01/01,hakkari,Null,5
44593,2020,33.0,erkek,1999/01/12,mersin,van,2
44594,2020,33.0,erkek,1998/04/09,amasya,mersin,3
44595,2020,31.0,erkek,1997/08/25,corum,amasya,2
44596,2020,13.0,erkek,1970/01/01,corum,agri,1
44597,2020,56.0,erkek,1996/07/25,ankara,istanbul,1
44598,2020,53.0,erkek,2000/06/08,tokat,ankara,3
44599,2020,46.0,erkek,1999/10/03,hatay,tokat,2
44600,2020,11.0,erkek,1998/10/06,Null,istanbul,3
44601,2020,18.0,erkek,1999/12/08,adiyaman,Null,3
44602,2020,20.0,kadin,2001/03/24,konya,adiyaman,3
44603,2020,15.0,erkek,2000/03/25,bursa,sivas,1
44604,2020,11.0,erkek,1999/01/01,aydin,bursa,1
44605,2020,23.0,kadin,1997/10/16,erzurum,aydin,3
44606,2020,45.0,kadin,1999/07/25,Null,erzurum,3
44607,2020,36.0,kadin,1997/04/28,adana,Null,3
44608,2020,46.0,kadin,1997/04/28,adana,istanbul,3
44609,2020,23.0,kadin,1999/02/09,kahramanmaras,istanbul,4
44610,2020,58.0,kadin,1997/11/14,gaziantep,kahramanmaras,3
44611,2020,36.0,kadin,1998/11/19,sivas,gaziantep,1
44612,2020,45.0,kadin,1997/04/20,batman,istanbul,0
44613,2020,53.0,kadin,1996/01/01,amasya,bursa,2
44614,2020,36.0,kadin,1970/01/01,manisa,ankara,4
44615,2020,40.0,kadin,1970/01/01,mersin,manisa,1
44616,2020,60.0,kadin,2000/06/15,istanbul,mersin,2
44617,2020,38.0,kadin,1998/05/15,isparta,cankiri,3
44618,2020,40.0,kadin,1999/12/13,balikesir,isparta,1
44619,2020,10.0,kadin,1999/03/28,istanbul,kayseri,2
44620,2020,35.0,kadin,1999/06/04,manisa,istanbul,2
44621,2020,60.0,kadin,1999/11/05,elazig,manisa,2
44622,2020,30.0,kadin,2001/08/22,manisa,istanbul,2
44623,2020,23.0,kadin,1997/01/04,hatay,manisa,2
44624,2020,65.0,kadin,1996/08/17,istanbul,istanbul,3
44625,2020,38.0,kadin,2001/01/01,istanbul,kocaeli,1
44626,2020,23.0,kadin,2000/01/01,Null,istanbul,3
44627,2020,10.0,kadin,1999/08/01,kahramanmaras,istanbul,0
44628,2020,28.0,kadin,1998/02/02,istanbul,gaziantep,2
44629,2020,45.0,kadin,1997/02/20,mardin,istanbul,1
44630,2020,45.0,kadin,1998/08/25,istanbul,ankara,2
44631,2020,15.0,kadin,2001/01/05,hakkari,istanbul,0
44632,2020,15.0,kadin,1998/08/01,rize,hakkari,5
44633,2020,48.0,kadin,1998/06/08,aksaray,rize,2
44634,2020,37.0,kadin,2000/08/23,hatay,afyonkarahisar,4
44635,2020,33.0,kadin,1970/01/01,osmaniye,istanbul,2
44636,2020,65.0,kadin,1999/08/20,aksaray,osmaniye,0
44637,2020,23.0,kadin,1998/10/19,manisa,kayseri,3
44638,2020,44.0,kadin,1997/05/15,kahramanmaras,canakkale,2
44639,2020,30.0,kadin,1999/10/07,bursa,kahramanmaras,1
44640,2020,10.0,kadin,1997/01/01,bursa,bursa,3
44641,2020,28.0,kadin,1998/06/05,izmir,sanliurfa,1
44642,2020,55.0,kadin,1999/11/15,istanbul,izmir,3
44643,2020,20.0,kadin,1998/10/01,samsun,istanbul,3
44644,2020,25.0,kadin,1970/01/01,kutahya,samsun,1
44645,2020,23.0,kadin,1996/08/29,diyarbakir,kutahya,5
44646,2020,45.0,kadin,2000/08/14,ankara,diyarbakir,4
44647,2020,10.0,kadin,1999/05/14,sanliurfa,kocaeli,0
44648,2020,20.0,kadin,1970/01/01,istanbul,sanliurfa,3
44649,2020,38.0,kadin,2001/07/09,istanbul,duzce,1
44650,2020,15.0,kadin,1997/11/20,hakkari,istanbul,3
44651,2020,55.0,kadin,2000/08/28,eskisehir,hakkari,3
44652,2020,45.0,kadin,2000/11/09,istanbul,samsun,1
44653,2020,21.0,erkek,1970/01/01,eskisehir,antalya,1
44654,2020,33.0,erkek,1999/04/25,bingol,tekirdag,2
44655,2020,21.0,erkek,1999/10/10,mardin,mersin,5
44656,2020,49.0,erkek,2002/01/01,erzurum,ankara,3
44657,2020,35.0,kadin,1998/10/07,erzincan,erzurum,2
44658,2020,20.0,kadin,1999/04/24,malatya,istanbul,4
44659,2020,33.0,kadin,1996/10/29,mersin,istanbul,1
44660,2020,33.0,kadin,1999/01/04,ankara,Null,1
44661,2020,50.0,kadin,2001/04/16,tekirdag,ankara,1
44662,2020,46.0,kadin,1996/11/18,konya,istanbul,2
44663,2020,51.0,kadin,1999/12/16,kirklareli,istanbul,1
44664,2020,29.0,erkek,1999/06/01,diyarbakir,eskisehir,1
44665,2020,52.0,erkek,2000/06/19,mersin,diyarbakir,1
44666,2020,48.0,kadin,1999/04/15,balikesir,antalya,3
44667,2020,31.0,kadin,1998/01/01,sirnak,balikesir,0
44668,2020,35.0,kadin,1970/01/01,mardin,sirnak,0
44669,2020,50.0,kadin,1999/05/08,van,sirnak,2
44670,2020,30.0,kadin,2000/01/17,mersin,van,0
44671,2020,15.0,kadin,1998/07/08,hatay,gaziantep,1
44672,2020,37.0,kadin,1999/08/04,mardin,hatay,5
44673,2020,38.0,kadin,2000/02/29,sirnak,mardin,4
44674,2020,20.0,kadin,2001/05/27,van,tunceli,5
44675,2020,45.0,kadin,1997/03/13,kahramanmaras,kocaeli,1
44676,2020,58.0,kadin,1999/12/10,hatay,istanbul,1
44677,2020,58.0,kadin,1999/12/10,hatay,istanbul,1
44678,2020,25.0,kadin,2000/11/21,sanliurfa,istanbul,4
44679,2020,30.0,kadin,1997/08/22,istanbul,sanliurfa,2
44680,2020,33.0,kadin,1999/03/03,mus,sakarya,0
44681,2020,61.0,kadin,1997/06/19,istanbul,mus,3
44682,2020,62.0,erkek,1999/09/06,diyarbakir,Null,1
44683,2020,21.0,erkek,1999/01/14,adiyaman,izmir,4
44684,2020,48.0,kadin,2001/08/25,agri,gaziantep,3
44685,2020,10.0,kadin,2000/12/12,Null,agri,3
44686,2020,15.0,kadin,2001/02/10,samsun,Null,3
44687,2020,49.0,erkek,1970/01/01,bursa,istanbul,1
44688,2020,36.0,erkek,1998/01/07,istanbul,bursa,4
44689,2020,26.0,erkek,1970/01/01,karabuk,istanbul,1
44690,2020,44.0,erkek,1999/09/24,nigde,eskisehir,1
44691,2020,43.0,erkek,1998/02/07,istanbul,istanbul,4
44692,2020,28.0,kadin,2000/02/09,Null,istanbul,1
44693,2020,20.0,kadin,1999/02/14,Null,istanbul,1
44694,2020,40.0,kadin,1999/08/22,istanbul,istanbul,1
44695,2020,23.0,kadin,2000/08/26,bursa,istanbul,3
44696,2020,10.0,kadin,2001/09/23,Null,bursa,2
44697,2020,59.0,kadin,1999/08/10,malatya,Null,2
44698,2020,20.0,kadin,1998/09/23,Null,ankara,0
44699,2020,25.0,kadin,2000/03/24,kirklareli,Null,2
44700,2020,23.0,kadin,1996/06/27,adana,istanbul,1
44701,2020,43.0,kadin,2000/10/07,sakarya,izmir,2
44702,2020,30.0,kadin,1996/01/03,samsun,ankara,3
44703,2020,15.0,kadin,1998/09/20,eskisehir,samsun,2
44704,2020,51.0,kadin,1970/01/01,ankara,ankara,2
44705,2020,23.0,kadin,1998/05/10,mus,ankara,5
44706,2020,20.0,kadin,2000/11/10,Null,van,1
44707,2020,34.0,Null,1970/01/01,ankara,Null,2
44708,2020,25.0,kadin,1999/02/05,konya,ankara,1
44709,2020,45.0,kadin,1999/08/30,malatya,istanbul,2
44710,2020,15.0,kadin,2000/01/18,istanbul,malatya,2
44711,2020,39.0,kadin,1998/10/12,kayseri,nigde,2
44712,2020,15.0,kadin,2000/12/10,samsun,aydin,2
44713,2020,15.0,kadin,1999/07/26,tekirdag,bartin,1
44714,2020,23.0,kadin,2000/01/08,ankara,ankara,2
44715,2020,31.0,kadin,1998/06/05,izmir,mersin,1
44716,2020,75.0,kadin,2000/04/01,manisa,istanbul,1
44717,2020,20.0,kadin,1970/01/01,adana,istanbul,2
44718,2020,22.0,kadin,1970/01/01,cankiri,adana,4
44719,2020,15.0,kadin,1996/02/07,Null,ankara,0
44720,2020,18.0,erkek,1999/05/04,malatya,Null,1
44721,2020,58.0,erkek,1970/01/01,antalya,malatya,2
44722,2020,58.0,erkek,2000/05/29,antalya,antalya,2
44723,2020,10.0,kadin,1970/01/01,Null,antalya,0
44724,2020,31.0,erkek,1999/02/24,Null,Null,3
44725,2020,52.0,erkek,1998/04/09,rize,Null,1
44726,2020,41.0,erkek,1970/01/01,mardin,rize,0
44727,2020,51.0,kadin,1996/10/16,kahramanmaras,mardin,4
44728,2020,10.0,kadin,2000/09/30,konya,gaziantep,3
44729,2020,30.0,kadin,1998/04/01,erzurum,antalya,5
44730,2020,20.0,kadin,1970/01/01,istanbul,mugla,3
44731,2020,38.0,kadin,2000/02/28,ordu,istanbul,2
44732,2020,20.0,kadin,1970/01/01,van,diyarbakir,5
44733,2020,38.0,kadin,1997/06/10,sirnak,van,0
44734,2020,43.0,kadin,1997/05/27,kirklareli,sirnak,2
44735,2020,68.0,kadin,1997/03/12,hatay,istanbul,2
44736,2020,61.0,kadin,1999/10/07,mus,izmir,3
44737,2020,25.0,kadin,1997/02/22,bursa,malatya,1
44738,2020,43.0,kadin,2000/06/15,elazig,Null,3
44739,2020,20.0,kadin,1999/05/19,canakkale,elazig,1
44740,2020,48.0,kadin,2001/10/19,samsun,canakkale,0
44741,2020,42.0,erkek,1970/01/01,aydin,istanbul,1
44742,2020,21.0,kadin,1999/02/05,kahramanmaras,aydin,4
44743,2020,55.0,kadin,1999/03/19,ankara,kahramanmaras,2
44744,2020,15.0,kadin,2000/11/02,antalya,ankara,2
44745,2020,35.0,kadin,1999/05/08,balikesir,antalya,3
44746,2020,45.0,kadin,2001/01/17,kayseri,balikesir,3
44747,2020,16.0,erkek,1999/09/04,diyarbakir,gaziantep,4
44748,2020,8.0,erkek,1996/11/27,elazig,diyarbakir,2
44749,2020,34.0,erkek,1999/09/19,diyarbakir,elazig,2
44750,2020,72.0,erkek,1998/07/19,Null,diyarbakir,5
44751,2020,31.0,erkek,1998/04/01,mardin,Null,0
44752,2020,37.0,erkek,1999/10/17,afyonkarahisar,diyarbakir,3
44753,2020,23.0,erkek,2000/04/21,ankara,kocaeli,1
44754,2020,23.0,erkek,1999/10/02,manisa,ankara,1
44755,2020,33.0,erkek,1970/01/01,erzurum,isparta,2
44756,2020,46.0,erkek,1998/03/03,mersin,istanbul,2
44757,2020,23.0,erkek,1970/01/01,agri,mersin,0
44758,2020,23.0,erkek,2000/10/18,nevsehir,izmir,3
44759,2020,34.0,erkek,1999/05/05,gaziantep,istanbul,0
44760,2020,53.0,erkek,2001/06/20,Null,gaziantep,2
44761,2020,16.0,erkek,1999/11/02,istanbul,Null,1
44762,2020,44.0,erkek,1997/01/06,ankara,sakarya,1
44763,2020,44.0,erkek,2001/09/13,malatya,ankara,4
44764,2020,68.0,erkek,2000/02/16,kayseri,istanbul,3
44765,2020,8.0,erkek,2000/01/10,balikesir,karaman,2
44766,2020,62.0,erkek,1998/01/07,ankara,izmir,2
44767,2020,66.0,erkek,1998/03/12,isparta,adana,1
44768,2020,44.0,erkek,1999/10/16,istanbul,isparta,2
44769,2020,21.0,erkek,1998/12/21,samsun,istanbul,1
44770,2020,72.0,erkek,1997/10/05,nigde,zonguldak,3
44771,2020,33.0,erkek,2001/02/28,Null,nigde,2
44772,2020,41.0,erkek,1998/02/11,tekirdag,Null,1
44773,2020,23.0,erkek,2000/09/02,sanliurfa,kocaeli,3
44774,2020,62.0,erkek,1999/09/29,isparta,izmir,1
44775,2020,38.0,erkek,1998/02/05,siirt,istanbul,0
44776,2020,35.0,kadin,1996/01/18,adana,siirt,0
44777,2020,38.0,kadin,1998/08/12,trabzon,adana,1
44778,2020,45.0,erkek,1999/04/20,gaziantep,istanbul,1
44779,2020,23.0,erkek,1997/06/20,sanliurfa,istanbul,0
44780,2020,44.0,erkek,1998/10/20,Null,sanliurfa,2
44781,2020,67.0,erkek,1998/07/07,sivas,Null,1
44782,2020,54.0,erkek,1997/09/13,konya,nigde,1
44783,2020,13.0,erkek,1997/07/01,hakkari,antalya,0
44784,2020,8.0,erkek,1997/11/01,agri,hakkari,5
44785,2020,13.0,erkek,1970/01/01,diyarbakir,agri,0
44786,2020,26.0,erkek,1999/12/25,sirnak,istanbul,5
44787,2020,49.0,erkek,2001/09/05,istanbul,sirnak,2
44788,2020,48.0,erkek,2000/04/22,erzincan,istanbul,2
44789,2020,18.0,erkek,2001/09/26,konya,samsun,2
44790,2020,21.0,erkek,2000/08/12,tokat,konya,2
44791,2020,13.0,erkek,2000/01/23,izmir,bursa,1
44792,2020,31.0,erkek,1998/09/22,diyarbakir,izmir,3
44793,2020,38.0,erkek,1997/02/01,corum,erzincan,1
44794,2020,36.0,erkek,1999/10/29,agri,corum,2
44795,2020,18.0,erkek,1970/01/01,agri,agri,3
44796,2020,33.0,erkek,2001/04/23,mersin,bursa,2
44797,2020,41.0,erkek,1999/09/09,diyarbakir,mersin,3
44798,2020,28.0,erkek,1996/05/08,kutahya,diyarbakir,2
44799,2020,38.0,erkek,1970/01/01,siirt,elazig,5
44800,2020,28.0,erkek,1997/03/08,gaziantep,mardin,3
44801,2020,46.0,erkek,2001/03/09,Null,izmir,2
44802,2020,50.0,erkek,1999/01/21,izmir,Null,3
44803,2020,31.0,erkek,2000/01/01,afyonkarahisar,nevsehir,1
44804,2020,48.0,erkek,1970/01/01,nevsehir,afyonkarahisar,1
44805,2020,13.0,erkek,1998/08/15,kocaeli,istanbul,2
44806,2020,18.0,erkek,1970/01/01,sanliurfa,batman,0
44807,2020,8.0,erkek,1970/01/01,gaziantep,sanliurfa,4
44808,2020,23.0,erkek,1997/11/15,mardin,gaziantep,4
44809,2020,28.0,erkek,2000/10/29,adiyaman,sanliurfa,5
44810,2020,26.0,erkek,1998/03/27,afyonkarahisar,istanbul,1
44811,2020,18.0,erkek,1999/11/23,kayseri,afyonkarahisar,3
44812,2020,28.0,erkek,1999/08/17,isparta,aksaray,1
44813,2020,66.0,erkek,1998/07/20,malatya,antalya,2
44814,2020,13.0,erkek,1999/09/01,istanbul,malatya,2
44815,2020,37.0,erkek,1970/01/01,malatya,istanbul,1
44816,2020,38.0,erkek,1970/01/01,sanliurfa,istanbul,4
44817,2020,52.0,erkek,2001/03/21,denizli,istanbul,3
44818,2020,41.0,erkek,2000/06/05,konya,denizli,2
44819,2020,18.0,erkek,1998/11/15,istanbul,konya,2
44820,2020,24.0,erkek,1999/05/31,diyarbakir,istanbul,2
44821,2020,33.0,erkek,2000/03/04,gumushane,istanbul,3
44822,2020,31.0,erkek,2000/08/21,adana,istanbul,2
44823,2020,48.0,erkek,2000/02/05,adana,ankara,0
44824,2020,13.0,erkek,1970/01/01,Null,ankara,2
44825,2020,28.0,erkek,1970/01/01,agri,hatay,3
44826,2020,63.0,erkek,1998/11/21,samsun,agri,2
44827,2020,43.0,erkek,2000/04/04,istanbul,tekirdag,3
44828,2020,41.0,erkek,1998/08/28,sakarya,istanbul,2
44829,2020,31.0,kadin,1998/09/26,Null,balikesir,2
44830,2020,49.0,kadin,1999/01/23,Null,Null,2
44831,2020,45.0,kadin,2000/01/01,antalya,samsun,2
44832,2020,40.0,kadin,1998/06/06,adana,istanbul,1
44833,2020,49.0,kadin,1999/01/11,izmir,istanbul,0
44834,2020,53.0,kadin,1999/06/12,tekirdag,ankara,1
44835,2020,28.0,kadin,1996/01/24,adana,istanbul,1
44836,2020,29.0,kadin,2000/01/19,istanbul,istanbul,1
44837,2020,18.0,erkek,1998/04/16,ankara,yalova,1
44838,2020,18.0,erkek,1970/01/01,kutahya,ankara,2
44839,2020,38.0,erkek,1970/01/01,ankara,istanbul,2
44840,2020,41.0,erkek,1996/03/15,Null,kayseri,1
44841,2020,60.0,kadin,1999/09/12,kayseri,gaziantep,2
44842,2020,40.0,kadin,2000/03/11,mersin,kayseri,2
44843,2020,28.0,kadin,2000/09/28,ankara,istanbul,0
44844,2020,45.0,kadin,2001/01/18,trabzon,ankara,1
44845,2020,74.0,kadin,2000/09/25,aydin,trabzon,1
44846,2020,38.0,kadin,1998/04/18,bursa,ankara,1
44847,2020,30.0,kadin,1970/01/01,kahramanmaras,bursa,2
44848,2020,33.0,kadin,1999/03/24,izmir,kahramanmaras,2
44849,2020,38.0,kadin,1999/04/29,elazig,ankara,1
44850,2020,30.0,kadin,1970/01/01,aydin,elazig,2
44851,2020,23.0,kadin,2000/06/21,istanbul,aydin,1
44852,2020,31.0,kadin,1998/08/04,mugla,istanbul,1
44853,2020,15.0,kadin,2000/02/05,mus,istanbul,1
44854,2020,18.0,kadin,2000/06/06,konya,izmir,2
44855,2020,45.0,kadin,2002/01/04,tekirdag,istanbul,1
44856,2020,50.0,kadin,2000/07/23,kirikkale,istanbul,1
44857,2020,15.0,kadin,2000/08/16,mersin,aksaray,4
44858,2020,15.0,kadin,1997/05/26,Null,mersin,2
44859,2020,37.0,Null,Null,ankara,istanbul,1
44860,2020,23.0,kadin,1999/07/20,istanbul,izmir,1
44861,2020,10.0,kadin,1999/07/18,aydin,istanbul,1
44862,2020,64.0,kadin,1999/01/01,eskisehir,aydin,1
44863,2020,61.0,kadin,2000/01/01,gaziantep,eskisehir,2
44864,2020,45.0,kadin,2000/09/12,aydin,gaziantep,4
44865,2020,74.0,kadin,1997/05/26,trabzon,eskisehir,4
44866,2020,13.0,Null,Null,Null,istanbul,Null
44867,2020,33.0,kadin,1998/11/16,bursa,Null,1
44868,2020,51.0,kadin,1997/01/08,mersin,istanbul,0
44869,2020,43.0,kadin,2000/05/12,nigde,mersin,1
44870,2020,49.0,kadin,2000/07/07,samsun,istanbul,2
44871,2020,73.0,kadin,1998/01/01,ankara,ankara,1
44872,2020,53.0,kadin,1997/06/09,istanbul,erzurum,1
44873,2020,23.0,erkek,1996/04/18,adana,ankara,5
44874,2020,15.0,kadin,2000/12/05,bingol,antalya,3
44875,2020,24.0,erkek,1999/10/13,Null,Null,1
44876,2020,35.0,kadin,1998/04/28,usak,Null,2
44877,2020,15.0,kadin,2001/09/01,Null,istanbul,1
44878,2020,34.0,erkek,1998/04/15,denizli,Null,1
44879,2020,20.0,kadin,1999/11/20,rize,denizli,2
44880,2020,21.0,erkek,1999/07/17,izmir,rize,1
44881,2020,33.0,erkek,1996/12/10,izmir,istanbul,2
44882,2020,36.0,erkek,1999/03/06,tokat,istanbul,2
44883,2020,26.0,kadin,1970/01/01,mersin,bilecik,1
44884,2020,25.0,kadin,1998/01/27,eskisehir,istanbul,1
44885,2020,38.0,kadin,1997/10/08,istanbul,denizli,2
44886,2020,25.0,kadin,1999/10/02,bursa,istanbul,4
44887,2020,38.0,kadin,1997/11/10,istanbul,bursa,3
44888,2020,31.0,kadin,1970/01/01,mersin,istanbul,1
44889,2020,30.0,kadin,Null,erzurum,mersin,0
44890,2020,35.0,kadin,1998/01/15,izmir,tokat,Null
44891,2020,10.0,kadin,2000/01/08,izmir,istanbul,5
44892,2020,25.0,kadin,2000/10/13,denizli,izmir,2
44893,2020,40.0,kadin,1970/01/01,erzincan,denizli,4
44894,2020,44.0,erkek,1999/02/23,aydin,ankara,1
44895,2020,18.0,erkek,1999/11/01,van,istanbul,0
44896,2020,43.0,erkek,2001/12/27,agri,istanbul,3
44897,2020,43.0,erkek,2001/05/11,Null,agri,0
44898,2020,23.0,kadin,1996/07/19,ankara,Null,1
44899,2020,28.0,erkek,2001/01/01,osmaniye,ankara,4
44900,2020,15.0,kadin,1998/02/08,konya,osmaniye,5
44901,2020,30.0,kadin,1999/08/24,adana,konya,3
44902,2020,43.0,kadin,1999/01/01,batman,adana,5
44903,2020,20.0,kadin,1998/06/08,kayseri,batman,2
44904,2020,36.0,erkek,2001/04/14,agri,nigde,0
44905,2020,38.0,erkek,1998/01/04,bursa,agri,2
44906,2020,40.0,kadin,2002/01/01,bursa,istanbul,0
44907,2020,15.0,kadin,1998/01/17,istanbul,bursa,1
44908,2020,25.0,kadin,2001/01/30,kayseri,Null,1
44909,2020,46.0,kadin,1997/04/09,samsun,kayseri,3
44910,2020,10.0,kadin,1998/03/19,istanbul,samsun,1
44911,2020,15.0,kadin,2000/12/06,mugla,istanbul,2
44912,2020,35.0,kadin,1999/05/24,istanbul,mugla,1
44913,2020,35.0,kadin,1999/11/12,hatay,istanbul,3
44914,2020,35.0,kadin,1998/06/19,istanbul,istanbul,1
44915,2020,10.0,kadin,1997/01/01,mugla,istanbul,1
44916,2020,50.0,kadin,2000/03/02,canakkale,mugla,2
44917,2020,30.0,kadin,2000/03/01,sanliurfa,canakkale,5
44918,2020,15.0,kadin,1998/02/17,manisa,sanliurfa,4
44919,2020,30.0,kadin,1970/01/01,eskisehir,manisa,1
44920,2020,38.0,kadin,2000/02/09,istanbul,kayseri,1
44921,2020,44.0,kadin,1998/06/19,istanbul,istanbul,2
44922,2020,20.0,kadin,2000/01/01,aydin,istanbul,1
44923,2020,13.0,kadin,1998/02/19,izmir,aydin,0
44924,2020,25.0,kadin,2001/10/22,istanbul,izmir,1
44925,2020,25.0,kadin,1996/06/19,mersin,istanbul,1
44926,2020,18.0,kadin,1998/10/10,gaziantep,gaziantep,1
44927,2020,28.0,kadin,1997/10/11,kirklareli,gaziantep,1
44928,2020,25.0,kadin,1997/03/25,istanbul,istanbul,0
44929,2020,10.0,kadin,1999/10/01,istanbul,ankara,1
44930,2020,38.0,kadin,1999/02/18,malatya,istanbul,1
44931,2020,30.0,kadin,1998/07/04,kayseri,mugla,1
44932,2020,15.0,kadin,2000/05/17,mersin,kayseri,4
44933,2020,41.0,kadin,2000/04/26,balikesir,mersin,0
44934,2020,33.0,kadin,1998/11/20,istanbul,konya,1
44935,2020,35.0,kadin,2000/06/12,ankara,istanbul,Null
44936,2020,35.0,kadin,2000/12/14,zonguldak,istanbul,2
44937,2020,41.0,kadin,1997/06/23,izmir,zonguldak,2
44938,2020,43.0,kadin,1997/08/12,osmaniye,antalya,2
44939,2020,33.0,kadin,1970/01/01,osmaniye,ankara,3
44940,2020,38.0,kadin,1970/01/01,denizli,istanbul,0
44941,2020,51.0,kadin,1999/08/17,bursa,eskisehir,3
44942,2020,35.0,kadin,2000/10/21,ankara,istanbul,3
44943,2020,20.0,kadin,1970/01/01,Null,istanbul,0
44944,2020,52.0,kadin,1999/05/10,izmir,Null,1
44945,2020,28.0,kadin,2000/11/24,ankara,kocaeli,1
44946,2020,15.0,kadin,2000/08/26,izmir,ankara,1
44947,2020,23.0,kadin,1997/05/20,izmir,izmir,1
44948,2020,33.0,kadin,1998/03/23,izmir,tekirdag,1
44949,2020,54.0,kadin,1998/08/04,kocaeli,izmir,1
44950,2020,15.0,kadin,1998/06/02,isparta,eskisehir,1
44951,2020,31.0,kadin,1970/01/01,izmir,istanbul,1
44952,2020,10.0,kadin,1970/01/01,izmir,izmir,1
44953,2020,48.0,kadin,1998/12/14,ankara,istanbul,1
44954,2020,21.0,kadin,1998/04/03,Null,istanbul,1
44955,2020,40.0,kadin,1997/07/20,istanbul,Null,2
44956,2020,20.0,kadin,1998/06/17,bilecik,istanbul,1
44957,2020,38.0,kadin,1998/01/31,kilis,istanbul,2
44958,2020,53.0,kadin,1970/01/01,kayseri,istanbul,0
44959,2020,13.0,kadin,1998/11/14,sakarya,mersin,1
44960,2020,25.0,kadin,1998/08/08,izmir,canakkale,1
44961,2020,68.0,kadin,1996/12/05,afyonkarahisar,istanbul,2
44962,2020,28.0,kadin,1970/01/01,istanbul,izmir,1
44963,2020,30.0,kadin,1996/11/04,duzce,istanbul,1
44964,2020,48.0,kadin,2001/10/25,kayseri,ankara,Null
44965,2020,28.0,kadin,1970/01/01,sivas,kayseri,2
44966,2020,20.0,kadin,1999/03/27,istanbul,istanbul,3
44967,2020,20.0,kadin,1998/11/02,gaziantep,kars,3
44968,2020,32.0,kadin,2000/03/31,istanbul,gaziantep,0
44969,2020,43.0,kadin,2000/10/17,izmir,izmir,1
44970,2020,40.0,kadin,1997/08/22,antalya,izmir,1
44971,2020,38.0,kadin,2000/04/24,sinop,antalya,1
44972,2020,40.0,kadin,1999/01/16,istanbul,samsun,2
44973,2020,44.0,kadin,1998/04/28,istanbul,tekirdag,3
44974,2020,15.0,kadin,2000/09/08,antalya,antalya,2
44975,2020,10.0,kadin,1970/01/01,hatay,antalya,4
44976,2020,59.0,kadin,1998/08/19,izmir,hatay,0
44977,2020,20.0,kadin,1997/03/25,yozgat,aydin,2
44978,2020,10.0,kadin,2000/07/19,elazig,sakarya,0
44979,2020,48.0,kadin,1999/06/16,bursa,istanbul,Null
44980,2020,60.0,erkek,1999/01/01,ankara,antalya,2
44981,2020,36.0,erkek,1998/07/06,kayseri,ankara,1
44982,2020,36.0,erkek,1998/12/07,Null,istanbul,5
44983,2020,10.0,kadin,2001/01/08,istanbul,ankara,1
44984,2020,54.0,belirtmek istemiyorum,2020/03/05,istanbul,istanbul,3
44985,2020,13.0,kadin,1998/03/10,istanbul,istanbul,1
44986,2020,77.0,erkek,1999/09/07,ankara,istanbul,2
44987,2020,36.0,erkek,1996/02/02,sanliurfa,sirnak,0
44988,2020,71.0,erkek,2000/06/30,afyonkarahisar,istanbul,2
44989,2020,44.0,erkek,1997/08/19,erzincan,ankara,2
44990,2020,13.0,erkek,2001/09/01,adiyaman,istanbul,2
44991,2020,33.0,erkek,1970/01/01,van,istanbul,4
44992,2020,15.0,kadin,1998/04/20,istanbul,istanbul,0
44993,2020,27.0,kadin,1999/05/15,istanbul,istanbul,1
44994,2020,49.0,kadin,1998/11/25,trabzon,kocaeli,1
44995,2020,13.0,erkek,1998/02/05,van,ankara,0
44996,2020,23.0,erkek,1998/10/23,ordu,bursa,1
44997,2020,33.0,kadin,2000/10/07,gaziantep,ordu,0
