index2,Universite Adi,Universite Turu
56768,manisa celâl bayar universitesi,devlet
56769,abdullah gul universitesi,devlet
56770,abdullah gul universitesi,devlet
56771,abdullah gul universitesi,devlet
56772,iskenderun teknik universitesi,devlet
56773,marmara universitesi,devlet
56774,amasya universitesi,devlet
56775,kutahya dumlupinar universitesi,devlet
56776,bogazici universitesi,devlet
56777,afyon kocatepe universitesi,devlet
56778,pamukkale universitesi,devlet
56779,isparta uygulamali bilimler universitesi,devlet
56780,bursa uludag universitesi,devlet
56781,istanbul teknik universitesi,devlet
56782,istanbul universitesi,devlet
56783,orta dogu teknik universitesi,devlet
56784,istanbul teknik universitesi,devlet
56785,sakarya universitesi,devlet
56786,ihsan dogramaci bilkent universitesi,ozel
56787,anadolu universitesi,devlet
56788,istanbul teknik universitesi,devlet
56789,saglik bilimleri universitesi,devlet
56790,karamanoglu mehmetbey universitesi,devlet
56791,osmaniye korkut ata universitesi,devlet
56792,ihsan dogramaci bilkent universitesi,ozel
56793,bursa uludag universitesi,devlet
56794,zonguldak bulent ecevit universitesi,devlet
56795,ihsan dogramaci bilkent universitesi,ozel
56796,trakya universitesi,devlet
56797,kastamonu universitesi,devlet
56798,istanbul universitesi,devlet
56799,marmara universitesi,devlet
56800,inonu universitesi,devlet
56801,saglik bilimleri universitesi,devlet
56802,marmara universitesi,devlet
56803,yildiz teknik universitesi,devlet
56804,yildiz teknik universitesi,devlet
56805,sinop universitesi,devlet
56806,istanbul universitesi-,devlet
56807,gazi universitesi,devlet
56808,ihsan dogramaci bilkent universitesi,ozel
56809,tokat gaziosmanpasa universitesi,devlet
56810,izmir yuksek teknoloji enstitusu,devlet
56811,izmir katip celebi universitesi,devlet
56812,duzce universitesi,devlet
56813,bandirma onyedi eylul universitesi,devlet
56814,trakya universitesi,devlet
56815,sivas cumhuriyet universitesi,devlet
56816,gazi universitesi,devlet
56817,manisa celâl bayar universitesi,devlet
56818,orta dogu teknik universitesi,devlet
56819,cukurova universitesi,devlet
56820,yildiz teknik universitesi,devlet
56821,diger,devlet
56822,yildiz teknik universitesi,devlet
56823,bandirma onyedi eylul universitesi,devlet
56824,bursa uludag universitesi,devlet
56825,pamukkale universitesi,devlet
56826,istanbul teknik universitesi,Null
56827,bursa uludag universitesi,devlet
56828,yildiz teknik universitesi,devlet
56829,istanbul universitesi-,devlet
56830,orta dogu teknik universitesi,devlet
56831,orta dogu teknik universitesi,devlet
56832,eskisehir teknik universitesi,devlet
56833,cukurova universitesi,devlet
56834,erciyes universitesi,devlet
56835,alanya alaaddin keykubat universitesi,devlet
56836,saglik bilimleri universitesi,devlet
56837,mersin universitesi,devlet
56838,kutahya dumlupinar universitesi,devlet
56839,mimar sinan guzel sanatlar universitesi,devlet
56840,yildiz teknik universitesi,devlet
56841,eskisehir teknik universitesi,devlet
56842,marmara universitesi,devlet
56843,kirsehir ahi evran universitesi,devlet
56844,karabuk universitesi,devlet
56845,bayburt universitesi,devlet
56846,ankara yildirim beyazit universitesi,devlet
56847,hacettepe universitesi,devlet
56848,ankara universitesi,devlet
56849,marmara universitesi,devlet
56850,erciyes universitesi,devlet
56851,erzincan binali yildirim universitesi,devlet
56852,ted universitesi,ozel
56853,hatay mustafa kemal universitesi,devlet
56854,karadeniz teknik universitesi,devlet
56855,eskisehir osmangazi universitesi,devlet
56856,ankara haci bayram veli universitesi,devlet
56857,ankara yildirim beyazit universitesi,devlet
56858,gazi universitesi,devlet
56859,giresun universitesi,devlet
56860,kutahya dumlupinar universitesi,devlet
56861,marmara universitesi,devlet
56862,istanbul universitesi,devlet
56863,mersin universitesi,devlet
56864,sakarya universitesi,devlet
56865,kutahya dumlupinar universitesi,devlet
56866,ankara haci bayram veli universitesi,devlet
56867,hacettepe universitesi,devlet
56868,cukurova universitesi,devlet
56869,siirt universitesi,devlet
56870,hatay mustafa kemal universitesi,devlet
56871,erciyes universitesi,devlet
56872,istanbul teknik universitesi,devlet
56873,erzincan binali yildirim universitesi,devlet
56874,canakkale onsekiz mart universitesi,devlet
56875,tokat gaziosmanpasa universitesi,devlet
56876,marmara universitesi,devlet
56877,istanbul universitesi-,devlet
56878,erciyes universitesi,devlet
56879,pamukkale universitesi,devlet
56880,dokuz eylul universitesi,devlet
56881,dokuz eylul universitesi,devlet
56882,marmara universitesi,devlet
56883,istanbul medeniyet universitesi,devlet
56884,istanbul teknik universitesi,devlet
56885,marmara universitesi,devlet
56886,hatay mustafa kemal universitesi,devlet
56887,yildiz teknik universitesi,devlet
56888,orta dogu teknik universitesi,devlet
56889,manisa celâl bayar universitesi,devlet
56890,akdeniz universitesi,devlet
56891,trakya universitesi,devlet
56892,gaziantep universitesi,devlet
56893,istanbul teknik universitesi,devlet
56894,istanbul teknik universitesi,devlet
56895,sakarya uygulamali bilimler universitesi,devlet
56896,sakarya universitesi,devlet
56897,ankara universitesi,devlet
56898,karadeniz teknik universitesi,devlet
56899,izmir yuksek teknoloji enstitusu,devlet
56900,afyon kocatepe universitesi,devlet
56901,kastamonu universitesi,devlet
56902,istanbul teknik universitesi,devlet
56903,pamukkale universitesi,devlet
56904,ankara universitesi,devlet
56905,adana alparslan turkes bilim ve,devlet
56906,canakkale onsekiz mart universitesi,devlet
56907,bogazici universitesi,Null
56908,karadeniz teknik universitesi,devlet
56909,trabzon universitesi,devlet
56910,sakarya universitesi,devlet
56911,sakarya universitesi,devlet
56912,ege universitesi,devlet
56913,balikesir universitesi,devlet
56914,dokuz eylul universitesi,devlet
56915,ankara haci bayram veli universitesi,devlet
56916,dokuz eylul universitesi,devlet
56917,abdullah gul universitesi,devlet
56918,mardin artuklu universitesi,devlet
56919,hacettepe universitesi,devlet
56920,dokuz eylul universitesi,devlet
56921,yildiz teknik universitesi,devlet
56922,hacettepe universitesi,devlet
56923,van yuzuncu yil universitesi,devlet
56924,manisa celâl bayar universitesi,devlet
56925,istanbul ticaret universitesi,ozel
56926,bolu abant izzet baysal universitesi,devlet
56927,kutahya dumlupinar universitesi,devlet
56928,dicle universitesi,devlet
56929,pamukkale universitesi,devlet
56930,cukurova universitesi,devlet
56931,ege universitesi,devlet
56932,akdeniz universitesi,devlet
56933,ege universitesi,Null
56934,konya teknik universitesi,devlet
56935,mugla sitki kocman universitesi,devlet
56936,bogazici universitesi,devlet
56937,selcuk universitesi,devlet
56938,canakkale onsekiz mart universitesi,devlet
56939,orta dogu teknik universitesi,devlet
56940,izmir katip celebi universitesi,devlet
56941,mugla sitki kocman universitesi,devlet
56942,kocaeli universitesi,devlet
56943,manisa celâl bayar universitesi,devlet
56944,bolu abant izzet baysal universitesi,devlet
56945,istanbul teknik universitesi,devlet
56946,manisa celâl bayar universitesi,devlet
56947,piri reis universitesi,ozel
56948,ege universitesi,devlet
56949,duzce universitesi,devlet
56950,canakkale onsekiz mart universitesi,devlet
56951,gazi universitesi,devlet
56952,tokat gaziosmanpasa universitesi,devlet
56953,nevsehir haci bektas veli universitesi,devlet
56954,eskisehir osmangazi universitesi,devlet
56955,istanbul teknik universitesi,devlet
56956,pamukkale universitesi,devlet
56957,yalova universitesi,devlet
56958,kocaeli universitesi,devlet
56959,suleyman demirel universitesi,devlet
56960,eskisehir osmangazi universitesi,devlet
56961,bolu abant izzet baysal universitesi,devlet
56962,usak universitesi,devlet
56963,marmara universitesi,devlet
56964,suleyman demirel universitesi,devlet
56965,izmir katip celebi universitesi,devlet
56966,ataturk universitesi,devlet
56967,selcuk universitesi,devlet
56968,gazi universitesi,devlet
56969,kirklareli universitesi,devlet
56970,erciyes universitesi,devlet
56971,usak universitesi,devlet
56972,selcuk universitesi,devlet
56973,duzce universitesi,devlet
56974,ankara universitesi,devlet
56975,suleyman demirel universitesi,devlet
56976,erciyes universitesi,devlet
56977,gazi universitesi,devlet
56978,dokuz eylul universitesi,devlet
56979,bursa uludag universitesi,devlet
56980,manisa celâl bayar universitesi,devlet
56981,abdullah gul universitesi,devlet
56982,dokuz eylul universitesi,devlet
56983,ankara haci bayram veli universitesi,devlet
56984,ankara sosyal bilimler universitesi,devlet
56985,ankara sosyal bilimler universitesi,devlet
56986,ankara universitesi,devlet
56987,tekirdag namik kemal universitesi,Null
56988,bursa uludag universitesi,devlet
56989,hacettepe universitesi,devlet
56990,kocaeli universitesi,devlet
56991,ordu universitesi,Null
56992,bursa uludag universitesi,devlet
56993,kirikkale universitesi,devlet
56994,akdeniz universitesi,devlet
56995,ege universitesi,devlet
56996,cankiri karatekin universitesi,devlet
56997,usak universitesi,devlet
56998,eskisehir teknik universitesi,devlet
56999,akdeniz universitesi,devlet
57000,hacettepe universitesi,devlet
57001,marmara universitesi,devlet
57002,cankiri karatekin universitesi,devlet
57003,ankara universitesi,devlet
57004,manisa celâl bayar universitesi,devlet
57005,sakarya universitesi,devlet
57006,agri ibrahim cecen universitesi,devlet
57007,dicle universitesi,devlet
57008,suleyman demirel universitesi,devlet
57009,kocaeli universitesi,devlet
57010,istanbul teknik universitesi,devlet
57011,hacettepe universitesi,devlet
57012,bolu abant izzet baysal universitesi,devlet
57013,kirklareli universitesi,devlet
57014,selcuk universitesi,devlet
57015,yildiz teknik universitesi,devlet
57016,karadeniz teknik universitesi,devlet
57017,ankara universitesi,devlet
57018,abdullah gul universitesi,devlet
57019,dokuz eylul universitesi,devlet
57020,marmara universitesi,devlet
57021,ondokuz mayis universitesi,devlet
57022,istanbul universitesi,devlet
57023,izmir katip celebi universitesi,devlet
57024,bogazici universitesi,devlet
57025,dicle universitesi,devlet
57026,mardin artuklu universitesi,devlet
57027,abdullah gul universitesi,devlet
57028,turk-alman universitesi,devlet
57029,agri ibrahim cecen universitesi,devlet
57030,dokuz eylul universitesi,devlet
57031,ataturk universitesi,devlet
57032,harran universitesi,devlet
57033,marmara universitesi,devlet
57034,istanbul ticaret universitesi,ozel
57035,izmir yuksek teknoloji enstitusu,devlet
57036,anadolu universitesi,devlet
57037,erzurum teknik universitesi,devlet
57038,erzincan binali yildirim universitesi,devlet
57039,turk-alman universitesi,devlet
57040,sakarya universitesi,devlet
57041,istanbul teknik universitesi,devlet
57042,ankara yildirim beyazit universitesi,devlet
57043,tokat gaziosmanpasa universitesi,devlet
57044,bogazici universitesi,devlet
57045,osmaniye korkut ata universitesi,devlet
57046,aydin adnan menderes,devlet
57047,firat universitesi,devlet
57048,ordu universitesi,devlet
57049,akdeniz universitesi,devlet
57050,erzurum teknik universitesi,devlet
57051,orta dogu teknik universitesi,devlet
57052,pamukkale universitesi,devlet
57053,ankara yildirim beyazit universitesi,devlet
57054,bandirma onyedi eylul universitesi,devlet
57055,orta dogu teknik universitesi,devlet
57056,hacettepe universitesi,devlet
57057,beykent universitesi,ozel
57058,izmir katip celebi universitesi,devlet
57059,istanbul universitesi-,devlet
57060,yildiz teknik universitesi,devlet
57061,istanbul teknik universitesi,devlet
57062,aydin adnan menderes,devlet
57063,kilis 7 aralik universitesi,devlet
57064,zonguldak bulent ecevit universitesi,devlet
57065,bursa teknik universitesi,devlet
57066,selcuk universitesi,devlet
57067,selcuk universitesi,devlet
57068,ege universitesi,devlet
57069,bursa uludag universitesi,devlet
57070,selcuk universitesi,devlet
57071,kocaeli universitesi,devlet
57072,kastamonu universitesi,devlet
57073,izmir katip celebi universitesi,devlet
57074,cukurova universitesi,devlet
57075,ege universitesi,devlet
57076,cukurova universitesi,devlet
57077,ankara universitesi,devlet
57078,mugla sitki kocman universitesi,devlet
57079,ankara yildirim beyazit universitesi,devlet
57080,karabuk universitesi,devlet
57081,mersin universitesi,devlet
57082,karamanoglu mehmetbey universitesi,devlet
57083,Null,devlet
57084,akdeniz universitesi,devlet
57085,canakkale onsekiz mart universitesi,devlet
57086,mersin universitesi,devlet
57087,kocaeli universitesi,devlet
57088,gumushane universitesi,devlet
57089,ankara haci bayram veli universitesi,devlet
57090,cankiri karatekin universitesi,devlet
57091,bursa uludag universitesi,devlet
57092,usak universitesi,devlet
57093,hacettepe universitesi,devlet
57094,mugla sitki kocman universitesi,devlet
57095,ankara yildirim beyazit universitesi,devlet
57096,kocaeli universitesi,devlet
57097,ege universitesi,devlet
57098,firat universitesi,devlet
57099,kastamonu universitesi,devlet
57100,canakkale onsekiz mart universitesi,devlet
57101,gazi universitesi,devlet
57102,orta dogu teknik universitesi,devlet
57103,gumushane universitesi,devlet
57104,saglik bilimleri universitesi,devlet
57105,yozgat bozok universitesi,devlet
57106,karamanoglu mehmetbey universitesi,devlet
57107,dicle universitesi,devlet
57108,hacettepe universitesi,devlet
57109,selcuk universitesi,devlet
57110,suleyman demirel universitesi,devlet
57111,bursa teknik universitesi,devlet
57112,harran universitesi,devlet
57113,izmir katip celebi universitesi,devlet
57114,istanbul universitesi-,devlet
57115,dicle universitesi,devlet
57116,hacettepe universitesi,devlet
57117,istanbul medeniyet universitesi,devlet
57118,bolu abant izzet baysal universitesi,devlet
57119,eskisehir osmangazi universitesi,devlet
57120,marmara universitesi,devlet
57121,ondokuz mayis universitesi,devlet
57122,istanbul universitesi-,devlet
57123,dokuz eylul universitesi,devlet
57124,gazi universitesi,devlet
57125,erzincan binali yildirim universitesi,devlet
57126,amasya universitesi,devlet
57127,nigde omer halisdemir,devlet
57128,marmara universitesi,devlet
57129,inonu universitesi,devlet
57130,duzce universitesi,devlet
57131,karadeniz teknik universitesi,devlet
57132,mugla sitki kocman universitesi,devlet
57133,osmaniye korkut ata universitesi,devlet
57134,duzce universitesi,devlet
57135,sivas cumhuriyet universitesi,devlet
57136,hatay mustafa kemal universitesi,devlet
57137,hacettepe universitesi,devlet
57138,bingol universitesi,devlet
57139,saglik bilimleri universitesi,devlet
57140,marmara universitesi,devlet
57141,bartin universitesi,devlet
57142,gumushane universitesi,devlet
57143,gumushane universitesi,devlet
57144,bartin universitesi,devlet
57145,gaziantep universitesi,devlet
57146,ankara universitesi,devlet
57147,istanbul medeniyet universitesi,devlet
57148,igdir universitesi,devlet
57149,karadeniz teknik universitesi,devlet
57150,selcuk universitesi,devlet
57151,hacettepe universitesi,devlet
57152,eskisehir teknik universitesi,devlet
57153,duzce universitesi,devlet
57154,burdur mehmet akif ersoy universitesi,devlet
57155,akdeniz universitesi,devlet
57156,siirt universitesi,devlet
57157,balikesir universitesi,devlet
57158,harran universitesi,devlet
57159,eskisehir osmangazi universitesi,devlet
57160,recep tayyip erdogan universitesi,devlet
57161,kocaeli universitesi,devlet
57162,hakkari universitesi,devlet
57163,dokuz eylul universitesi,devlet
57164,istanbul universitesi,devlet
57165,bolu abant izzet baysal universitesi,devlet
57166,pamukkale universitesi,devlet
57167,cankaya universitesi,ozel
57168,dokuz eylul universitesi,devlet
57169,munzur universitesi,devlet
57170,hacettepe universitesi,devlet
57171,selcuk universitesi,devlet
57172,mersin universitesi,devlet
57173,ataturk universitesi,devlet
57174,ankara yildirim beyazit universitesi,devlet
57175,istanbul universitesi,devlet
57176,firat universitesi,devlet
57177,izmir katip celebi universitesi,devlet
57178,duzce universitesi,devlet
57179,galatasaray universitesi,devlet
57180,kirikkale universitesi,devlet
57181,istanbul medeniyet universitesi,devlet
57182,ataturk universitesi,devlet
57183,istanbul universitesi,devlet
57184,gazi universitesi,devlet
57185,dokuz eylul universitesi,devlet
57186,kocaeli universitesi,devlet
57187,anadolu universitesi,devlet
57188,yildiz teknik universitesi,devlet
57189,necmettin erbakan universitesi,devlet
57190,ege universitesi,devlet
57191,Null,devlet
57192,marmara universitesi,devlet
57193,kafkas universitesi,devlet
57194,necmettin erbakan universitesi,devlet
57195,bingol universitesi,devlet
57196,giresun universitesi,devlet
57197,amasya universitesi,devlet
57198,bogazici universitesi,devlet
57199,marmara universitesi,devlet
57200,istinye universitesi,Null
57201,hacettepe universitesi,devlet
57202,istanbul teknik universitesi,devlet
57203,bursa uludag universitesi,devlet
57204,necmettin erbakan universitesi,devlet
57205,samsun universitesi,devlet
57206,turk-alman universitesi,devlet
57207,ankara yildirim beyazit universitesi,devlet
57208,gaziantep universitesi,devlet
57209,aydin adnan menderes,devlet
57210,kutahya dumlupinar universitesi,devlet
57211,firat universitesi,devlet
57212,gaziantep universitesi,devlet
57213,burdur mehmet akif ersoy universitesi,devlet
57214,izmir katip celebi universitesi,devlet
57215,siirt universitesi,devlet
57216,kilis 7 aralik universitesi,devlet
57217,gaziantep universitesi,devlet
57218,manisa celâl bayar universitesi,devlet
57219,gumushane universitesi,devlet
57220,istanbul universitesi-,Null
57221,cukurova universitesi,devlet
57222,gaziantep universitesi,devlet
57223,gaziantep universitesi,devlet
57224,yildiz teknik universitesi,devlet
57225,istanbul universitesi,devlet
57226,canakkale onsekiz mart universitesi,devlet
57227,bogazici universitesi,devlet
57228,balikesir universitesi,devlet
57229,beykent universitesi,ozel
57230,necmettin erbakan universitesi,devlet
57231,ege universitesi,devlet
57232,istanbul medeniyet universitesi,devlet
57233,kafkas universitesi,devlet
57234,kutahya dumlupinar universitesi,devlet
57235,eskisehir osmangazi universitesi,devlet
57236,istanbul medeniyet universitesi,devlet
57237,suleyman demirel universitesi,devlet
57238,istanbul teknik universitesi,devlet
57239,iskenderun teknik universitesi,devlet
57240,eskisehir osmangazi universitesi,devlet
57241,ankara yildirim beyazit universitesi,devlet
57242,gazi universitesi,devlet
57243,marmara universitesi,devlet
57244,iskenderun teknik universitesi,devlet
57245,zonguldak bulent ecevit universitesi,devlet
57246,zonguldak bulent ecevit universitesi,devlet
57247,balikesir universitesi,devlet
57248,siirt universitesi,devlet
57249,bursa uludag universitesi,devlet
57250,bursa uludag universitesi,devlet
57251,istanbul teknik universitesi,devlet
57252,bursa uludag universitesi,devlet
57253,yildiz teknik universitesi,devlet
57254,yildiz teknik universitesi,devlet
57255,izmir katip celebi universitesi,devlet
57256,izmir ekonomi universitesi,ozel
57257,galatasaray universitesi,devlet
57258,istanbul universitesi,devlet
57259,bogazici universitesi,devlet
57260,ankara yildirim beyazit universitesi,devlet
57261,manisa celâl bayar universitesi,devlet
57262,inonu universitesi,devlet
57263,bolu abant izzet baysal universitesi,devlet
57264,anadolu universitesi,devlet
57265,cankiri karatekin universitesi,devlet
57266,gaziantep universitesi,devlet
57267,mersin universitesi,devlet
57268,tokat gaziosmanpasa universitesi,devlet
57269,eskisehir osmangazi universitesi,devlet
57270,istanbul universitesi,devlet
57271,karamanoglu mehmetbey universitesi,devlet
57272,kirsehir ahi evran universitesi,devlet
57273,bogazici universitesi,devlet
57274,hacettepe universitesi,devlet
57275,karadeniz teknik universitesi,devlet
57276,gazi universitesi,devlet
57277,inonu universitesi,devlet
57278,orta dogu teknik universitesi,devlet
57279,bogazici universitesi,devlet
57280,marmara universitesi,devlet
57281,marmara universitesi,devlet
57282,istanbul universitesi,devlet
57283,abdullah gul universitesi,devlet
57284,hacettepe universitesi,devlet
57285,istanbul universitesi-,devlet
57286,kocaeli universitesi,devlet
57287,gaziantep universitesi,devlet
57288,sakarya universitesi,devlet
57289,kutahya dumlupinar universitesi,devlet
57290,ankara yildirim beyazit universitesi,devlet
57291,ankara universitesi,devlet
57292,istanbul teknik universitesi,devlet
57293,erciyes universitesi,devlet
57294,anadolu universitesi,devlet
57295,dokuz eylul universitesi,devlet
57296,agri ibrahim cecen universitesi,devlet
57297,istanbul teknik universitesi,devlet
57298,sakarya universitesi,devlet
57299,ondokuz mayis universitesi,devlet
57300,dokuz eylul universitesi,devlet
57301,manisa celâl bayar universitesi,devlet
57302,gazi universitesi,devlet
57303,selcuk universitesi,devlet
57304,kocaeli universitesi,devlet
57305,diger,devlet
57306,selcuk universitesi,devlet
57307,amasya universitesi,devlet
57308,duzce universitesi,devlet
57309,istanbul yeni yuzyil universitesi,ozel
57310,duzce universitesi,devlet
57311,sivas cumhuriyet universitesi,devlet
57312,akdeniz universitesi,devlet
57313,kilis 7 aralik universitesi,devlet
57314,karabuk universitesi,devlet
57315,hacettepe universitesi,devlet
57316,erzurum teknik universitesi,devlet
57317,bursa uludag universitesi,devlet
57318,aydin adnan menderes,devlet
57319,marmara universitesi,devlet
57320,izmir katip celebi universitesi,devlet
57321,anadolu universitesi,devlet
57322,marmara universitesi,devlet
57323,kocaeli universitesi,devlet
57324,marmara universitesi,devlet
57325,cukurova universitesi,devlet
57326,anadolu universitesi,devlet
57327,gebze teknik universitesi,devlet
57328,bogazici universitesi,devlet
57329,karadeniz teknik universitesi,devlet
57330,ege universitesi,devlet
57331,yildiz teknik universitesi,devlet
57332,yildiz teknik universitesi,devlet
57333,yildiz teknik universitesi,devlet
57334,ege universitesi,devlet
57335,istanbul universitesi,devlet
57336,gaziantep universitesi,devlet
57337,ege universitesi,devlet
57338,marmara universitesi,devlet
57339,erciyes universitesi,Null
57340,erciyes universitesi,devlet
57341,dokuz eylul universitesi,devlet
57342,gebze teknik universitesi,devlet
57343,selcuk universitesi,devlet
57344,eskisehir teknik universitesi,devlet
57345,sakarya universitesi,devlet
57346,sakarya universitesi,devlet
57347,anadolu universitesi,devlet
57348,ankara universitesi,devlet
57349,istanbul teknik universitesi,Null
57350,kocaeli universitesi,devlet
57351,dokuz eylul universitesi,devlet
57352,ondokuz mayis universitesi,devlet
57353,bogazici universitesi,devlet
57354,marmara universitesi,devlet
57355,kocaeli universitesi,devlet
57356,suleyman demirel universitesi,devlet
57357,halic universitesi,ozel
57358,istanbul teknik universitesi,devlet
57359,dokuz eylul universitesi,devlet
57360,orta dogu teknik universitesi,devlet
57361,erciyes universitesi,devlet
57362,canakkale onsekiz mart universitesi,devlet
57363,firat universitesi,devlet
57364,marmara universitesi,devlet
57365,balikesir universitesi,devlet
57366,hacettepe universitesi,devlet
57367,istanbul teknik universitesi,devlet
57368,bursa uludag universitesi,devlet
57369,yildiz teknik universitesi,devlet
57370,afyon kocatepe universitesi,devlet
57371,ihsan dogramaci bilkent universitesi,ozel
57372,yildiz teknik universitesi,devlet
57373,akdeniz universitesi,devlet
57374,yildiz teknik universitesi,devlet
57375,dokuz eylul universitesi,devlet
57376,kutahya dumlupinar universitesi,devlet
57377,istanbul teknik universitesi,devlet
57378,bursa uludag universitesi,devlet
57379,istanbul bilgi universitesi,ozel
57380,hacettepe universitesi,devlet
57381,ankara universitesi,devlet
57382,yildiz teknik universitesi,devlet
57383,gazi universitesi,devlet
57384,tekirdag namik kemal universitesi,devlet
57385,tekirdag namik kemal universitesi,Null
57386,marmara universitesi,devlet
57387,istanbul universitesi,devlet
57388,anadolu universitesi,devlet
57389,marmara universitesi,devlet
57390,aydin adnan menderes,devlet
57391,akdeniz universitesi,devlet
57392,akdeniz universitesi,devlet
57393,orta dogu teknik universitesi,devlet
57394,Null,Null
57395,akdeniz universitesi,devlet
57396,izmir yuksek teknoloji enstitusu,devlet
57397,eskisehir osmangazi universitesi,devlet
57398,hacettepe universitesi,devlet
57399,kocaeli universitesi,devlet
57400,kocaeli universitesi,devlet
57401,yildiz teknik universitesi,devlet
57402,van yuzuncu yil universitesi,devlet
57403,kocaeli universitesi,devlet
57404,tekirdag namik kemal universitesi,devlet
57405,ankara yildirim beyazit universitesi,devlet
57406,orta dogu teknik universitesi,devlet
57407,orta dogu teknik universitesi,devlet
57408,bogazici universitesi,devlet
57409,kapadokya universitesi,ozel
57410,bogazici universitesi,devlet
57411,trakya universitesi,devlet
57412,bandirma onyedi eylul universitesi,devlet
57413,eskisehir osmangazi universitesi,devlet
57414,dokuz eylul universitesi,devlet
57415,ankara yildirim beyazit universitesi,devlet
57416,kutahya dumlupinar universitesi,devlet
57417,balikesir universitesi,devlet
57418,yildiz teknik universitesi,devlet
57419,kocaeli universitesi,devlet
57420,yildiz teknik universitesi,devlet
57421,ihsan dogramaci bilkent universitesi,ozel
57422,yildiz teknik universitesi,devlet
57423,bogazici universitesi,devlet
57424,gebze teknik universitesi,devlet
57425,balikesir universitesi,devlet
57426,marmara universitesi,devlet
57427,dicle universitesi,devlet
57428,hacettepe universitesi,devlet
57429,istanbul universitesi-,devlet
57430,konya teknik universitesi,devlet
57431,cankiri karatekin universitesi,devlet
57432,yildiz teknik universitesi,devlet
57433,necmettin erbakan universitesi,devlet
57434,dokuz eylul universitesi,devlet
57435,duzce universitesi,devlet
57436,bursa uludag universitesi,devlet
57437,bogazici universitesi,devlet
57438,istanbul teknik universitesi,devlet
57439,bogazici universitesi,devlet
57440,kutahya saglik bilimleri universitesi,devlet
57441,ankara universitesi,devlet
57442,trabzon universitesi,devlet
57443,trabzon universitesi,devlet
57444,istanbul universitesi-,devlet
57445,karadeniz teknik universitesi,devlet
57446,bolu abant izzet baysal universitesi,devlet
57447,karabuk universitesi,devlet
57448,balikesir universitesi,devlet
57449,istanbul teknik universitesi,devlet
57450,tokat gaziosmanpasa universitesi,devlet
57451,hatay mustafa kemal universitesi,devlet
57452,ege universitesi,devlet
57453,gumushane universitesi,devlet
57454,istanbul universitesi,devlet
57455,trakya universitesi,devlet
57456,bogazici universitesi,devlet
57457,istanbul teknik universitesi,devlet
57458,yildiz teknik universitesi,devlet
57459,yildiz teknik universitesi,devlet
57460,ataturk universitesi,devlet
57461,harran universitesi,devlet
57462,gazi universitesi,devlet
57463,ege universitesi,devlet
57464,konya teknik universitesi,devlet
57465,marmara universitesi,devlet
57466,akdeniz universitesi,devlet
57467,mersin universitesi,devlet
57468,giresun universitesi,devlet
57469,istanbul universitesi,devlet
57470,erzincan binali yildirim universitesi,devlet
57471,gazi universitesi,devlet
57472,izmir bakircay universitesi,devlet
57473,yildiz teknik universitesi,devlet
57474,zonguldak bulent ecevit universitesi,devlet
57475,giresun universitesi,devlet
57476,izmir ekonomi universitesi,ozel
57477,istanbul universitesi,devlet
57478,ege universitesi,devlet
57479,istanbul universitesi,devlet
57480,istanbul universitesi,devlet
57481,izmir bakircay universitesi,Null
57482,hacettepe universitesi,devlet
57483,erciyes universitesi,devlet
57484,koc universitesi,ozel
57485,marmara universitesi,devlet
57486,bogazici universitesi,devlet
57487,mardin artuklu universitesi,devlet
57488,yildiz teknik universitesi,devlet
57489,firat universitesi,devlet
57490,bogazici universitesi,devlet
57491,iskenderun teknik universitesi,devlet
57492,yildiz teknik universitesi,devlet
57493,sakarya uygulamali bilimler universitesi,devlet
57494,anadolu universitesi,devlet
57495,orta dogu teknik universitesi,devlet
57496,usak universitesi,devlet
57497,istanbul teknik universitesi,devlet
57498,gebze teknik universitesi,devlet
57499,gebze teknik universitesi,devlet
57500,sivas cumhuriyet universitesi,devlet
57501,ihsan dogramaci bilkent universitesi,ozel
57502,izmir bakircay universitesi,devlet
57503,ihsan dogramaci bilkent universitesi,ozel
57504,marmara universitesi,devlet
57505,bogazici universitesi,devlet
57506,dokuz eylul universitesi,devlet
57507,koc universitesi,ozel
57508,orta dogu teknik universitesi,devlet
57509,koc universitesi,ozel
57510,koc universitesi,ozel
57511,aydin adnan menderes universitesi,devlet
57512,koc universitesi,ozel
57513,ankara universitesi,devlet
57514,ege universitesi,devlet
57515,istanbul medeniyet universitesi,devlet
57516,ankara universitesi,devlet
57517,bogazici universitesi,devlet
57518,bogazici universitesi,devlet
57519,bogazici universitesi,devlet
57520,bogazici universitesi,devlet
57521,trakya universitesi,devlet
57522,dokuz eylul universitesi,devlet
57523,marmara universitesi,devlet
57524,ozyegin universitesi,ozel
57525,bogazici universitesi,devlet
57526,ankara universitesi,devlet
57527,istanbul bilgi universitesi,ozel
57528,istanbul teknik universitesi,devlet
57529,kocaeli universitesi,devlet
57530,selcuk universitesi,devlet
57531,ihsan dogramaci bilkent universitesi,ozel
57532,koc universitesi,ozel
57533,ozyegin universitesi,ozel
57534,orta dogu teknik universitesi,devlet
57535,ihsan dogramaci bilkent universitesi,ozel
57536,orta dogu teknik universitesi,devlet
57537,bursa uludag universitesi,devlet
57538,orta dogu teknik universitesi,devlet
57539,istanbul teknik universitesi,devlet
57540,bogazici universitesi,devlet
57541,tobb ekonomi ve teknoloji universitesi,ozel
