index1,index,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?
563,563,Null,Null,Null,Null,Null,Null,Null,Null,Null
564,564,1,dart ve bowling kulubu,1,kaptan,0,Null,1,1,universite tabanli online reklam ajansi / dusunenbiyik universite tabanli sanal dergi / societydergi bugmarine online yat malzemeleri tubitak girisimcilik programina basvurmadigim halde kabul edildim. mulakata tek sayfa cv ile gittim.
565,565,1,"acil tip dernegi , akut ,rotaract",1,bireysel,0,Null,0,0,Null
566,566,1,yeditepe universitesi arama ve kurtarma kulubu,0,yok,0,Null,0,1,expomed 14te duzenlenen gelecegimizde biyomedikal muhendisliginin yeri adli bildiri yarismasinda turkiye 4. lugu kazandim.
567,567,1,erasmus student club,0,yok,0,Null,0,0,Null
568,568,0,Null,0,yok,0,Null,0,0,Null
569,569,1,izmir universitesi bilisim kulubu,0,yok,0,Null,0,1,proje bazli bireysel olarak yazilim alaninda girisimlerde bulundum.
570,570,1,bilisim kulubu,0,yok,0,Null,0,1,"kaynak yetersizliginden basarisiz olmus araba tekerleginden elektrik uretim projesi, cesitli web siteleri ve kulturel degerlerin anlatilmasinda katki saglayan e-ticaret sitesinde makale katkisi."
571,571,1,avrasya universitesi kariyer akademisi,0,yok,0,Null,1,1,avrasya universitesi bunyesinde yapmis oldugumuz girisimcilik ve sosyallesme alanindaki faaliyetler buna ornektir...
572,572,Null,Null,Null,Null,Null,Null,Null,Null,Null
573,573,0,Null,0,yok,0,Null,0,0,Null
574,574,1,istanbul bilgi universitesi motosiklet kulubu,0,yok,0,Null,1,0,Null
575,575,1,ekonomi toplulugu,0,yok,0,Null,1,1,dkenaha once bulundugum lisede bir cok program hazirlayip bunlara onculuk ettim. kendi dusuncem olan 70ler konseptli bahar senligi okulumuzda geleneksel olarak benden sonra da bu ve benzeri konseptlerde devam etmistir.
576,576,0,Null,0,yok,0,Null,0,0,Null
577,577,0,Null,0,yok,0,Null,0,0,Null
578,578,1,besiktas jimnastik klubu,1,bireysel,0,Null,1,0,Null
579,579,0,Null,0,yok,0,Null,0,0,Null
580,580,1,turkmsic turkish medical students international committee,0,yok,0,Null,1,1,gecen sene kurulan mavikep adinda online egitim veren sitenin ilk egitmenlerindendim fakat verdigim derslerin bazilarinin ucretini hesabima yatirmadiklari ve ders calisma saatlerimle uymadigi icin calismayi biraktim. buna ek olarak iki sene once kumburgaz gece pazarinda corapcilik yaptim. kendi biriktirdigirim parayla azim coraptan aldigim coraplari sattim. bir yazda biriktirdigim parayi iki katina cikardim.
581,581,1,okulumuzda sosyal aktiviteler cok eksik oldugu icin malesef bu konuda kendimizi gelistiremiyoruz.yalniz yuzme ve voleybolda iyi oldugumu ve uyelik gibi firsatlar karsima ciktikca degerlendirmeye calisiyorum,0,yok,1,saglik bilgimle ve ilerde calisacagim sektordeki tum birimleri az cok tanidigim icin multecilerin hastaneye islemlerinin kolaylasmasina yardimci olmaya calisiyorum,0,0,Null
582,582,0,Null,0,yok,0,Null,0,0,Null
583,583,1,"yeditepe universitesi ieee ogrenci toplulugu, yeditepe ravens ultimate frisbeespor kulubu",0,yok,0,Null,0,0,Null
584,584,1,isletme kulubu / iletisim kulubu / okul disi olusumlar,0,yok,1,entrepreneurship in san francisco,1,1,gectigimiz aylarda mekanium adli dijital pazarlama araci olusturdum. firmalarin pazarlama faaliyetlerini destekleyen foursquare ve twitter tabanli bu araci mado sariyer subesi ve upper west sidecevahir avm satin aldi. fakat twitterin devlet taradindan kapatilmasi ve yazilimci ile anlasamamamdan dolayi projeyi rafa kaydirdim. www.mekanium.com
585,585,0,Null,0,yok,0,Null,0,1,startup weekend etkinliklerine gelistirici ve vendor olarak katildim.
586,586,0,Null,0,yok,0,Null,0,0,Null
587,587,0,Null,0,yok,0,Null,1,1,"katilim sebebim girisimci bir kisilik olmam degil, olmak istememdir."
588,588,1,uluslararasi girisimcilik toplulugu,0,yok,0,Null,0,1,"cinden getirdigim urunleri sokakta sattim, ozel ders verdim ve musterilerim cok artinca bir ozel ders agi kurdum ve buldugum her musteri icin komisyon aldim."
589,589,0,Null,0,yok,0,Null,0,0,Null
590,590,1,emu ieee,0,bireysel,0,Null,0,1,"cadli bir arkadasimla,cada kiyafet ihrac etmek icin girisimde bulunduk fakat resmi prosedurler geregi bunu tamamlayamadik."
591,591,1,"susail, radyosu, international students club",0,yok,1,mezunlar derneginin duzenledigi etkinliklerin organizasyonunda gorev aliyorum.,1,1,"sermaye yatirdigim ilk girisimim sabanci universitesi offtown festivalde algidayla anlasip dondurma standi acarak satis yapmamdi. ama bundan once lisede ve universitede parti,yemek ve fasil duzenleyip sattim. ayrica lisede duzenledigimiz yardim kampanyasi da sosyal girisime ornek olabilir."
592,592,0,Null,0,yok,0,Null,0,0,Null
593,593,0,Null,0,yok,0,Null,0,0,Null
594,594,0,Null,0,yok,0,Null,0,1,"sertifikali-sertifikasiz konferanslar,paneller,cesitli toplantilar"
595,595,0,Null,0,yok,0,Null,0,0,Null
596,596,0,Null,0,yok,0,Null,0,0,Null
597,597,Null,Null,Null,Null,Null,Null,Null,Null,Null
598,598,1,zirve emk,1,bireysel,1,"o daha cocuk, mentorluk egtitimleri",0,0,Null
599,599,0,Null,0,yok,0,Null,0,1,okulda acilan kosgeb dersine kayit oldum ve belgeyi almaya hak kazandim.ayrica gelicegimiz donem yani 2014 guz doneminde var olanfakat faaliyetlerde bulunmayan girisimcilik klubunu tekrar hayata geciricez.
600,600,1,isletme klubu,0,yok,0,Null,0,0,Null
601,601,1,linux kullanicilari dernegi,0,yok,0,Null,0,1,"isletme, yarisma duzeyinde pek cok faaliyetim oldu. su an halici yazilimevi kulucka merkezinde kendi ekibimle uygulama gelistiriyorum."
602,602,1,"atatukcu dusunce kulubu , tiyatro kulubu",0,yok,0,Null,0,0,Null
603,603,0,Null,1,bireysel,0,Null,0,0,Null
604,604,1,american society of mechanical engineers//ieeeinstitute of electrical and electronics engineers // koc universitesi gonullulericevre kulubu,1,bireysel,1,turmepa deniz temiz dernegi tema vakfi,1,1,"sosyal girisimcilik olarak adlandirabilecegim bir projem var. bu proje dahilinde universitemizdeki organik atiklarin, benim ve hocamin dizayni olan bir kompost/biyogaz tankinda kisa zamanda verimli kompost atigina ve dogalgaza donusturulmesine yonelik calismalar yurutmekteyiz. bu proje su an hayata gecmis olup, koc universitesi tarafindan desteklenmektedir. bu proje ile, dogalgaz hattinin bulunmadigi bolgelerde kisilerin gunluk dogalgaz ihtiyaclarini copten elde etmelerini saglamak yaninda sehirde/tarlalarda uretilen atigi da azaltma amacimiz vardir. amac buyuk atik imha ve toplama merkezlerini ortadan kaldirarak ve kisilere atik yonetim bilinci kazandirarak, herkesin kendi evinde ihtiyaci olan verimli sulama suyuna ve dogalgaza erisimini saglamaktir."
605,605,1,sifa universitesi bilimsel arastirmalar klubu,0,yok,1,losev,1,1,tip kongresi ve hoca davetleri duzenlemek
606,606,1,yeditepe universitesi kamu yonetimi toplulugu / yeditepe universitesi halkla iliskiler ve tanitim klubu,1,bireysel,1,turmepa-deniztemiz dernegi,1,0,Null
607,607,1,turkiyenin tek tescilli ogrenci kulubu- bilkent marka kulubu,1,bireysel,1,losev,1,1,bir arkadasim ile beraber 4 ay once stajyer arayan ogrencilerle staj arayan firmalari bulusturan stajim.net isimli bir ilan platformu kurduk. stajim.neti kurmada amacimiz belli bir alanda ozellesmis olmasi nedeniyle ogrencilere kolaylik saglamak. sitemiz su an sirketlerden ilan alarak sistem olarak calisir durumda. gunde 2000den fazla tekil ziyaretci aliyor ve sosyal aglarda 30.000den fazla ogrenci siteyi takip ediyor. 2 kisi olarak hicbir reklam yapmadan ve yatirim almadan bu kadar ogrenciye ulasmayi basardik. ve bunu surdurulebilir olarak devam ettirerek; bu platformu staj alaninda en cok kullanilan platform haline getirmek istiyoruz.
608,608,1,girisimci gencler kulubu,1,kaptan,1,insan haklari dernegi,1,0,Null
609,609,1,"tawa, vkv koc ozel lisesi interact, adp, tedxsabanciuniversity, sudosk",1,bireysel,1,tema,1,0,Null
610,610,1,tobb etu endustri ve verimlilik toplulugu,1,bireysel,1,"losev, ilkyar",1,0,Null
611,611,1,ku gonulluleri,1,bireysel,1,aiesec,1,0,Null
612,612,1,"uluslararasi medya ve uyanis toplulugu baskan yardimciligi2013-2014, tarih ve kultur toplulugu baskani2014-halen,",1,kaptan,1,elsathe european law students association avrupali genc,1,1,"girisimcilige ilk olarak lisede basladigimi hatirliyorum.2010 yilinin yaz aylarinda japonca kursuna gitmekteydim.2010 yili japonyada turk yili olarak ilan edilmisti. japonya ile temasimizi guclendirmek ve dostane iliskileri gelistirmek adina aydinda bir avmde 5 gun boyunca japonyanin ankara buyukelciligi ile birlikte japon kultur gunleri duzenlenmesini sagladim.tum kurs ogrencileri ve turkiyedeki japonlarla, japon kulturune ait manga,zori,japonca dovmeler,kimono ve yukatalarin getirilmesi,temsili japonca ogrenimi gibi etkinlikler duzenledik. avrupada yilin en yaratici yarismasi odulunu alan asamali bir bicimde ilerleyen ozyegin universitesi hayatimin oyunu yarismasiyla yuzde yuz egitim bursuna hak kazandim.yarismanin juri uyeleri ozyegin universitesi mutevelli heyeti baskani husnu ozyegin olmak uzere, ozu kurucu rektoru prof. dr. erhan erkut, etohum kurucusu burak buyukdemir, 4129 ajans baskani alemsah ozturk, kth event agency sosyal medya departmani yoneticisi ve ozu bilgisayar muhendisligi ogrencisi begum tokuyucu ile girisim fabrikasi program sorumlusu murat tortopoglu idi. gecen yil vakfinizin essiz bir calismasi olan fellow programiniza basvurdum.fellow 100deydim.final sonrasi talihsiz bir bicimde elendigimin haberini aldim . fakat girisimci pes etmez prensibiyle tekrar sizinle beraberim :. sisli rotary ekinoks seri girisimcilik seminerine katildim. sina afra , hakan bas , nevzat aydin gibi degerli isimlerden ilham alma imkanina sahip oldum."
613,613,1,"uluslararasi medya ve uyanis toplulugubaskan yardimciligi2013-2014, tarih ve kultur toplulugu baskani2014- devam ediyor",1,kaptan,1,elsa-european law students association-akademik etkinlikler direktoru,1,1,"gecen yil girisimcilik vakfi fellow 100e secildim. bu yil tutkulu bir bicimde sizlerle olmak istiyorum : girisim savascisi programina kabul edildim. fakat secilmenin yalnizca odenen ucreti dusurdugunu ogrenince mali durumum elvermedigi icin o programa dahil olamadim. avrupada yilin en yaratici platform kullanimi ve en yaratici etkilesim tasarimi odulu sahibi girisimci bir yarisma olan hayatimin oyunu yarismasinda egitim bursu ve staj hakki kazandim.juriler arasinda :ozyegin universitesi mutevelli heyeti baskani husnu ozyegin,ozyegin universitesi kurucu rektoru erhan erkut,4129 dijital ajans kurucusu alemsah ozturk,etohum kurucusu burak buyukdemir,synopsis kurucusu selcuk kiper,ozyegin universitesi bilgisayar muhendisligi ogrencisi begum tokuyucu bulunmaktaydi. sisli rotarynin duzenledigi, konuklarin sina afra,hakan bas,nevzat aydin,aydonat atasever gibi isimlerin oldugu ekinoks seri girisimcilik seminerine katildim. ayrica turkiye inovasyon haftasinda katilimciydim. 2010 yilinda lise ogrencisiyken japonyanin ankara buyukelciligi ile goruserek aydin ilinde japonca kursunun acilmasina on ayak aldim. 3 aylik kurs sonunda temel duzeyde japonca ogrendik. 2010 yili japonyada turk yiliydi.dostane bir cevap olmasi icin aydinda japon buyukelciligi ile goruserek getirttigimiz materyallerle bir avmde iki gun boyunca japon arkadaslarimizin katilimiyla turk-japon dostlugu kultur gunleri duzenledik.insanlara japonca dovmeler yaptik,japon cizgiromani olan mangalari sattik. kimino ve yukata ile fotograf cekimi gerceklestirdik. temsili olarak 1 dakikada japon ogren projesini gerceklestirdik. japon kulturune ait aksesuarlari getirdik."
614,614,1,ozyegin girisimcilik,0,yok,1,yenibirlider dernegi,1,1,"bus 102-entrepreneurship kapsaminda bir donem boyunca, grubumla is fikri gelistirip, business plan yazarak juriye sunduk. ayrica, endeavor casecampus fellowu olarak business model kanvas uzerine egitimlere katildim. is modeli gelistirmek uzere toplantilara katildim."
615,615,1,yeditepe universitesi folklor klubu,0,yok,1,tema,1,1,lisede cok girisimci faliyetlerde bulundum
616,616,1,yahut yasar universitesi hukuk toplulugu,1,bireysel,1,"rotaract ,aegee,elsa",1,1,"benim ruhum girisimci gecen yil, bu kavrami buraya basvurup son 100e kaldiktan sonra elenince trajik bir sekilde ogrenmistim ama simdi kendime baktigimda , dusunme tarzim tamamen bunun uzerine. ama ozel okulda okuyan bir hukuk ogrencisi oldugum icin dersleri gecme kaygisi o kadar baskin oluyor ki bir kitabi okumaya basladigimda bir kisinin hayatini arastirmaya basliyorum, sonra yasadigi yerleri, sonra o yerin baska ozelliklerini, okulunun mimarisini falan ogreniyorum , ama bunlar maalesef not ortalamasina etki etmiyor :d hukuk kitaplarindaki adamlarin yaptigi yolculuklari biliyorum mesela, gecirdikleri hastaliklari... , bunu asip bir seyler uretmem icin size ihtiyacim var. sizin de bana ihtiyaciniz varbi deneyin derim :d ."
617,617,1,"bilkent association for computing machinery, bilkent inovatif internet toplulugu, gazetebilkent",1,kaptan,0,Null,1,1,"eger bir kulup kurmak veya hic yapilmamis etkinliklere baslayip onlarin her sene gerceklesen birer rituele donusmesi girisimcilik ise, bu konuda deneyimlerim var demektir. yukarida da bahsettigim gibi; iki toplulugun bilkente kazandirilmasinda rol aldim ayni zamanda da grisimcilik zirvesi, case inovatif ve medya zirvesi gibi devamlari getirilen ve gercekten sadece bilkent degil ankaradaki ogrencilere katkida bulunan etkinliklerin koordinatorlugunu ve gorevlerini ustlendim."
618,618,1,ieee ve tegv,1,kaptan,1,turkiye egitim gonulluleri vakfi tegv,1,0,Null
619,619,1,ginova,1,bireysel,1,seferihisar gonullu takimi,1,1,"-sosyal girisimcilik faaliyetleri, -uzun donem aile isletmesinde girimcilik faaliyetleri, -girisimlik kurs, egitim ve sertifika programlari."
620,620,1,bahcesehir universitesi isletme ve pazarlama kulubu,0,yok,1,young guru academy,1,0,Null
621,621,1,girisimci muhendis ve mimarlar klubu,1,kaptan,1,tema vakfi,1,1,kucukken sakiz satmistim. sanirim 7 8 yaslarindaydim. sakizlarin yarisini kendim cignedigim icin pek kar edememistim. ayrica 19 yasindayken amcamin yogurt fabrikasinda calistim.muhasebe ve gelir gider kontrolunu yapiyordum. ayrica yogurt uretim makinesini temizleme gorevi de bana aitti.
622,622,1,yeditepe universitesi isletme kulubu yumac yumactive member,1,bireysel,0,Null,1,0,Null
623,623,1,kadir has universitesi girisimci inovatif liderler toplulugu,1,kaptan,1,1907 unifeb,1,0,Null
624,624,1,beykent uni isletme klubu,1,bireysel,1,"losev, kadin cinayetlerini durduracagiz platformu, morcati",1,1,liderlik benim icin onemli bir nitelik liderlikle ilgilu sorumluluk bilincindeyim bir liderin her seyle ilgili bilgisinin olmasi gerekir iletisiminin kusursuz olmasi gerekir ogrendigi bilgileri paylasarak cogaltmalidir bir lider grup uyelerinin hedefini yoneterek herkesin ayni amac ugrunda toplanmasini saglar girisimcilik konusundan sosyal girisimcilik hedeflerim var kendim disindakilere de faydali olmak istiyorum tabulari kiracagim.
625,625,1,radyo etu,0,yok,0,losev,1,1,"ankara girisimcilik ekosisteminin biraraya gelmesini ve guclenmesini amaclayan ve bunun icin etkinlikler duzenleyen bir olusumda, organizasyonlarin duzenlenmesi ve sosyal medya hesaplarinin yonetilmesinde gorev aldim, almaktayim."
626,626,1,bahcesehir universitesi biyomedikal muhendisligi klubu,1,bireysel,0,Null,1,0,Null
627,627,1,"75. yil mehmet akif ersoy genclik ve spor kulubu , yasar universitesi bisiklet toplulugu , yasar universitesi halkoyunlari toplulugu , yasar universitesi endustri muhendisligi toplulugu",1,bireysel,0,Null,1,1,"2006 - 2012 yillari arasinda egitim hayatim devam ederken, halk oyunlari yarismalarina katilacak olan ekiplerde, kendi ekiplerimin disinda ve ayni kulvarda olmadiklarim ile, son duzeltmeler adi altinda toparlayici, danismanliklar yapmis bulunuyorum. lise egitimimin son yili olan, 2010 yilinda patates ekmek isimli turkiye?nin ilk yerel mizah dergisinin kurulumunu bir ortagimla birlikte gerceklestirdik. dusunuru, yazari ve karikaturisti olarak dergiyi kuran iki kisiden biri olmus olup, dergimizde hem calismis hem de ortagi olarak gorevlerini yerine getirmis bulunuyorum. ayni derginin uzerinden, cesitli kampanyalar ile, sosyal sorumluluk adina halk duyarliligini saglamis ve cesitli konser organizasyonlari ile hem dergiyi tanitip, hem yalova ilini tiyatro organizasyonlari bulusturmus bulunuyorum."
628,628,1,operational research,0,bireysel,1,toplumsal duyarlilik projeleri bilkent,1,0,Null
629,629,1,bau satranc kulubu,1,kaptan,0,Null,1,1,4 yil 800 den fazla organizasyon duzenleyip cevre edinip girisimcilik ruhu tasiyan bau kurumsal iletisim calisani
630,630,1,endustri muhendisligi operational research kulubu,0,kaptan,1,tegv,1,1,"genclere yonelik bir blog sitesi olan urbloggerit is your blogger,you are the blogger sitesi deneyimi yasadim. 1 ortagim ve 14 yazar arkadasimla giristigim bu is maddi yetersizlikler dolayisi ile kapanmak zorunda kaldi. amacim farkli konularda farkli potansiyellere sahip insanlari bir araya getirip, icerigi bol bir genclik sitesi idi."
631,631,1,halkla iliskiler ve reklamcilik kulubu,1,kaptan,0,Null,1,0,Null
632,632,1,"operational research kulubu,",0,yok,1,toplum gonulluleri vakfi,1,0,Null
633,633,1,hayvanlari koruma klubu,0,yok,1,"tog, yesilay",1,1,"kendi capimda ticari, sosyal, kulturel girisimlerim oldu."
634,634,1,"bilkent ieee, bilkent muhendislik toplulugu",1,bireysel,1,bilkent tdptoplumsal duyarlilik projeleri,1,1,"yaklasik olarak 1 senedir, internet uzerinden cesitli urunlerin ithalatlarini ve satisini yapiyorumdrop shipping. bunun yani sira sanal para birimi bitcoin ticareti ve foreksi ile de ilgileniyorum. son zamanlarda egitim ve eglence odakli iki farkli girisim daha yapmayi dusunuyorum."
635,635,1,genc girisimciler klubu,0,yok,0,Null,1,0,Null
636,636,1,tea talks with ceos,0,yok,1,tuzla gonul elleri carsisi,1,1,girisimcilik yandali yapmamin yani sira okulun da destegiyle kendime ait sosyal arastirma projelerimi yurutmekteyim. su an devam etmekte oldugum projem kadin liderler projesi. kadin liderlerle goruserek is hayatinda kadin liderlerin onundeki engeller ve yapilan ayrimcilikpozitif ya da negatif hakkinda bir seyler ogrenmeyi amacliyorum.
637,637,1,ozyegin universitesi tiyatro kulubu,1,bireysel,0,Null,1,1,bolumumde girisimcilik dersi aldim ve girisimcilik fabrikasi tarafindan yurutulen bir girisimcilik programina bir arkadasim ile hazirladigim is fikri ile basvuruda bulundum.
638,638,1,yeditepe bilgisayar muhendisligi kulubu,1,kaptan,0,Null,1,1,uc sene once yildiz teknik endustri muhendisliginden mezun bir yakinimla kase seklinde ekmek yaptirip icine corba koyduk.baslangicta dikkat cekmisti fakat o zamanlarda pazarlamasini yeteri kadar yapamadigimiz icin ara verdik. ayrica okulumun gunes enerjisi ile calisan araba yapma projesine bu sene dahil olacagim onunla ilgili planlarim var.
639,639,1,1-duyarli ozu 2-ozu oda tiyatrosu 3-ozu bisiklet kulubu,1,kaptan,1,duyarli ozu,1,1,girisim fabrikasi mulakatlarinda teknobardak projesiyle son sunuma kadar ilerledim. ozyegin universitesi ogrenci girisimi sunumlarinda kampus icerisinde yemekservisim projesiyle is kurma hakkina sahip oldum. bu projeyle alakali calismalarim kampus disinda surmektedir.
640,640,1,istanbul ticaret universitesi fotografcilik kulubu,1,kaptan,0,Null,1,1,"1-3 arkadasimla birlikte 2013 yilinda kurmus oldugumuz veya production isimli yapim sirketi. calismalari tv reklam ve tanitim videolari odakli olan; muzik video, kisa film ve fotograf cekimleri alanlarinda hizmet veren bir olusum. simdiye kadar calismis oldugumuz kurumlar arasinda koc universitesi ve denizli akca hazir beton sirketi yer aliyor. ekip uyelerinin hepsinin universite ogrencisi oldugunu hatirlatarak;karar verme asamalarinda profesyonel yardim almadan attigimiz adimlarin is kurma surecinin ilk donemleri ile ilgili bizlere cok onemli kazanimlar sagladigini dusunuyorum. 2-2013 mayis-eylul donemlerinde amerikanin rhode island eyalatine bagli olan block islandda worktravel programi dahilinde bir motorsiklet ve bisiklet kiralama acentasinda calistim. ilk basta sadece kendi isimle mesgulken, bulundugumuz adadaki gollerin kano kullanimina uygun olusundan esinlenerek isverenime verdigim fikirlerle kano kiralama isine de yogunlasmasina aracim oldum. daha sonrasinda kendi sirketi bunyesinde kurmus oldugu kano kiralama isini tek basima yuruttum. ayni gorevi 2014 haziran-eylul tarihleri arasinda birkez daha worktravel programi ile ayni yere giderek tekrarladim."
641,641,1,"ies, munazara, tea talks with ceos, international relations",0,yok,0,Null,1,0,Null
642,642,1,"tobb etu evt, fenerbahce sk dernegi",1,bireysel,0,Null,1,1,e.ticaret projeleri2 adet
643,643,1,"losev, tedxaiu, young ceo, eeri member / usa",1,bireysel,1,losev yuruyusleri,0,1,uluslararasi antalya universitesinde an idea can change the world projesi kapsaminda girisimcilik yarismasinda yarismaciydim.
644,644,1,sinefest,1,bireysel,0,Null,0,1,rentigoo.com bubirobotics.com kisa sure sonra piyasaya cikacak sistem ve urunlerimdir.
645,645,1,okan universitesi yesilay toplulugu kurucu uye,1,bireysel,0,Null,1,1,tubitak ve okan universitesi isbirligi ile olan fark yaratan girisimcilik sertifika programini basari ile tamamladim. ayni zamanda okan universitesinde girisimcilik dersi aldim.
646,646,1,toplumsal duyarlilik klubu ve japon ve turk kultur klubu,0,bireysel,1,turkiye psikoloji ogrencileri calisma grubu,1,0,Null
647,647,1,bahcesehir universitesi tarih ve medeniyet kulubu,0,yok,1,genc baris inisiyatifi dernegi,1,0,Null
648,648,1,"koc ieee, kufolk, kugonulluleri, kushot,",1,bireysel,1,losev,0,0,Null
649,649,1,fatih universitesi genc girisimciler kulubu,0,yok,1,greenpeace,1,0,Null
650,650,1,adana sualti sporlari ve yuzme kulubu yildiz dalgiclar adana genclik parlamentosu uyesi,1,kaptan,0,Null,0,0,Null
651,651,1,izmir ekonomi rotaract kulubu,0,yok,1,beyazay gorme engelliler izmir /izmir ekonomi rotaract,1,0,Null
652,652,1,ted universitesi girisimcilik ve isletme toplulugu,1,bireysel,0,Null,1,1,tobb etu garaj girisimcilik kulucka merkezinde kisa donem gonullu stajyerlik
653,653,1,endustri muhendisligi operational research kulubu,1,bireysel,0,Null,1,1,"4 yil once lisedeyken en cok rahatsiz oldugum noktalardan birisi lisemizdeki ogrencilerin okuldan sonra beraber vakit gecirecekleri bir ortamin olmamasiydi. bu yuzden bazi cafeler, sinemalar, tiyatrolar ile anlasip okulumuzdaki ogrencilere ozel indirim yapmasini istedim. indirimden dolayi arkadaslarimin cogu bizim anlastigimiz yerlere gitmeye basladi, ben de bu yerlerden aylik bir miktar bedel aldim musteri sagladigim icin. sonunda ise okulumuza ait yerler olmaya basladi. su anda projeye baktigimda anlasma yapilan yer sayisi yaklasik 40 civarinda ve proje cok daha buyumus durumda. bizim baslattigimiz bir projenin insanlar tarafindan sevilmesini, sahip cikilmasini ve sonrasinda ise daha guzel yerlere goturulmesini izlemek benim icin cok keyifliydi. her ne kadar tam olarak girisimcilik denemezse de, insanlarin bana aaalkarti yapmak cok zahmetli bunu yapamazsin demesi, indirim icin konustugum cogu yerin kabul etmemesi, benim yilmayip devam etmem ve sonucunda projeyi hayata gecirmemiz benim icin kucuk bir girisimcilik seruveniydi aslinda. anladim ki, en ufak seyde bile cok zorlanacagim bu seruvende bana inanmayanlar kesinlikle olacak. belki benim yilmak uzere oldugum noktalar olacak ama basardigimdaki mutluluk ve yeni bir seyler ortaya koydugumu bilme hissi benim icin paha bicilmez. bu yuzden belki kucuk belki buyuk olacak ama kimsenin cesaret edemedigi yeni bir seyi basarmayi gercekten cok istiyorum."
654,654,1,yeditepe universitesi isletme kulubu yumac,1,kaptan,0,Null,1,0,Null
655,655,1,patikoy gonulluleri okul birligi,1,bireysel,0,Null,1,1,lisede okul bazinda yuruttugumuz girisimcilik-modelleme toplantilarinda uzun sure aktif katilimci oldum ve daha sonra yine okul bazinda duzenledigimiz konferanslarda konusmaci oldum.
656,656,1,fsmvu sosyal politikalar kulubu / fsmvu girisimcilik kulubu,1,bireysel,1,taf network,1,0,Null
657,657,1,yusesyeditepe universitesi endustri muhendisligi kulubu,0,yok,1,genc futuristler,1,1,blogum var. hayalekspresi.com sitesinin yaraticisiyim. cok aktif olarak kullanamasam da benim kimligimi tasiyan bu siteyi gelistirmek icin elimden geleni yapiyorum.
658,658,1,gesos gediz uni. sosyal sorumluluk kulubu,0,yok,0,Null,1,1,"girisimcilik uzerine bir makale incelemesi, kosgep proje arastirmasi"
659,659,1,"gazetebilkent, bilkent l.i.f.e",0,yok,0,Null,1,0,Null
660,660,1,young ceo club-kurucu baskan / girisimcilik kulubu-kurucu baskan,0,bireysel,1,fetih anadolu lisesi mezunlar dernegi,1,1,okudugum universiteden bir arkadasim ve bogazici universitesinden bir arkadasimla beraber 2014 agustos ayinda tekstil sektoru uzerine calisma yapan bir sirket kurduk. mart 2015 de ise universitemiz icerisinde aiu store adini verdigimiz hediyelik esya ve promosyon urunleri satan bir magaza actik. bunlarin yaninda arkadaslarimla beraber kurdugum kulupleri de sosyal girisimcilik statusunde saydigim icin bunlari da girisimcilikle ilgili deneyim olarak gormekteyim. ayrica lise hayatimda da farkli tecrubeler tattigim girisimcilik faaliyetlerim oldu.
661,661,1,"ku women in business, ku business",0,yok,1,turkishwin,1,1,lala egitim teknolojileri uygulamasinda eray erdogan ile birlikte calismaktayim.
662,662,1,"genc girisimciler klubu, psikoloji klubumindsu, santranc klubu",0,kaptan,1,"sabanci universitesi civic involvement projects, toplum gonulluleri vakfi",1,1,"sabanci universitesi girisimcilik kurulunda kismi zamanli calisma bursu kapsaminda casliyorum. sucool teknoloji ve inovasyon bazli girisimleri destekleyen bir on kulucka merkezi, ben sucool un internet sitesinin ingilizce cevirisini yapmak, icerik eklemek, cesitli seminerlerde organizasyon bolumunde destek olmak, sucoolun sosyal medya hesaplarini yonetmek gibi sorumluklara sahibim buradan edindigim ilgi ve cikarimlarla sabanci universitesi bazli bir yardimlasma agi kurdum kullanilmayan esyalarin ihtiyaci olan kisilere yonlendirilmesini sagliyoruz."
663,663,1,uluslararasi medya ve uyanis toplulugu,0,yok,0,Null,1,1,sogla yga etik liderlik akademisine katildim.
664,664,1,psikoloji kulubu,0,yok,1,kanserli cocuklara umut vakfi,1,1,uskudar universitesi psikoloji kulubu baskaniyim.
665,665,1,istanbul bilim universitesi yesilay kulubu,0,yok,1,"turkiye yesilay cemiyeti , turk kizilayi",1,0,Null
666,666,1,meliksah universitesi ieee ogrenci kolu,1,bireysel,0,Null,1,1,lise yillarimda katildigim ab bakanligi destekli projeler ve tubitak ortaogretim ogrencileri proje yarismalarinda baslayan girisimcilik deneyimlerim gittikce kokleniyor. bu sene icerisinde iletken murekkepli kalem ve fpga uzerinden arac kontrol sistemleri uzerine iki proje uzerinde calisiyorum. su an iletken murekkepli kalem projem icin erciyes universitesi nanoteknoloji arastirma merkeziernam ile gorusmelerimiz devam etmektedir.
667,667,1,"ku women in business, tiyatro klubu organizasyon komitesi, kuart resim grubu",0,yok,1,oy ve otesi,1,1,"ogrenci kulubu kurmak, kultur-sanat olusumu olan film hafizasi sosyal medya ekibi uyesi olarak gonullu calismak , yardim projeleri icin sponsor bulmak, kiz cocuklari icin proje gelistirmek ve sponsor bulmak"
