Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor
ortaokul,hayir,calismiyor,universite,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
lise,evet,ozel sektor,lise,evet,diger
yuksek lisans,evet,kamu,universite,evet,kamu
ilkokul,evet,ozel sektor,ortaokul,evet,ozel sektor
universite,evet,ozel sektor,ilkokul,hayir,calismiyor
lise,hayir,calismiyor,universite,evet,kamu
universite,hayir,calismiyor,lise,hayir,calismiyor
ortaokul,evet,diger,ortaokul,evet,ozel sektor
universite,hayir,calismiyor,ortaokul,evet,ozel sektor
egitimi yok,hayir,calismiyor,ilkokul,evet,diger
lise,hayir,calismiyor,universite,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,evet,ozel sektor,universite,evet,ozel sektor
lise,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,diger
universite,evet,kamu,yuksek lisans,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
lise,evet,ozel sektor,lise,evet,diger
ortaokul,hayir,calismiyor,ilkokul,evet,diger
ilkokul,hayir,calismiyor,lise,evet,kamu
egitimi yok,hayir,calismiyor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
universite,evet,kamu,universite,evet,kamu
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,evet,diger
egitimi yok,hayir,calismiyor,ortaokul,hayir,calismiyor
lise,hayir,calismiyor,universite,evet,kamu
lise,evet,ozel sektor,lise,evet,ozel sektor
lise,hayir,calismiyor,yuksek lisans,evet,kamu
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
egitimi yok,hayir,calismiyor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
universite,evet,kamu,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,diger
ortaokul,hayir,calismiyor,universite,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
egitimi yok,hayir,calismiyor,lise,evet,diger
lise,evet,kamu,universite,evet,kamu
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,universite,evet,ozel sektor
universite,hayir,calismiyor,universite,evet,kamu
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,egitimi yok,hayir,calismiyor
ilkokul,hayir,calismiyor,egitimi yok,evet,diger
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,evet,ozel sektor,universite,evet,kamu
ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor
lise,evet,ozel sektor,ilkokul,hayir,calismiyor
egitimi yok,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,hayir,calismiyor,universite,evet,kamu
ortaokul,hayir,calismiyor,lise,hayir,calismiyor
universite,evet,kamu,universite,hayir,calismiyor
lise,hayir,calismiyor,universite,evet,ozel sektor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,diger
ilkokul,hayir,calismiyor,ilkokul,evet,diger
ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,evet,kamu
ilkokul,hayir,calismiyor,ilkokul,evet,diger
ilkokul,hayir,calismiyor,universite,evet,kamu
egitimi yok,hayir,calismiyor,ortaokul,hayir,calismiyor
lise,evet,ozel sektor,lise,evet,ozel sektor
lise,hayir,calismiyor,universite,evet,kamu
ortaokul,hayir,calismiyor,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
ilkokul,evet,diger,lise,hayir,calismiyor
universite,evet,kamu,universite,evet,ozel sektor
yuksek lisans,evet,kamu,universite,evet,ozel sektor
ilkokul,hayir,calismiyor,ortaokul,evet,diger
lise,hayir,calismiyor,lise,evet,diger
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
lise,hayir,calismiyor,lise,hayir,calismiyor
universite,evet,kamu,lise,evet,ozel sektor
universite,hayir,calismiyor,universite,evet,ozel sektor
lise,evet,diger,lise,hayir,calismiyor
lise,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,universite,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
universite,hayir,calismiyor,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,universite,evet,ozel sektor
egitimi yok,hayir,calismiyor,ortaokul,evet,diger
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,universite,evet,kamu
lise,hayir,calismiyor,ortaokul,hayir,calismiyor
lise,hayir,calismiyor,universite,hayir,calismiyor
lise,hayir,calismiyor,universite,hayir,calismiyor
universite,evet,kamu,doktora,evet,kamu
ortaokul,evet,ozel sektor,lise,evet,ozel sektor
ilkokul,hayir,calismiyor,ortaokul,evet,kamu
lise,hayir,calismiyor,lise,evet,ozel sektor
yuksek lisans,evet,kamu,universite,hayir,calismiyor
universite,hayir,calismiyor,yuksek lisans,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,hayir,calismiyor,lise,hayir,calismiyor
lise,hayir,calismiyor,yuksek lisans,evet,kamu
ilkokul,hayir,calismiyor,universite,evet,kamu
ortaokul,hayir,calismiyor,universite,evet,kamu
ilkokul,hayir,calismiyor,ilkokul,evet,diger
ilkokul,hayir,calismiyor,ilkokul,evet,diger
lise,hayir,calismiyor,ortaokul,evet,ozel sektor
universite,evet,kamu,lise,evet,ozel sektor
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor
lise,evet,ozel sektor,lise,evet,ozel sektor
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,hayir,calismiyor,universite,evet,kamu
universite,hayir,calismiyor,universite,hayir,calismiyor
lise,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,universite,evet,kamu
ilkokul,evet,ozel sektor,lise,hayir,calismiyor
ilkokul,evet,ozel sektor,ilkokul,evet,diger
lise,hayir,calismiyor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,egitimi yok,evet,ozel sektor
lise,hayir,calismiyor,lise,hayir,calismiyor
universite,evet,kamu,lise,evet,ozel sektor
lise,evet,kamu,universite,evet,ozel sektor
lise,hayir,calismiyor,universite,evet,kamu
universite,evet,kamu,lise,evet,kamu
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
lise,hayir,calismiyor,ortaokul,hayir,calismiyor
lise,evet,ozel sektor,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,universite,evet,kamu
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,evet,ozel sektor,lise,evet,ozel sektor
lise,hayir,calismiyor,lise,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,evet,diger
lise,hayir,calismiyor,lise,evet,ozel sektor
universite,evet,ozel sektor,universite,hayir,calismiyor
lise,evet,ozel sektor,universite,evet,ozel sektor
lise,hayir,calismiyor,lise,hayir,calismiyor
lise,evet,diger,lise,hayir,calismiyor
lise,hayir,calismiyor,lise,evet,ozel sektor
universite,hayir,calismiyor,universite,evet,kamu
lise,hayir,calismiyor,yuksek lisans,evet,kamu
lise,hayir,calismiyor,universite,evet,ozel sektor
universite,evet,kamu,yuksek lisans,evet,ozel sektor
doktora,evet,kamu,doktora,evet,kamu
ortaokul,hayir,calismiyor,lise,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,evet,diger
lise,hayir,calismiyor,universite,evet,kamu
lise,hayir,calismiyor,universite,evet,diger
universite,evet,kamu,universite,evet,kamu
universite,evet,kamu,lise,evet,ozel sektor
lise,hayir,calismiyor,lise,evet,kamu
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
lise,evet,ozel sektor,lise,evet,ozel sektor
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
lise,hayir,calismiyor,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor
universite,evet,ozel sektor,universite,hayir,calismiyor
lise,evet,diger,lise,evet,diger
ortaokul,hayir,calismiyor,ilkokul,evet,diger
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
universite,evet,ozel sektor,universite,hayir,calismiyor
ilkokul,hayir,calismiyor,universite,hayir,calismiyor
ilkokul,hayir,calismiyor,universite,evet,kamu
lise,hayir,calismiyor,universite,evet,ozel sektor
ortaokul,evet,kamu,ortaokul,hayir,calismiyor
lise,hayir,calismiyor,ortaokul,evet,diger
ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor
lise,hayir,calismiyor,doktora,evet,kamu
ortaokul,evet,diger,lise,hayir,calismiyor
ortaokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
universite,hayir,calismiyor,lise,hayir,calismiyor
ortaokul,evet,kamu,lise,hayir,calismiyor
universite,evet,kamu,universite,evet,kamu
ortaokul,hayir,calismiyor,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,evet,diger
ilkokul,hayir,calismiyor,ilkokul,evet,diger
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor
ilkokul,hayir,calismiyor,egitimi yok,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
lise,hayir,calismiyor,lise,evet,ozel sektor
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,hayir,calismiyor,lise,evet,kamu
lise,hayir,calismiyor,lise,evet,ozel sektor
ortaokul,hayir,calismiyor,universite,evet,kamu
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,diger
egitimi yok,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,evet,diger
egitimi yok,hayir,calismiyor,lise,hayir,calismiyor
egitimi yok,hayir,calismiyor,ilkokul,evet,diger
lise,hayir,calismiyor,universite,evet,kamu
ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
ortaokul,hayir,calismiyor,universite,evet,ozel sektor
universite,hayir,calismiyor,universite,evet,kamu
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor
ilkokul,evet,diger,ortaokul,hayir,calismiyor
ortaokul,hayir,calismiyor,ortaokul,evet,diger
universite,hayir,calismiyor,lise,evet,kamu
egitimi yok,hayir,calismiyor,ilkokul,evet,diger
ilkokul,hayir,calismiyor,lise,evet,diger
lise,hayir,calismiyor,universite,evet,kamu
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
ilkokul,evet,kamu,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
universite,evet,kamu,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,universite,evet,kamu
universite,evet,kamu,ortaokul,evet,ozel sektor
lise,hayir,calismiyor,lise,hayir,calismiyor
egitimi yok,hayir,calismiyor,ilkokul,hayir,ozel sektor
lise,evet,kamu,lise,evet,ozel sektor
universite,evet,kamu,universite,evet,ozel sektor
universite,evet,kamu,universite,evet,kamu
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
universite,hayir,calismiyor,universite,evet,kamu
ortaokul,evet,ozel sektor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,universite,evet,ozel sektor
universite,evet,ozel sektor,lise,evet,ozel sektor
lise,hayir,calismiyor,universite,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,hayir,calismiyor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,evet,diger
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,hayir,calismiyor,lise,evet,kamu
lise,evet,ozel sektor,lise,hayir,calismiyor
egitimi yok,hayir,calismiyor,ilkokul,evet,diger
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
lise,hayir,calismiyor,lise,hayir,calismiyor
lise,evet,kamu,universite,evet,kamu
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,universite,hayir,calismiyor
universite,hayir,calismiyor,lise,evet,kamu
ilkokul,evet,ozel sektor,lise,evet,ozel sektor
ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor
universite,hayir,calismiyor,universite,evet,kamu
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,diger
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,evet,ozel sektor,ortaokul,evet,ozel sektor
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,evet,diger
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,diger
ortaokul,hayir,calismiyor,ilkokul,evet,ozel sektor
ortaokul,hayir,calismiyor,lise,evet,diger
ortaokul,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,hayir,calismiyor,ortaokul,evet,diger
ilkokul,hayir,calismiyor,ilkokul,evet,diger
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
lise,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,hayir,calismiyor,lise,evet,ozel sektor
yuksek lisans,evet,kamu,yuksek lisans,evet,kamu
ortaokul,hayir,calismiyor,lise,evet,ozel sektor
ilkokul,evet,ozel sektor,ortaokul,evet,diger
lise,hayir,calismiyor,universite,hayir,calismiyor
lise,hayir,calismiyor,lise,evet,diger
universite,evet,ozel sektor,universite,evet,kamu
universite,evet,kamu,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
egitimi yok,hayir,calismiyor,universite,evet,diger
ilkokul,hayir,calismiyor,lise,evet,kamu
lise,hayir,calismiyor,lise,hayir,calismiyor
lise,hayir,calismiyor,lise,evet,ozel sektor
lise,evet,ozel sektor,lise,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
universite,evet,kamu,universite,evet,kamu
universite,hayir,calismiyor,universite,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ortaokul,hayir,diger,ilkokul,hayir,calismiyor
ortaokul,evet,ozel sektor,ortaokul,evet,ozel sektor
lise,evet,ozel sektor,universite,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
lise,hayir,calismiyor,lise,hayir,calismiyor
universite,evet,kamu,universite,evet,kamu
universite,hayir,calismiyor,yuksek lisans,evet,ozel sektor
egitimi yok,evet,ozel sektor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,lise,evet,kamu
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,hayir,calismiyor,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
lise,hayir,calismiyor,universite,hayir,calismiyor
lise,evet,ozel sektor,ilkokul,evet,diger
egitimi yok,evet,ozel sektor,ilkokul,evet,diger
universite,evet,ozel sektor,universite,evet,ozel sektor
lise,evet,kamu,universite,evet,kamu
universite,hayir,calismiyor,universite,evet,kamu
universite,evet,kamu,lise,evet,diger
lise,evet,ozel sektor,lise,hayir,calismiyor
universite,evet,ozel sektor,universite,hayir,calismiyor
universite,evet,kamu,universite,hayir,kamu
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
universite,hayir,calismiyor,lise,evet,kamu
ilkokul,hayir,calismiyor,ilkokul,evet,diger
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ortaokul,evet,kamu,ilkokul,evet,ozel sektor
universite,evet,ozel sektor,lise,evet,diger
ilkokul,hayir,calismiyor,ilkokul,evet,diger
ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor
universite,hayir,calismiyor,universite,hayir,calismiyor
universite,evet,diger,ortaokul,hayir,calismiyor
egitimi yok,hayir,calismiyor,lise,hayir,calismiyor
lise,hayir,calismiyor,lise,evet,ozel sektor
universite,hayir,calismiyor,universite,evet,kamu
lise,hayir,calismiyor,universite,evet,ozel sektor
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
universite,hayir,calismiyor,universite,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
universite,hayir,calismiyor,universite,evet,kamu
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
universite,evet,kamu,ortaokul,hayir,calismiyor
egitimi yok,hayir,calismiyor,ortaokul,hayir,calismiyor
universite,evet,diger,yuksek lisans,evet,ozel sektor
ortaokul,evet,kamu,lise,evet,kamu
ilkokul,hayir,calismiyor,lise,evet,kamu
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
lise,hayir,calismiyor,lise,evet,ozel sektor
lise,hayir,calismiyor,universite,evet,kamu
lise,evet,ozel sektor,lise,hayir,calismiyor
universite,hayir,calismiyor,universite,evet,kamu
ilkokul,evet,ozel sektor,ilkokul,hayir,calismiyor
lise,hayir,calismiyor,universite,evet,kamu
lise,hayir,calismiyor,ortaokul,evet,ozel sektor
yuksek lisans,hayir,calismiyor,yuksek lisans,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
lise,hayir,calismiyor,lise,evet,ozel sektor
lise,hayir,calismiyor,ilkokul,hayir,calismiyor
ortaokul,hayir,calismiyor,ortaokul,evet,diger
universite,evet,kamu,universite,evet,kamu
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
ortaokul,evet,diger,universite,evet,diger
universite,evet,kamu,universite,evet,kamu
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
lise,hayir,calismiyor,lise,evet,diger
lise,evet,kamu,ortaokul,hayir,calismiyor
ortaokul,hayir,calismiyor,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor
egitimi yok,hayir,calismiyor,ortaokul,evet,diger
yuksek lisans,hayir,calismiyor,universite,evet,kamu
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
ortaokul,evet,ozel sektor,lise,evet,diger
lise,hayir,calismiyor,universite,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
universite,evet,kamu,universite,evet,kamu
lise,hayir,calismiyor,lise,hayir,calismiyor
universite,hayir,calismiyor,universite,evet,diger
ilkokul,hayir,calismiyor,ortaokul,evet,diger
universite,hayir,calismiyor,yuksek lisans,evet,kamu
universite,hayir,calismiyor,lise,hayir,calismiyor
lise,hayir,calismiyor,lise,hayir,calismiyor
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
ortaokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,evet,diger,ilkokul,hayir,calismiyor
ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,diger
ilkokul,hayir,calismiyor,ortaokul,evet,diger
ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
universite,evet,ozel sektor,universite,hayir,calismiyor
universite,hayir,calismiyor,universite,hayir,calismiyor
lise,evet,ozel sektor,universite,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,evet,ozel sektor,ortaokul,evet,diger
ilkokul,hayir,calismiyor,universite,evet,kamu
lise,hayir,calismiyor,lise,hayir,calismiyor
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
universite,hayir,calismiyor,universite,evet,diger
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor
ilkokul,evet,ozel sektor,lise,hayir,calismiyor
universite,hayir,calismiyor,universite,hayir,calismiyor
lise,evet,ozel sektor,ortaokul,hayir,calismiyor
lise,hayir,calismiyor,universite,evet,kamu
ilkokul,evet,diger,lise,evet,diger
ilkokul,hayir,calismiyor,universite,evet,kamu
ilkokul,hayir,calismiyor,lise,evet,ozel sektor
universite,evet,kamu,lise,hayir,calismiyor
lise,evet,ozel sektor,universite,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,diger
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
universite,evet,ozel sektor,yuksek lisans,evet,ozel sektor
ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
lise,hayir,calismiyor,universite,evet,kamu
lise,hayir,calismiyor,ortaokul,evet,ozel sektor
egitimi yok,hayir,calismiyor,ilkokul,evet,ozel sektor
ortaokul,hayir,calismiyor,universite,evet,ozel sektor
universite,evet,diger,lise,hayir,calismiyor
universite,hayir,calismiyor,lise,hayir,calismiyor
universite,hayir,calismiyor,lise,evet,ozel sektor
lise,hayir,calismiyor,universite,evet,kamu
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,evet,ozel sektor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
egitimi yok,hayir,calismiyor,ortaokul,hayir,calismiyor
ortaokul,hayir,calismiyor,universite,evet,ozel sektor
ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor
lise,hayir,calismiyor,universite,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
lise,hayir,calismiyor,universite,evet,kamu
universite,evet,kamu,universite,evet,kamu
lise,hayir,calismiyor,universite,hayir,calismiyor
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor
universite,evet,kamu,universite,evet,kamu
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
lise,hayir,calismiyor,lise,hayir,calismiyor
ilkokul,evet,ozel sektor,lise,hayir,calismiyor
universite,evet,kamu,lise,evet,diger
ilkokul,evet,ozel sektor,lise,evet,ozel sektor
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
universite,evet,kamu,lise,hayir,calismiyor
lise,hayir,calismiyor,ortaokul,evet,ozel sektor
universite,hayir,calismiyor,lise,evet,ozel sektor
ortaokul,hayir,calismiyor,ilkokul,evet,ozel sektor
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
ilkokul,hayir,calismiyor,universite,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor
egitimi yok,hayir,calismiyor,ilkokul,evet,ozel sektor
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
lise,hayir,calismiyor,universite,evet,kamu
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
universite,hayir,calismiyor,universite,evet,kamu
universite,evet,kamu,universite,evet,ozel sektor
lise,evet,ozel sektor,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,lise,hayir,calismiyor
lise,evet,kamu,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor
universite,hayir,calismiyor,lise,hayir,calismiyor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor
ortaokul,hayir,calismiyor,lise,evet,ozel sektor
lise,hayir,calismiyor,universite,evet,ozel sektor
lise,evet,kamu,ortaokul,hayir,calismiyor
lise,hayir,calismiyor,ilkokul,hayir,calismiyor
universite,hayir,calismiyor,universite,evet,ozel sektor
ortaokul,evet,diger,ilkokul,evet,diger
lise,hayir,calismiyor,universite,hayir,calismiyor
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor
ilkokul,hayir,calismiyor,universite,evet,kamu
lise,evet,kamu,universite,evet,diger
universite,hayir,calismiyor,universite,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
universite,evet,ozel sektor,lise,evet,ozel sektor
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor
ortaokul,hayir,calismiyor,egitimi yok,hayir,calismiyor
lise,hayir,calismiyor,ilkokul,evet,diger
lise,hayir,calismiyor,lise,hayir,calismiyor
universite,evet,ozel sektor,yuksek lisans,evet,ozel sektor
lise,hayir,calismiyor,lise,evet,diger
universite,hayir,calismiyor,universite,hayir,calismiyor
lise,hayir,calismiyor,yuksek lisans,evet,kamu
