id,Basvuru Yili,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Universite Adi,Universite Turu,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite",Lise Adi,Lise Sehir,Lise Turu,Lise Mezuniyet Notu,Anne Egitim Durumu,Anne Calisma Durumu,Baba Egitim Durumu,Baba Calisma Durumu,Kardes Sayisi,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Baska Bir Kurumdan Burs Aliyor mu?,Baska Kurumdan Aldigi Burs Miktari,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Aktif olarak bir STK üyesi misiniz?
228,2014,Kadın,21 Aralik 1993,Alaşehir,İstanbul,FATİH ÜNİVERSİTESİ,Özel,ilahiyat,2,3.59,Hayır,,salihli Anadolu imam hatip lisesi,manisa salihli,İmam Hatip Lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,,,,100.0,Evet,Evet,300 tl,,,,
229,2014,Kadın,4/18/1991,Bahçelievler,İstanbul,İSTANBUL AREL ÜNİVERSİTESİ,Özel,International Relations,3,2.1,Hayır,,Necip Fazıl Kısakürek Lisesi,İstanbul,Düz lise,3.00 - 4.00,İlkokul Mezunu,Hayır,Lise,Evet,3.0,100.0,Evet,Hayır,,,,Hayır,Hayır
230,2014,Erkek,7/26/1993,İstanbul / Şişli,İstanbul,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Özel,UlualarArasi Lojistik ve Taşımacılıkİngilizce,Hazırlık,2.88,Hayır,,Mehmet Şam Anadolu Ticaret Meslek Lisesi,istanbul,Meslek lisesi,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Evet,2.0,100.0,Evet,Hayır,,,,Hayır,Evet
231,2014,Erkek,20 Kasim 1991,hakkari,,NİŞANTAŞI ÜNİVERSİTESİ,Özel,Ekonomi ve Finans,2,2.55,Hayır,,Yüksekova lisesi,Hakkari,Düz lise,3.00 - 4.00,Eğitim Yok,Hayır,Eğitim Yok,Evet,6.0,100.0,Evet,Hayır,,,,Evet,Hayır
232,2014,Erkek,3/14/1992,"Kaçanik, Kosova",,İSTANBUL ŞEHİR ÜNİVERSİTESİ,Özel,Bilgisayar Mühendisliği,2,2.88,Hayır,,Kuvendi i Arberit,Ferizaj-Kosova,Düz lise,3.00 - 4.00,Eğitim Yok,Hayır,Ortaokul Mezunu,Hayır,2.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
233,2014,Erkek,6/9/1994,şanlıurfa hilvan,Bursa,BURSA ORHANGAZİ ÜNİVERSİTESİ,Özel,inşaat mühendisliği,1,3.69,Hayır,,şanlıurfa gap anadolu lisesi,şanlıurfa,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Evet,6.0,100.0,Evet,Hayır,,,,Hayır,Hayır
234,2014,Kadın,2/9/1992,Istanbul,İstanbul,İSTANBUL AYDIN ÜNİVERSİTESİ,Özel,Endüstri Mühendisliği,4,2.39,Hayır,,Özel Devran Anadolu Lisesi,Istanbul,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Emekli,3.0,100.0,Evet,Hayır,,,,Hayır,Hayır
235,2014,Kadın,9/27/1992,DENİZLİ,DENİZLİ,HALİÇ ÜNİVERSİTESİ,Özel,Moleküler Biyoloji ve Genetik,Mezun,3.27,Hayır,,Nevzat Karalp Anadolu Lisesi,Denizli,Anadolu lisesi,3.00 - 4.00,Lise,Emekli,Lise,Emekli,3.0,100.0,Evet,Hayır,,,,Hayır,Hayır
236,2014,Erkek,2/2/1994,Ağrı,İstanbul,İSTANBUL AYDIN ÜNİVERSİTESİ,Özel,Political Science and International Relations,3,2.29,Hayır,,Fahreddin Kerim Gökay,İstanbul,Anadolu lisesi,3.00 - 4.00,Eğitim Yok,Hayır,İlkokul Mezunu,Hayır,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
237,2014,Erkek,6/1/1994,Gercüş,Batman,GİRESUN ÜNİVERSİTESİ,Devlet,sosyal bilgiler öğretmenliği,2,3.27,Hayır,,emire gözü lisesi,mardin,Düz lise,3.50-3,Eğitim Yok,Hayır,Eğitim Yok,Hayır,11.0,100.0,Hayır,Evet,300,,,Hayır,Hayır
238,2014,Kadın,2 Mayis 1993,Fatih/İstanbul,İstanbul,KADİR HAS ÜNİVERSİTESİ,Özel,Endüstri Mühendisliği,3,2.67,Hayır,,Pertevniyal Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Evet,Üniversite,Emekli,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
239,2014,Erkek,7/24/1995,MalatyaMerkez,İstanbul,DOĞUŞ ÜNİVERSİTESİ,Özel,Kontrol ve Otomasyon mühendisliğiingilizce,Hazırlık,3.59,Hayır,,Malatya İmam Hatip Lisesi,Malatya,İmam Hatip Lisesi,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
240,2014,Erkek,1/22/1992,Söke,Gaziantep,ZİRVE ÜNİVERSİTESİ,Özel,Bilgisayar Mühendisliği,4,2.31,Hayır,,Kadriye Çalık Anadolu Lisesi,Kahramanmaraş,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
241,2014,Erkek,4/13/1993,Karabük,İstanbul,İHSAN DOĞRAMACI BİLKENT,Özel,Computer technology and information systems,2,2.34,Hayır,,Adnan menderes anadolu lisesi,İstanbul,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,Lise,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
242,2014,Kadın,10/28/1991,Ankara Altındağ,Ankara,ATILIM ÜNİVERSİTESİ,Özel,hukuk fakültesi,4,3.33,Hayır,,Hürriyet Anadolu Lisesi,Ankara,Anadolu lisesi,3.00-2.50,Lise,Hayır,Üniversite,Evet,1.0,100.0,Evet,Hayır,300 tl,,,Hayır,Hayır
243,2014,Kadın,7/27/1992,Trabzon,İstanbul,ÖZYEĞİN ÜNİVERSİTESİ,Özel,Endüstri Mühendisliği,3,3.02,Hayır,,Beşiktaş Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Lise,Emekli,3.0,100.0,Evet,Hayır,,,,Evet,Evet
244,2014,Kadın,25 Kasim 1994,Kocaeli,İstanbul,BEYKOZ LOJİSTİK MESLEK,Özel,Dis Ticaretİngilizce,2,2.41,Hayır,,Yuvacik Mehmet Suha Ucar Lojistik Anadolu Meslek Lisesi,Kocaeli,Meslek lisesi,3.50-3,Ortaokul Mezunu,Evet,Ortaokul Mezunu,Hayır,2.0,100.0,Evet,Evet,300,,,Hayır,Hayır
245,2014,Kadın,4/23/1993,Milas,İstanbul,İSTANBUL AYDIN ÜNİVERSİTESİ,Özel,Endüstri Mühendisliği ingilizce,3,2.85,Hayır,,Milas Cumhuriyet Anadolu Lisesi,Milas/ Muğla,Anadolu lisesi,3.50-3,Ortaokul Mezunu,Hayır,Lise,Emekli,2.0,100.0,Hayır,Hayır,,,,Evet,Hayır
246,2014,Kadın,8/11/1993,Mersin,İstanbul,TÜRK HAVA KURUMU ÜNİVERSİTESİ,Özel,Elektrik-Elektronik Mühendisliği,2,3.33,Hayır,,Elvankent Bilgi Anadolu Lisesi,Ankara,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Emekli,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
247,2014,Kadın,8/1/1994,İzmit,,YEDİTEPE ÜNİVERSİTESİ,Özel,Genetik ve Biyomühendislik,2,3.76,Hayır,,Karamürsel Anadolu Lisesi,Kocaeli,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Evet,Lise,Emekli,0.0,100.0,Evet,Hayır,,,,Hayır,Hayır
248,2014,Kadın,3/28/1993,KIRIKKALE,,OKAN ÜNİVERSİTESİ,Özel,MİMARLIK,2,2.28,Hayır,,ANKARA LİSESİ ANADOLU,ANKARA,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,Lise,Emekli,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
249,2014,Kadın,4/25/1995,MALATYA,İstanbul,OKAN ÜNİVERSİTESİ,Özel,Psikoloji,1,3.92,Hayır,,Ankara Milli Eğitim Vakfı Koleji,ANKARA,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Emekli,Üniversite,Emekli,2.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
250,2014,Kadın,1/9/1991,Alaşehir,İzmir,İZMİR ÜNİVERSİTESİ,Özel,Psikoloji %100 burslu,4,3.8,Hayır,,Turgutlu Anadolu Lisesi,Manisa,Anadolu lisesi,3.50-3,Lise,Hayır,Üniversite,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Evet
251,2014,Kadın,8/21/1992,Kayseri,İstanbul,TOBB EKONOMİ VE TEKNOLOJİ,Özel,Bilgisayar Mühendisliği,4,3.25,Hayır,,Ted Ankara Koleji,Ankara,Özel lisesi,3.50-3,Yüksek Lisans / Doktora,Evet,Yüksek Lisans / Doktora,Evet,1.0,100.0,Hayır,Hayır,,,,Evet,Hayır
252,2014,Erkek,21 Kasim 1992,İzmir,,İSTANBUL BİLGİ ÜNİVERSİTESİ,Özel,Televizyon Haberciliği ve Programcılığı,4,3.15,Hayır,,Karşıyaka Atakent Anadolu Lisesi,İzmir,Anadolu lisesi,3.00-2.50,İlkokul Mezunu,Emekli,Lise,Emekli,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
253,2014,Kadın,9 Mayis 1992,izmir,İzmir,İZMİR EKONOMİ ÜNİVERSİTESİ,Özel,Uluslararası Ticaret ve Finansman,4,3.31,Hayır,,Konak Anadolu Lisesi,İzmir,Anadolu lisesi,3.00 - 4.00,Lise,Emekli,Lise,Emekli,0.0,100.0,Evet,Hayır,,,,Hayır,Hayır
254,2014,Erkek,4/21/1992,Kırklareli,Kırklareli,BAHÇEŞEHİR ÜNİVERSİTESİ,Özel,Endüstri Mühendisliği,4,2.55,Hayır,,Kırklareli Anadolu Lisesi,Kırklareli,Anadolu lisesi,3.00 - 4.00,Üniversite,Hayır,Üniversite,Evet,1.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
255,2014,Erkek,2/21/1991,2/21/1991,İstanbul,FATİH ÜNİVERSİTESİ,Özel,Ekonomi,4,3.57,Hayır,,Trabzon Anadolu Lisesi,Trabzon,Anadolu lisesi,3.00 - 4.00,Ortaokul Mezunu,Hayır,Üniversite,Evet,4.0,100.0,Evet,Hayır,,,,Hayır,Hayır
256,2014,Erkek,7/23/1993,Edremit/Balıkesir,,OKAN ÜNİVERSİTESİ,Özel,ULUSLARARASI LOJİSTİK - İŞLETME İNG ÇAP,3,3.74,Hayır,,EDREMİT ANADOLU LİSESİ,BALIKESİR,Anadolu lisesi,3.00-2.50,İlkokul Mezunu,Emekli,İlkokul Mezunu,Emekli,3.0,100.0,Evet,Evet,300,,,Evet,Hayır
257,2014,Erkek,8/24/1992,konya,İstanbul,ULUSLARARASI KIBRIS ÜNİVERSİTESİ,Özel,mimarlık,2,3.55,Hayır,,karatay süleyman demirel milli piyango anadolu lisesi,konya,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Üniversite,Evet,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
258,2014,Erkek,6/25/1990,İstanbul,,ÖZYEĞİN ÜNİVERSİTESİ,Özel,işletme,3,3.49,Hayır,,Hüseyin Bürge Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00-2.50,Eğitim Yok,Evet,İlkokul Mezunu,Hayır,1.0,100.0,evet,Hayır,,,,Evet,Hayır
259,2014,Kadın,8/28/1993,İzmir,Aydın,İZMİR EKONOMİ ÜNİVERSİTESİ,Özel,Lojistik Yönetimi,3,3.84,Hayır,,Nazilli Anadolu Lisesi,Aydın,Anadolu lisesi,3.50-3,Lise,Hayır,Üniversite,Emekli,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
260,2014,Kadın,6/17/1991,ankara,İstanbul,BAŞKENT ÜNİVERSİTESİ,Özel,sosyal hizmet,4,3.75,Hayır,,kalaba,ankara,Düz lise,3.50-3,Üniversite,Emekli,Üniversite,Emekli,2.0,100.0,Hayır,Hayır,,,,Evet,Hayır
261,2014,Kadın,7/18/1993,Kdz.Ereğli,İstanbul,OKAN ÜNİVERSİTESİ,Özel,Uluslararası Ticaret,2,2.85,Hayır,,Ted Koleji,Kdz.Ereğli,Özel lisesi,3.00 - 4.00,Lise,Emekli,Üniversite,Emekli,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
262,2014,Kadın,2/21/1993,Abington / USA,ANKARA,TOBB EKONOMİ VE TEKNOLOJİ,Özel,Bilgisayar Mühendisliği,4,3.26,Hayır,,ODTÜ Geliştirme Vakfı Özel Lisesi,Ankara,Özel lisesi,3.50-3,Üniversite,Hayır,Yüksek Lisans / Doktora,Evet,1.0,100.0,Hayır,Hayır,,,,Evet,Evet
263,2014,Kadın,10/7/1992,İzmir,İzmir,İZMİR EKONOMİ ÜNİVERSİTESİ,Özel,Uluslararası Ticaret ve Finansman,4,3.61,Hayır,,İzmir Kız Lisesi,İzmir,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Üniversite,Emekli,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
264,2014,Kadın,8/20/1992,İzmir Konak,,İZMİR ÜNİVERSİTESİ,Özel,Uluslararası İlişkiler,4,2.09,Hayır,,Narlıdere Anadolu Lisesi,İzmir,Anadolu lisesi,3.50-3,Ortaokul Mezunu,Emekli,Lise,Evet,0.0,100.0,Evet,Hayır,,,,Evet,Hayır
265,2014,Kadın,9/19/1992,Beyoğlu/ İstanbul,İstanbul,ÖZYEĞİN ÜNİVERSİTESİ,Özel,Psikoloji,2,2.58,Hayır,,İstanbul Atatürk Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00 - 4.00,Lise,Evet,,,,100.0,Evet,Hayır,,,,,
266,2014,Kadın,6/20/1992,BURSA,İstanbul,YEDİTEPE ÜNİVERSİTESİ,Özel,ULUSLARARASI FINANS,3,2.75,Hayır,,ANADOLU ERKEK LISESI,BURSA,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Lise,Emekli,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
267,2014,Kadın,23 Kasim 1994,Karabük,İstanbul,BURSA ORHANGAZİ ÜNİVERSİTESİ,Özel,Political Science and International Relations,2,3.25,Hayır,,Şehremini Anadolu Lisesi,Fatih,Anadolu lisesi,3.50-3,Ortaokul Mezunu,Hayır,Lise,Evet,3.0,100.0,Evet,Hayır,,,,Evet,Hayır
268,2014,Kadın,21 Mayis 1993,Üsküdar,İstanbul,IŞIK ÜNİVERSİTESİ,Özel,İnsan ve Toplum Bilimleri,2,3.02,Hayır,,Kırımlı Fazilet Olcay Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Evet,İlkokul Mezunu,Evet,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
269,2014,Kadın,20 Mayis 1995,kocaeli,Kocaeli,YEDİTEPE ÜNİVERSİTESİ,Özel,mimarlik,1,2.82,Hayır,,muammer dereli anadolu ögretmen lisesi,kocaeli,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,İlkokul Mezunu,Emekli,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
270,2014,Kadın,8/30/1992,İstanbul,İstanbul,İSTANBUL MEDİPOL ÜNİVERSİTESİ,Özel,Eczacılık,4,2.58,Hayır,,Aydın Süleyman Demirel Anadolu Lisesi,Aydın,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
271,2014,Kadın,16 Kasim 1990,samsun,Mersin,TOROS ÜNİVERSİTESİ,Özel,Peyzaj Mimarlığı,2,2.97,Hayır,,Üsküdar Halide Edip Adıvar lisesi,İstanbul,Düz lise,3.50-3,Ortaokul Mezunu,Hayır,Lise,Emekli,3.0,100.0,Evet,Hayır,,,,Evet,Evet
272,2014,Kadın,7/7/1992,BURSA,İstanbul,İSTANBUL BİLGİ ÜNİVERSİTESİ,Özel,REKLAMCILIK/ SANAT VE KÜLTÜR YÖNETİMİ YANDAL,4,3.92,Hayır,,BURSA ÇELEBİ MEHMET LİSESİ,BURSA,Düz lise,3.00 - 4.00,Lise,Emekli,Lise,Emekli,2.0,100.0,Evet,Hayır,,,,Evet,Evet
273,2014,Kadın,2/5/1994,Zonguldak,İstanbul,YEDİTEPE ÜNİVERSİTESİ,Özel,Uluslararası Finans,1,3.97,Hayır,,Mehmet Çelikel Anadolu Lisesi,Zonguldak,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
274,2014,Kadın,1/7/1993,Konya,İstanbul,İHSAN DOĞRAMACI BİLKENT,Özel,Matematik,3,3.59,Hayır,,Diltaş Anadolu Lisesi,Konya,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Yüksek Lisans / Doktora,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
275,2014,Kadın,1/1/1991,muğla merkez,istanbul,KADİR HAS ÜNİVERSİTESİ,Özel,"Enformasyon Teknolojileri,Endüstri mühendisliği",4,2.61,Hayır,,Muğla Anadolu Lisesi,Muğla,Anadolu lisesi,3.50-3,Lise,Emekli,Üniversite,Emekli,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
276,2014,Kadın,3/19/1994,Kayseri,Kayseri,MELİKŞAH ÜNİVERSİTESİ,Özel,İşletme,1,3.92,Hayır,,Karşıyaka Emlakbank Süleyman Demirel Anadolu Lisesi,İzmir,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Lise,Evet,3.0,100.0,Evet,Hayır,,,,Hayır,Hayır
277,2014,Kadın,19 Mayis 1991,sivas,İstanbul,İSTANBUL AYDIN ÜNİVERSİTESİ,Özel,Mimarlık,4,3.91,Hayır,,Sivas fen lisesi,sivas,Fen lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Lise,Emekli,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
278,2014,Erkek,7/1/1991,Çankaya,İstanbul,İSTANBUL BİLGİ ÜNİVERSİTESİ,Özel,Karşılaştırmalı Edebiyat,4,2.08,Hayır,,İzmir Türk Koleji,İzmir,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,,,,100.0,Evet,Hayır,,,,,
279,2014,Erkek,1/5/1990,Azerbeycan Ahiska Turku,,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,Özel,felsefe,3,2.85,Evet,,Umraniye imam hatip lisesi,istanbul,İmam Hatip Lisesi,2.50 ve altı,Lise,Hayır,,,,100.0,Evet,Evet,250,,,,
280,2014,Kadın,9 Mayis 1993,fethiye,Gazimağusa,DOĞU AKDENİZ ÜNİVERSİTESİ,Özel,türk dili ve edebiyatı,3,2.27,Hayır,,fethıye fatih anadolu,fethıye,Düz lise,3.50-3,Ortaokul Mezunu,Evet,İlkokul Mezunu,Evet,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
281,2014,Erkek,1/23/1993,Manisa,İstanbul,TOBB EKONOMİ VE TEKNOLOJİ,Özel,Bilgisayar Mühendisliği,3,3.21,Hayır,,Manisa Anadolu Öğretmen Lisesi,Manisa,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Üniversite,Emekli,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
282,2014,Erkek,6/20/1992,Sakarya,İstanbul,İHSAN DOĞRAMACI BİLKENT,Özel,Bilgisayar Mühendisliği,4,3.9,Hayır,,Sakarya Anadolu Lisesi,Sakarya,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Lise,Emekli,3.0,100.0,Evet,Hayır,,,,Evet,Hayır
283,2014,Erkek,30 Kasim 1986,eminönü,Kocaeli,İSTANBUL AYDIN ÜNİVERSİTESİ,Özel,muhasebe ve finans yönetimi,4,3.07,Evet,,avcılar süleyman nazif anadolu lisesi,istanbul,Düz lise,3.00-2.50,İlkokul Mezunu,Hayır,Lise,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
284,2014,Erkek,2/14/1992,Eskişehir,İstanbul,KOÇ ÜNİVERSİTESİ,Özel,Endüstri Mühendisliği,4,3.75,Hayır,,İstanbul Erkek Lisesi,İstanbul,Anadolu lisesi,3.50-3,Üniversite,Emekli,,,,100.0,Evet,Evet,900,,,,
285,2014,Erkek,9/10/1995,Adana,Adana,OKAN ÜNİVERSİTESİ,Özel,Mekatronik Mühendisliği,1,2.43,Hayır,,İsmail Safa Özler Almanca Anadolu Lisesi,Adana,Anadolu lisesi,3.50-3,Üniversite,Evet,,,,100.0,Evet,Hayır,,,,,
286,2014,Kadın,1/22/1993,Kopnya,,İHSAN DOĞRAMACI BİLKENT,Özel,Endüstri Mühendisliği,3,3.67,Hayır,,Konya Meram Fen Lisesi,Konya,Fen lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Lise,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
287,2014,Erkek,7/21/1992,Kahramanmaraş,,İHSAN DOĞRAMACI BİLKENT,Özel,Ekonomi,3,2.51,Hayır,,Çukurova Elektrik Anadolu Lisesi,Kahramanmaraş,Anadolu lisesi,3.50-3,Eğitim Yok,Hayır,Lise,Emekli,4.0,100.0,Evet,Evet,150,,,Evet,Hayır
288,2014,Kadın,15 Kasim 1994,İstanbul,İstanbul,YENİ YÜZYIL ÜNİVERSİTESİ,Özel,HUKUK,2,2.09,Hayır,,Esenyurt Nakipoğlu Cumhuriyet Anadolu Lisesi,İstanbul,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Evet,4.0,100.0,Evet,Hayır,,,,Hayır,Hayır
289,2014,Erkek,3/13/1992,İstanbul,İstanbul,BAHÇEŞEHİR ÜNİVERSİTESİ,Özel,Sinema Tv,4,3.03,Hayır,,Özel Esayan Lisesi,İstanbul,Özel lisesi,3.50-3,Lise,Evet,İlkokul Mezunu,Evet,0.0,100.0,Evet,Hayır,,,,Evet,Hayır
290,2014,Erkek,2/25/1991,Yenimahalle/ANKARA,İstanbul,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,Özel,Elektronik Mühendisliği,4,3.03,Hayır,,Denizli Anadolu Lisesi,Denizli,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
291,2014,Erkek,3/3/1991,Ankara,Ankara,TOBB EKONOMİ VE TEKNOLOJİ,Özel,İşletme,Mezun,2.76,Hayır,,Samanyolu,Ankara,Özel lisesi,3.50-3,Üniversite,Hayır,Üniversite,Evet,2.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
292,2014,Erkek,6/27/1991,Nevşehir,,ÇANKAYA ÜNİVERSİTESİ,Özel,Elektronik ve Haberleşme Muh.,3,3.53,Hayır,,13 Nisan Anadolu Lisesi,İzmir,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,0.0,100.0,Evet,Hayır,,,,Evet,Hayır
293,2014,Erkek,8/24/1995,Kırıkkale,İstanbul,TOBB EKONOMİ VE TEKNOLOJİ,Özel,Makine Mühendisliği,1,2.12,Hayır,,Kırıkkale Fen Lisesi,Kırıkkale,Fen lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Evet,1.0,100.0,Evet,Evet,400 TL,,,Evet,Hayır
294,2014,Kadın,4/17/1993,KAYSERİ,Kayseri,HACETTEPE ÜNİVERSİTESİ,Özel,ENDÜSTRİ MÜHENDİSLİĞİ,3,2.56,Hayır,,NUH MEHMET KÜÇÜKÇALIK ANADOLU LİSESİ,KAYSERİ,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Hayır,2.0,100.0,Hayır,Hayır,,,,Evet,Hayır
295,2014,Kadın,10/7/1992,Bandırma/Balıkesir,Balıkesir,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,Özel,Bilgisayar Mühendisliği,4,3.47,Hayır,,Bandırma Anadolu Öğretmen Lisesi,Bandırma,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
296,2014,Kadın,4/7/1994,mugla,İstanbul,YEDİTEPE ÜNİVERSİTESİ,Özel,uluslararasi ticaret ve isletmecilik,2,3.62,Hayır,,mugla gazi anadolu lisesi,mugla,Anadolu lisesi,3.50-3,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
297,2014,Kadın,1/15/1994,Güngören,,İSTANBUL KEMERBURGAZ ÜNİVERSİTESİ,Özel,Mimarlık İngilizce Tam Burslu,1,3.56,Hayır,,Şehremini Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,,,,100.0,Evet,Hayır,,,,,
298,2014,Kadın,3/21/1993,Elmalı-ANTALYA,Antalya,İHSAN DOĞRAMACI BİLKENT,Özel,muhasebe bilgi sistemleri,2,3.07,Hayır,,Alanya Hasan Çolak Anadolu Lisesi,Alanya-ANTALYA,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Evet
299,2014,Erkek,6/9/1992,Isparta,,İHSAN DOĞRAMACI BİLKENT,Özel,İşletme,4,3.63,Hayır,,Altınbaşak Kolej,Isparta,Özel lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,,,,100.0,Evet,Evet,800,,,,
300,2014,Erkek,10/25/1995,İstanbul,İstanbul,İSTANBUL BİLGİ ÜNİVERSİTESİ,Özel,VCD görsel iletişim tasarım,1,3.79,Hayır,,Mustafa Saffet Anadolu Lisesi,İstanbul,Anadolu lisesi,3.50-3,Lise,Hayır,Üniversite,Emekli,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
301,2014,Erkek,10 Aralik 1994,Ankara,Antalya,ULUSLARARASI ANTALYA ÜNİVERSİTESİ,Özel,İnşaat Mühendisliği,2,3.3,Hayır,,Atatürk Anadolu Lisesi,Antalya,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Lise,Hayır,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
302,2014,Erkek,6/18/1994,sisli/istanbul,İstanbul,BAHÇEŞEHİR ÜNİVERSİTESİ,Özel,iletişim tasarımı,1,3.8,Hayır,,İbrahim Turhan anadolu,istanbul,Anadolu lisesi,3.00 - 4.00,Eğitim Yok,Hayır,İlkokul Mezunu,Evet,6.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
303,2014,Erkek,7/10/1994,viranşehir şanlıurfa,Şanlıurfa,ULUSLARARASI KIBRIS ÜNİVERSİTESİ,Özel,rehberlik ve psikolojik danışmanlık,2,3.07,Hayır,,viranşehir anadolu lisesi,şanlıurfa,Anadolu lisesi,3.00 - 4.00,Eğitim Yok,Hayır,İlkokul Mezunu,Hayır,4.0,100.0,Evet,Hayır,,,,Hayır,Hayır
